gene,condition,k562_logfc_r,k562_donor_corr_mean,n_degs_mash
CHID1,Rest,0.229306359314073,,17.0
TFB2M,Rest,0.2293021406894927,,4.0
SEC23A,Rest,0.2290130442838651,,16.0
SCAPER,Rest,0.2289681719572097,,37.0
SLC2A1,Rest,0.2289205745037421,,84.0
DHX34,Rest,0.2281162974539362,,20.0
HMGXB4,Rest,0.227752208021148,,46.0
SPIN1,Rest,0.2277038180914722,,4.0
SAFB,Rest,0.2275433873631839,,20.0
ATF2,Rest,0.2275293203831198,,16.0
THAP3,Rest,0.2274694115341284,,12.0
MIDN,Rest,0.2273142706953074,,21.0
DHX30,Rest,0.2271560553885784,,38.0
RBM12B,Rest,0.2271205588625138,,12.0
RPUSD2,Rest,0.2270969465188069,,14.0
ZNF552,Rest,0.226963891295531,,5.0
FAM3C,Rest,0.2268057031183734,0.5080321562039928,42.0
ZNF414,Rest,0.226711554803871,0.3194681950333719,34.0
CDKN2C,Rest,0.2266887099524375,,11.0
GAB2,Rest,0.2266513098397485,,15.0
NDFIP2,Rest,0.2265488561742384,,50.0
ICK,Rest,0.2263967526236309,,54.0
SLC2A3,Rest,0.2263868663327291,,15.0
SNAPIN,Rest,0.2263526932472979,,12.0
TAX1BP1,Rest,0.2262850473612809,,31.0
ATP5MC1,Rest,0.2258079487375324,,41.0
SFXN1,Rest,0.2257946900712574,-0.1290291707293755,80.0
GPATCH11,Rest,0.2257644840542744,,7.0
PPIB,Rest,0.2256833672475257,,10.0
CWC27,Rest,0.2255095059052046,0.9397333898636578,138.0
CLN6,Rest,0.2251970810366549,,10.0
ILVBL,Rest,0.2249201235935013,-0.2660999574284874,26.0
SLC35A3,Rest,0.2247439110443134,,8.0
NDUFC2,Rest,0.2245531863520026,,7.0
TGFB1,Rest,0.2243399880202409,,8.0
VKORC1L1,Rest,0.2242618093586656,,7.0
KIAA2013,Rest,0.2242186031526877,,3.0
DAG1,Rest,0.2235656694127387,,14.0
CDC14A,Rest,0.2233069874080983,,12.0
ZNF620,Rest,0.2231404813322339,,4.0
HNRNPA0,Rest,0.2226827989325872,,13.0
NDUFAF8,Rest,0.2221237075210803,,5.0
PEX19,Rest,0.2217546034040285,,15.0
RTN3,Rest,0.2211573842438484,,11.0
MGRN1,Rest,0.221070423970087,,11.0
TP53,Rest,0.2206428202738883,0.6873252136612411,626.0
TNIP2,Rest,0.2205940743508381,,5.0
TRIM5,Rest,0.220510423386831,,8.0
SMAD4,Rest,0.220234568577157,0.5369367137329146,66.0
SHOC2,Rest,0.2200339518405697,,98.0
TRIM56,Rest,0.2198959462045245,,6.0
NAF1,Rest,0.2194317623280703,0.3176969519906274,62.0
IDH3G,Rest,0.2194046771544004,,21.0
TMEM138,Rest,0.2193956920005872,,13.0
PUS1,Rest,0.2193672601311331,,26.0
MSL1,Rest,0.2190570761753932,,19.0
FBXW2,Rest,0.2188270699355629,,27.0
ITPR2,Rest,0.2184483518112936,,3.0
TMBIM4,Rest,0.2179875964966904,,5.0
DDX39B,Rest,0.2178308000112387,,12.0
CHMP2B,Rest,0.2177638908927942,,3.0
GSTK1,Rest,0.2177608305218333,,5.0
DHCR24,Rest,0.2177173910760653,,15.0
YWHAE,Rest,0.2176611498831109,,6.0
GALC,Rest,0.2173036553734672,,11.0
ZBTB7A,Rest,0.2169306314205323,0.4721729023519629,198.0
SLC12A2,Rest,0.2159515651885153,,14.0
MAPKAPK5,Rest,0.2158598830113045,,5.0
PAICS,Rest,0.2157104875135986,,18.0
MRRF,Rest,0.2156310684048492,,76.0
PEAK1,Rest,0.2151612337591645,,30.0
NUDT16L1,Rest,0.2150346874666557,,16.0
SPART,Rest,0.2146310396896713,,6.0
VAMP7,Rest,0.2141985027772117,,52.0
RAD54L,Rest,0.2141401255534332,,4.0
STK25,Rest,0.2140662416971516,-0.0743335894250324,26.0
FAM120A,Rest,0.2138182579746711,0.7782636301060725,44.0
SRSF4,Rest,0.2137137113940419,,21.0
ANKRD11,Rest,0.2136785339943218,,65.0
MT1X,Rest,0.2136654909906706,,5.0
DHRS3,Rest,0.2135944328353088,,6.0
SLC25A37,Rest,0.213456364710699,,24.0
NFU1,Rest,0.2133767563757853,,59.0
MATK,Rest,0.2133271826182518,,16.0
FUCA1,Rest,0.2128378345919006,,7.0
DIDO1,Rest,0.2127645933744133,,14.0
ZNF691,Rest,0.2125698718559781,,14.0
STARD3NL,Rest,0.2110313693386671,,14.0
RNPEPL1,Rest,0.2105852039624293,,20.0
OTUD7B,Rest,0.2101572815742271,,12.0
IKBKE,Rest,0.210111698599819,,11.0
APOOL,Rest,0.2097788144408157,,3.0
CORO1B,Rest,0.2092841329983854,,14.0
SHPK,Rest,0.2090970418516507,,3.0
NFKB1,Rest,0.2090778686185378,0.2395221061468925,64.0
USP13,Rest,0.2090694701963523,0.4050936495403145,32.0
UAP1,Rest,0.2090403921718875,,7.0
MAPK1IP1L,Rest,0.2089514355601268,,3.0
ADIPOR2,Rest,0.2086230964151934,,7.0
PHF14,Rest,0.2083913446792423,,17.0
TRAP1,Rest,0.2081603931263818,,7.0
BATF,Rest,0.2079599504670584,0.2354766071203523,107.0
SLC41A3,Rest,0.2078043134651988,,16.0
KLHL17,Rest,0.207727177557253,,6.0
JMJD6,Rest,0.2075143140404118,,7.0
NOMO1,Rest,0.2074853271285349,,15.0
RBM45,Rest,0.2073162121652531,,9.0
KIF18A,Rest,0.2072139998776296,,6.0
PDHA1,Rest,0.2072117982478666,,29.0
IFT20,Rest,0.2070977491771959,,6.0
ALG13,Rest,0.2068059003520845,0.6065772523247165,40.0
YME1L1,Rest,0.2067669937617031,,27.0
MAPKAPK2,Rest,0.2067649486165593,,7.0
HPRT1,Rest,0.2065076172907554,0.0498773588177523,19.0
EARS2,Rest,0.2064907239696234,0.3334574868358039,112.0
ECI2,Rest,0.2063761798256193,,14.0
WDR44,Rest,0.2062400269887911,0.4592832202187131,37.0
TRMT10A,Rest,0.2062291446843054,,52.0
MYD88,Rest,0.2056390404480814,,7.0
DEK,Rest,0.2055856197562126,0.070890741558699,69.0
CHURC1,Rest,0.2055631152791102,0.0189167835382496,32.0
AP3B1,Rest,0.2054820690122007,,6.0
CARHSP1,Rest,0.2054230969824785,,3.0
TRADD,Rest,0.2053265181736917,,15.0
BABAM1,Rest,0.2050461367236486,,7.0
BAD,Rest,0.2048690738443902,,15.0
AGPS,Rest,0.204867897244278,,5.0
SMARCAD1,Rest,0.204563650791804,,14.0
ATG5,Rest,0.2044872509284965,,11.0
CENPV,Rest,0.2043645847583267,,15.0
STAMBP,Rest,0.2043261407670502,,11.0
TAP2,Rest,0.204237499218379,,6.0
ENO2,Rest,0.204227657264177,,11.0
SNX10,Rest,0.2041220597478754,,10.0
ITSN2,Rest,0.2033486127391894,,7.0
CD151,Rest,0.2032445667938488,,6.0
UBE2L3,Rest,0.2032379593606718,0.3890509662065647,955.0
GFM2,Rest,0.2015222698397802,,27.0
BTG2,Rest,0.2010166121479345,,7.0
LONP2,Rest,0.2009921766238471,,5.0
ZNF696,Rest,0.2009233677914891,,53.0
DOK4,Rest,0.2008148145233049,,12.0
FAM136A,Rest,0.2007554574945173,,8.0
MKNK1,Rest,0.2007467815068508,,5.0
HDAC8,Rest,0.2006518050763622,,19.0
TDG,Rest,0.2005580905223523,,7.0
AIMP1,Rest,0.2005511042822253,,28.0
TMEM9,Rest,0.2004771975865214,,20.0
ZNF43,Rest,0.200469303775069,-0.1718974691840896,35.0
GNG10,Rest,0.2003735584459789,,6.0
ZFP14,Rest,0.2002648941248246,,18.0
NTAN1,Rest,0.2001445235265981,,4.0
PDZD11,Rest,0.2000939410645224,,8.0
CTSB,Rest,0.1999811151259925,,7.0
CIR1,Rest,0.1998732073567516,0.8912681305735992,31.0
PMAIP1,Rest,0.1987269160688993,,14.0
MFSD12,Rest,0.1986895983142854,,5.0
LIX1L,Rest,0.1984168756916344,,5.0
CERK,Rest,0.1983096377769976,,18.0
EHBP1L1,Rest,0.1981224640433756,,20.0
SMYD3,Rest,0.1980786925746582,,24.0
TSTA3,Rest,0.1979422524359098,,12.0
RABAC1,Rest,0.197824715803896,,11.0
GRHPR,Rest,0.1974079335206581,,14.0
CCNE1,Rest,0.1973959943836155,,4.0
XPNPEP1,Rest,0.1973235493670732,,28.0
BET1L,Rest,0.1971538152581414,,8.0
PPP1R37,Rest,0.1969922658345136,,13.0
FAM53B,Rest,0.1969254549445637,,13.0
TMEM50A,Rest,0.1967509156015925,,6.0
TRPC4AP,Rest,0.1966863668594715,,14.0
KIF15,Rest,0.1962556295838443,,12.0
CLIC4,Rest,0.1959998456760864,,10.0
SH2B1,Rest,0.1959725850935524,,4.0
GTPBP1,Rest,0.1956583217782809,,4.0
CD53,Rest,0.1952756727724879,,18.0
KIAA1143,Rest,0.1946774134166056,,8.0
NIN,Rest,0.1945829921669461,,15.0
WDR54,Rest,0.1944978688744933,,81.0
XPO4,Rest,0.1944708554285494,,13.0
VRK1,Rest,0.1944674587846052,,5.0
ZNF706,Rest,0.1944522067756596,,35.0
ACAT1,Rest,0.1941685406030749,,14.0
GNAI3,Rest,0.1935716448637295,,21.0
MRS2,Rest,0.1934905234620149,,37.0
FRYL,Rest,0.1933125281511973,,15.0
PARP12,Rest,0.1932876769091348,,10.0
TMEM161B,Rest,0.1930739181149982,,6.0
RBM7,Rest,0.1922953018027058,,25.0
TMEM203,Rest,0.1918047272244983,,7.0
UBE2Q1,Rest,0.191794823181145,,8.0
MRI1,Rest,0.1911147227966634,,5.0
MTRF1L,Rest,0.1908918380763234,,14.0
DNAJC3,Rest,0.1906159147627115,0.5493773288066182,65.0
UBR3,Rest,0.1906095906211257,,9.0
CD47,Rest,0.1905235660766015,,3.0
MYO19,Rest,0.1904506552227731,,14.0
EIF2AK3,Rest,0.190345639903286,,4.0
REEP4,Rest,0.1902800060595625,,8.0
RHEBL1,Rest,0.1900113484665532,,18.0
SDR39U1,Rest,0.1898506870739788,,8.0
SLC48A1,Rest,0.1895523150962627,,6.0
SLC25A46,Rest,0.189497059438954,,5.0
PPARGC1B,Rest,0.1887558451993665,,15.0
NAB1,Rest,0.1886832506063814,,3.0
PEX14,Rest,0.1885656470621764,,8.0
SNX14,Rest,0.1885124390988861,,9.0
FOXRED2,Rest,0.1885085795183212,,12.0
LY6E,Rest,0.1884726045402369,,3.0
KCTD2,Rest,0.1879839995970429,,9.0
HNRNPAB,Rest,0.1879549687760207,,20.0
TMX2,Rest,0.1873356696466096,0.2516197713229441,50.0
ZC3H7B,Rest,0.1871081479705587,,11.0
FARP2,Rest,0.1869554296120264,,4.0
WDFY1,Rest,0.186667727744454,,62.0
ZNF644,Rest,0.186292590705873,0.4648157254848702,190.0
MAP2K3,Rest,0.186165870019236,,10.0
UBE2G1,Rest,0.1861626937907623,,14.0
C15orf61,Rest,0.1858382659874516,,8.0
AKT2,Rest,0.1857981526829714,,28.0
ACOT8,Rest,0.1856447805267768,,22.0
MAP2K1,Rest,0.185631831305057,,5.0
TSR3,Rest,0.1854939087935809,,11.0
UBE2N,Rest,0.1853252755413608,0.2162656746964108,33.0
VPS35L,Rest,0.1849474508877997,,3.0
JMJD1C,Rest,0.1843985653714058,,22.0
CCDC14,Rest,0.1840310981708336,,3.0
CMSS1,Rest,0.1838453664562597,,6.0
MGAT2,Rest,0.183665090930853,,5.0
RBAK,Rest,0.1833554197385413,,8.0
DPP8,Rest,0.1833172732273799,,3.0
TRMT6,Rest,0.1832344751694106,,45.0
BTBD10,Rest,0.1825850506653368,,6.0
ZMYM6,Rest,0.1816888670482681,,6.0
RNF10,Rest,0.1814728046093951,,6.0
PTS,Rest,0.1814145599784805,,5.0
TMEM241,Rest,0.1813181468952657,,5.0
TRIM37,Rest,0.1810142654695237,,5.0
NSFL1C,Rest,0.1806131171300126,,12.0
JMJD8,Rest,0.1803647518789282,,9.0
SGSH,Rest,0.1803276937433565,,24.0
VKORC1,Rest,0.1801282776566614,,21.0
HSPB1,Rest,0.1799320122333077,,13.0
AIMP2,Rest,0.1798083353416209,,10.0
NECAP2,Rest,0.1797315086169438,,15.0
PRKCB,Rest,0.1795875066399968,,11.0
ST3GAL2,Rest,0.1795624073830802,,14.0
VAMP8,Rest,0.178732117390153,,4.0
UNC119,Rest,0.1787105392898345,,7.0
YIF1B,Rest,0.1782608663930968,,6.0
CCDC138,Rest,0.1779788141612313,0.1219838176798051,86.0
APOBEC3G,Rest,0.1774557702517605,0.2610948269977852,18.0
ACOT13,Rest,0.1771086049099803,,4.0
MTHFD1L,Rest,0.1765819390897112,,21.0
CDC42SE1,Rest,0.1761808763153536,,8.0
CAMK1,Rest,0.1760518944585152,-0.1179742167706943,23.0
KCTD13,Rest,0.1750872018664775,,5.0
JKAMP,Rest,0.1749092319196966,,9.0
SLC37A1,Rest,0.1745586618980212,,11.0
PIEZO1,Rest,0.1740177799037114,,4.0
ASF1A,Rest,0.1739195123797214,,17.0
LRRC58,Rest,0.1738426318899655,,12.0
PDCD4,Rest,0.1734051896316998,,9.0
OTUD5,Rest,0.1733715502601415,,17.0
PLEC,Rest,0.1732613479362843,,18.0
NLRP1,Rest,0.1730863237660653,,8.0
ALDH1B1,Rest,0.1728476431827486,,38.0
FABP5,Rest,0.172671749358171,,5.0
CYB5A,Rest,0.1724692330496608,,12.0
SMARCC2,Rest,0.1724278475675332,,23.0
HERPUD1,Rest,0.1722398281423098,,5.0
MSH6,Rest,0.1719148623688242,,10.0
BFAR,Rest,0.1717967805879376,,8.0
URGCP,Rest,0.1716055701980839,,10.0
MINPP1,Rest,0.1713457763097745,,3.0
DNAJC19,Rest,0.1712888022317358,,20.0
ATP9B,Rest,0.1712026785221484,,12.0
CSPP1,Rest,0.1711479908223739,,6.0
ZFP82,Rest,0.1709918590086824,,55.0
DPH7,Rest,0.1708784735147799,,61.0
MAGED2,Rest,0.1708314921792228,,9.0
RNF166,Rest,0.1704782030573489,,14.0
ARMCX3,Rest,0.1703973881316228,,9.0
TXNIP,Rest,0.170256939982228,,71.0
TMEM115,Rest,0.1700244208498444,,8.0
IRGQ,Rest,0.1699850725905778,,26.0
CAMKMT,Rest,0.169860397114314,,7.0
STK16,Rest,0.1698192811817576,,8.0
RNF146,Rest,0.1697760464840235,,11.0
MIB1,Rest,0.169671502446746,,33.0
SLC15A4,Rest,0.1692423897639011,,5.0
PPM1F,Rest,0.1691207959790041,,57.0
CISD1,Rest,0.1689673317789683,-0.1494521111499493,31.0
GIPC1,Rest,0.1688544116506204,,12.0
SH3KBP1,Rest,0.1678391483505446,,6.0
BAZ2A,Rest,0.1662346451523542,,6.0
ZFYVE27,Rest,0.1661451652483999,,11.0
CALM2,Rest,0.1661346555838148,,8.0
RABEP2,Rest,0.166110793982825,,5.0
PSAT1,Rest,0.1659828836520392,,8.0
SCRIB,Rest,0.1659588977896221,,16.0
NPRL2,Rest,0.1658961676844628,,11.0
FBXO8,Rest,0.1658191321455443,,4.0
SLC35A1,Rest,0.1654176001519417,,29.0
FNIP1,Rest,0.1651840562602648,,11.0
PDK2,Rest,0.1649917550716732,,6.0
SETDB2,Rest,0.1643622931997055,,7.0
SELENOF,Rest,0.164152305101875,,14.0
ZKSCAN5,Rest,0.1639544565519932,,8.0
UBQLN4,Rest,0.1638334520488026,,15.0
DLGAP5,Rest,0.1634810022979766,,17.0
BRCC3,Rest,0.1634461299189741,,10.0
POMT1,Rest,0.1630034230794375,,7.0
CIRBP,Rest,0.1629205641939568,,3.0
MYH9,Rest,0.1628403339009021,-0.2586009420709431,39.0
PXMP4,Rest,0.1619331683109765,-0.0360577868344555,83.0
IFT80,Rest,0.1618622202717565,,3.0
CAT,Rest,0.1617986731190033,,7.0
KLF12,Rest,0.1616175025823328,,5.0
SP140L,Rest,0.1615433935603813,0.3900161328407779,61.0
ZNF546,Rest,0.1612819816573032,,6.0
C6orf120,Rest,0.1612200504060313,,32.0
IRF7,Rest,0.1608505224818563,,7.0
UHMK1,Rest,0.160451934302943,,4.0
TBC1D10A,Rest,0.1596680474393504,-0.0338136870861055,25.0
TTPAL,Rest,0.1592173367119489,,4.0
XPO7,Rest,0.1590877153409365,,15.0
PPIF,Rest,0.1588405409036332,0.1310805857015876,20.0
HMGN4,Rest,0.1587267818399864,,62.0
GGA1,Rest,0.1585344075307883,,8.0
YIPF5,Rest,0.1579178635108374,,6.0
RCCD1,Rest,0.1577492734666884,,18.0
ZNF253,Rest,0.1574367077023754,,11.0
PPARA,Rest,0.1566305088526199,,26.0
GPR108,Rest,0.1560761525607283,,19.0
C4orf48,Rest,0.155278084353323,,18.0
KIF9,Rest,0.1548653321266294,,16.0
SGTB,Rest,0.1541775793395103,,5.0
BHLHE40,Rest,0.1541463654490782,0.7066525315836579,454.0
CAPNS1,Rest,0.1537249647853531,,5.0
ANO6,Rest,0.1530169422157886,,7.0
GMFB,Rest,0.1527362410829514,,6.0
OXR1,Rest,0.1522127235436081,,9.0
SRSF11,Rest,0.1520491979616014,-0.0104652747681525,61.0
QKI,Rest,0.1516754437034368,,7.0
C15orf40,Rest,0.150956470136453,,8.0
HIF1A,Rest,0.150321974762283,,7.0
ANAPC7,Rest,0.1502490882495802,,14.0
HTRA2,Rest,0.1502117548762569,,28.0
SELENOS,Rest,0.1499164478573342,,10.0
FTO,Rest,0.1496308302630226,,37.0
PIK3CA,Rest,0.1495034345828711,,9.0
ZNF736,Rest,0.14944330099601,,9.0
TOR1AIP2,Rest,0.1487399466348034,,8.0
CYBA,Rest,0.1485243748705849,,5.0
COX6B1,Rest,0.1482566729281901,0.0839098303115436,42.0
NUDT1,Rest,0.1471879361757531,,10.0
ZNF227,Rest,0.1471590829971575,,4.0
KDM4A,Rest,0.1466090162043041,0.1288182611315257,44.0
SMARCB1,Rest,0.1460407419942971,0.597225608993055,669.0
FAM241A,Rest,0.1458932405504617,,21.0
NIPA1,Rest,0.1457369170719024,,12.0
SLC35F2,Rest,0.1449799274453476,,14.0
VDAC3,Rest,0.1437874409217202,,12.0
DYNLT3,Rest,0.1433743171894127,,3.0
ZNF692,Rest,0.1428837381451222,,11.0
JMJD4,Rest,0.1427801616188009,,3.0
ZNF354A,Rest,0.1418206837994587,,6.0
SNX12,Rest,0.1416177675170719,,5.0
IDH3B,Rest,0.1407769903562047,,11.0
N4BP2L2,Rest,0.1407162186720077,,4.0
IAH1,Rest,0.1396514511873698,,10.0
CEP170,Rest,0.1394210308907995,,4.0
STRN3,Rest,0.138853334306949,,5.0
APOBR,Rest,0.1383376758394994,,9.0
HDGF,Rest,0.1379905876436065,,12.0
GOLIM4,Rest,0.1376199551192819,,27.0
VAPB,Rest,0.1375332836404822,,20.0
ATP5MG,Rest,0.1373544310909716,,36.0
ZNF473,Rest,0.137190118982855,,6.0
STAM,Rest,0.1371870984208587,,12.0
REEP5,Rest,0.1367545360776804,,16.0
C19orf47,Rest,0.1367102256597191,,10.0
KPNA5,Rest,0.1365257386200848,,9.0
PTPN11,Rest,0.1354830013168858,,34.0
CD320,Rest,0.1352888674717834,,6.0
TPP1,Rest,0.1352528365238067,,4.0
CRIM1,Rest,0.1350413458580919,,17.0
ERCC5,Rest,0.1347864623586823,,4.0
FYN,Rest,0.1345511758700406,,7.0
KLF10,Rest,0.1338124217126657,-0.2627285922670678,40.0
ZSWIM7,Rest,0.1329423136703418,,35.0
TP53BP1,Rest,0.1328833144042854,,15.0
PPP2R3C,Rest,0.1311419318436277,,30.0
USP32,Rest,0.1310690321363034,,4.0
DRAM1,Rest,0.1308618485969183,,8.0
FIZ1,Rest,0.1307932215362175,,4.0
TWSG1,Rest,0.1307129811006955,,7.0
TCF7,Rest,0.1305027498364339,,4.0
STAT5A,Rest,0.129829754530461,,45.0
PDLIM1,Rest,0.1293901065735373,,14.0
WDR26,Rest,0.1284018230776675,-0.0700410231110069,19.0
GYPC,Rest,0.1271901207214654,0.5291978771501373,52.0
ANP32A,Rest,0.1271640569515713,,7.0
TCHP,Rest,0.1262406415036554,,11.0
EID1,Rest,0.1259333270297598,,9.0
ACOX1,Rest,0.1255346395617351,,28.0
MEX3C,Rest,0.1254433620668521,,4.0
HIST2H2BE,Rest,0.1254048051684581,,8.0
KAT6B,Rest,0.1248869418539932,,3.0
SPTLC1,Rest,0.1247775212802326,,19.0
CCDC34,Rest,0.1244654635202089,,5.0
PCLAF,Rest,0.1241219438882971,,7.0
MOB1A,Rest,0.1241135182307377,0.3866331949481789,47.0
TSC22D2,Rest,0.1237602042643982,-0.0125286424064206,9.0
AMBRA1,Rest,0.1227293265797,,61.0
PLEKHB2,Rest,0.1223649025457739,,7.0
ZNF430,Rest,0.1221582771119521,,28.0
RBM4B,Rest,0.122030309737666,,4.0
METTL22,Rest,0.1217588710672707,,10.0
ACAD10,Rest,0.1217004487677039,,41.0
HK1,Rest,0.1216655663279999,,23.0
IGFLR1,Rest,0.1210556943405377,,5.0
REPIN1,Rest,0.1208989160189498,,11.0
ZNF512,Rest,0.1208170335504863,,3.0
IFT88,Rest,0.1207346865731361,,3.0
LETMD1,Rest,0.1193853732439158,,3.0
NFATC2IP,Rest,0.1177929200836359,-0.4905307677617196,31.0
RASSF1,Rest,0.1177886711249075,,10.0
GFOD2,Rest,0.116498945724068,,23.0
APRT,Rest,0.1164416714342176,,4.0
CLN5,Rest,0.1157843084037715,,22.0
CDKN3,Rest,0.1157001038952778,,11.0
C5orf51,Rest,0.1149528128593405,,5.0
METTL26,Rest,0.1148247058970172,,13.0
ERF,Rest,0.1146032157916522,-0.0360352405536868,13.0
SLC25A44,Rest,0.1137068090635159,,7.0
ABHD5,Rest,0.1136665398046787,,7.0
ARFGEF1,Rest,0.1134453476203614,,19.0
PPM1A,Rest,0.1130501549715726,,5.0
CLEC16A,Rest,0.1127880038360514,,6.0
ANKRD40,Rest,0.1122537827776142,0.572009692219786,44.0
RNF130,Rest,0.1121954315964846,,27.0
UBAP2,Rest,0.1120960888203111,,3.0
SHISA5,Rest,0.1116693099775241,,4.0
FAM210B,Rest,0.1111477663717192,,23.0
SEC24D,Rest,0.1106365311542188,,4.0
FUT8,Rest,0.1099475016745633,,4.0
UBE2W,Rest,0.109286951384051,,6.0
PYGB,Rest,0.1073067746682628,,4.0
ANAPC15,Rest,0.1068345871742808,,3.0
SMIM29,Rest,0.1063957510042281,,19.0
GTF2I,Rest,0.1063319376861996,,25.0
ZNF394,Rest,0.1055003228619471,,30.0
TCF12,Rest,0.1052174115820884,,6.0
METTL8,Rest,0.1048467675702247,,30.0
NAP1L4,Rest,0.1042771176407372,,6.0
TM2D2,Rest,0.1034268158349228,,16.0
LMF2,Rest,0.1033348227699331,,8.0
SSR4,Rest,0.1027603557712655,,33.0
PURA,Rest,0.1024484701555662,,8.0
DUSP23,Rest,0.1014817040764841,,13.0
PGBD2,Rest,0.1011610463228206,,10.0
LSM1,Rest,0.1008195112483688,,3.0
MTFR1,Rest,0.0987534703265478,,20.0
CLOCK,Rest,0.0986823749878914,,8.0
KIAA0319L,Rest,0.0979073798716634,,9.0
TDP1,Rest,0.0978126397830994,,6.0
TUBA1C,Rest,0.0976243508953623,,16.0
ELMOD2,Rest,0.09713882646063,,7.0
SH3GL1,Rest,0.0963081223375046,0.6986179824954638,66.0
RASA3,Rest,0.096054594728854,,38.0
DAAM1,Rest,0.0960228705588313,,13.0
TYW5,Rest,0.0957257962925811,,4.0
ATOX1,Rest,0.0956866957338015,,8.0
ARL6IP6,Rest,0.0956548273393281,,18.0
RFXANK,Rest,0.0952246318775885,,4.0
RBM23,Rest,0.0951421245102993,,14.0
ATP2C1,Rest,0.0951226719991418,,11.0
NF1,Rest,0.0948538068626392,,4.0
EZR,Rest,0.0927073796275889,,8.0
DYNC2LI1,Rest,0.0921789320924301,,8.0
SHLD2,Rest,0.092082989607911,,14.0
PIGW,Rest,0.091508547887468,,16.0
ACOT9,Rest,0.091172294996155,,5.0
ERP29,Rest,0.0910350939033678,,10.0
CDK5RAP1,Rest,0.0903487395473028,,9.0
ENGASE,Rest,0.0895583882104257,,23.0
HAT1,Rest,0.089181869601054,,15.0
SGPL1,Rest,0.0889828918433518,,9.0
DDI2,Rest,0.0887567245861545,,48.0
CCNL1,Rest,0.0882913931640788,,23.0
SRSF8,Rest,0.08712538378632,,19.0
CLCN6,Rest,0.0858189634948243,,3.0
PTTG1IP,Rest,0.0853536079336994,,8.0
JUN,Rest,0.0849249407771961,,6.0
TRPV2,Rest,0.0841984073710929,,20.0
FKBP11,Rest,0.0804040745805854,,13.0
TMEM150A,Rest,0.0800312962778232,,11.0
GPANK1,Rest,0.0799042851652107,,8.0
GSTO1,Rest,0.079505823506872,,16.0
ZNF771,Rest,0.0794469218504114,,9.0
GADD45A,Rest,0.0788639650017313,,13.0
ZNF184,Rest,0.0782112670065361,,7.0
IRF2BP1,Rest,0.0771325858887822,0.2238487989818867,51.0
ITPR3,Rest,0.0767770111916694,,8.0
ATG2A,Rest,0.0758992966830594,,12.0
PARP4,Rest,0.0755523652504113,,5.0
GCLM,Rest,0.0732462260686439,,9.0
CEBPB,Rest,0.0719801898825806,,22.0
XYLB,Rest,0.0713650582770832,,5.0
DLGAP4,Rest,0.0690324673071187,,6.0
PCMT1,Rest,0.0665159223586149,,10.0
SNAP47,Rest,0.0660382399825821,,6.0
ZNF75D,Rest,0.0652307835181128,,5.0
DEGS1,Rest,0.0642395908814228,,78.0
MTMR12,Rest,0.0638057362241571,,4.0
CLASP2,Rest,0.0636953682444211,,10.0
PPP1R12A,Rest,0.0612909135916917,0.0614564085837122,55.0
NCK1,Rest,0.0605508411453164,,19.0
ATP6V0E1,Rest,0.0580036680994717,,15.0
ITPKC,Rest,0.0578161090561908,,10.0
RAD23B,Rest,0.0566965195304209,,5.0
IKBIP,Rest,0.0524317463348393,,9.0
DVL1,Rest,0.0447329015558895,0.4651659884925747,5.0
TRIM59,Rest,0.0424145062834719,,8.0
FASTK,Rest,0.0361157968599777,,8.0
GNPDA1,Rest,0.0334822820607919,,6.0
MTHFR,Rest,0.0314940872683818,,3.0
SPN,Rest,0.027035263029702,,6.0
SOS1,Rest,0.0179591213891225,,18.0
SLC19A2,Rest,0.0168931583774166,,11.0
GAB3,Rest,0.0107119530156297,,10.0
SNX27,Rest,-0.0007213694419315,,4.0
TRIM14,Rest,-0.148711904009517,0.7568314282770112,29.0
STOML2,Rest,-0.1839154629212608,,3.0
SLC30A1,Stim8hr,0.9286371623677284,,23.0
PROSER1,Stim8hr,0.8173272269085458,,46.0
C2orf76,Stim8hr,0.8039981441051866,,7.0
CASC3,Stim8hr,0.7761464475049417,0.4784391303588771,719.0
SMG7,Stim8hr,0.7662003348425722,0.4667197737849052,763.0
RMDN1,Stim8hr,0.7609029192141896,,9.0
DCAF17,Stim8hr,0.7422131518315285,,3.0
OPN3,Stim8hr,0.7342809124919154,,12.0
MLH1,Stim8hr,0.7205339703198632,,5.0
SREBF2,Stim8hr,0.718990264793679,,30.0
FOXN2,Stim8hr,0.711215365305009,0.7037557979402719,208.0
PTDSS2,Stim8hr,0.7107058146085481,0.3013810947404421,79.0
ACAD8,Stim8hr,0.7101093512169847,,4.0
KCTD9,Stim8hr,0.7090428652036868,,14.0
INTS13,Stim8hr,0.7059454799127463,0.3666358145675685,455.0
ZFC3H1,Stim8hr,0.704958409779154,0.5631850807704792,239.0
CDKN2AIP,Stim8hr,0.7044920002094065,0.552845375971873,121.0
CRYZ,Stim8hr,0.702077387999204,,6.0
THAP11,Stim8hr,0.6945190095414647,0.5030363536879868,528.0
SMG8,Stim8hr,0.6940554444571078,0.627272252161083,547.0
UBE2G2,Stim8hr,0.6908827617882007,0.1216959158919938,151.0
CCDC18,Stim8hr,0.6896374596282766,,6.0
UBR5,Stim8hr,0.685083070774048,0.678105138485433,811.0
SCAF8,Stim8hr,0.6782126954257757,0.541499929137353,88.0
