gene,condition,k562_logfc_r,k562_donor_corr_mean,n_degs_mash
FEM1B,Stim8hr,0.2893644812248913,,7.0
CMTM6,Stim8hr,0.2890718972655566,,16.0
RNH1,Stim8hr,0.2885804974619197,,10.0
TCTA,Stim8hr,0.2885378307855903,,15.0
ACTR2,Stim8hr,0.2885346257228057,0.5691382980639496,119.0
DENND5A,Stim8hr,0.288486327650647,,7.0
PSIP1,Stim8hr,0.2882445456714051,0.6201890947825723,139.0
CSNK1D,Stim8hr,0.2881916750815818,,22.0
ENOPH1,Stim8hr,0.2880591574696118,,11.0
SHOC2,Stim8hr,0.2877307690068387,0.5026820432777862,188.0
ELOB,Stim8hr,0.2877268826059481,0.5712293987490485,1016.0
NAPEPLD,Stim8hr,0.2875640806666765,,5.0
PRKX,Stim8hr,0.2875513333684386,,7.0
MON1A,Stim8hr,0.2873724761521264,,30.0
FCHO1,Stim8hr,0.2873075395832122,,31.0
SFT2D3,Stim8hr,0.2866156592894901,,39.0
CHP1,Stim8hr,0.2865572572185693,,14.0
U2AF1L4,Stim8hr,0.2864774133146387,,11.0
PINK1,Stim8hr,0.2863199958861293,,5.0
CDK6,Stim8hr,0.286108361594212,,4.0
TLK1,Stim8hr,0.286107185111059,,13.0
STXBP2,Stim8hr,0.285843952161029,,5.0
ACAA2,Stim8hr,0.2858315437501469,,7.0
SCAND1,Stim8hr,0.2856298303700474,,8.0
TES,Stim8hr,0.2849389305360123,,9.0
ZNF544,Stim8hr,0.2848921366639431,,7.0
FLII,Stim8hr,0.2848062503133303,,17.0
SKIL,Stim8hr,0.284767959680797,,4.0
CCDC47,Stim8hr,0.2847275815569438,,25.0
RNF157,Stim8hr,0.2845730941421658,,15.0
SDCCAG8,Stim8hr,0.2844629808843643,,24.0
HSPB11,Stim8hr,0.2842718832133395,0.4244370613714365,35.0
PLBD2,Stim8hr,0.2841449763710854,,10.0
ELAC1,Stim8hr,0.2840257658860187,,7.0
NDUFB6,Stim8hr,0.2840026768092411,,26.0
FLI1,Stim8hr,0.2836586559804654,0.5708578267043165,105.0
BIVM,Stim8hr,0.2835780513864775,,27.0
PPP1R37,Stim8hr,0.2833260733049068,,16.0
GALK2,Stim8hr,0.2833150415810572,0.0391237760310877,41.0
RNF114,Stim8hr,0.2833100295130923,,9.0
ZNF337,Stim8hr,0.2831886146936709,,6.0
MAPK3,Stim8hr,0.2831380869309267,,6.0
ZNF512B,Stim8hr,0.2831126376837724,,30.0
ZNF182,Stim8hr,0.2831079093624635,,4.0
SGO2,Stim8hr,0.282967287638395,,9.0
MKNK2,Stim8hr,0.2824708278445822,,7.0
NDUFS2,Stim8hr,0.2823808321240836,,84.0
FAM219B,Stim8hr,0.2820991059227289,,36.0
RAB5IF,Stim8hr,0.281886545369521,,16.0
VCL,Stim8hr,0.2816600546097969,,20.0
COMMD1,Stim8hr,0.2815581685320438,,36.0
CTSC,Stim8hr,0.2815566928125788,,18.0
AP3D1,Stim8hr,0.2813231652782985,,9.0
SUMF2,Stim8hr,0.2812771190136985,,13.0
AGGF1,Stim8hr,0.2812368376318473,,10.0
PRPSAP2,Stim8hr,0.2804815259276017,,7.0
DAZAP1,Stim8hr,0.2804601773402169,,21.0
LIMK2,Stim8hr,0.2804143053614424,,15.0
DHX30,Stim8hr,0.2801404028752166,,46.0
TM9SF3,Stim8hr,0.2801216042054598,0.7827390667210579,36.0
DENND2D,Stim8hr,0.2798008412656343,,27.0
TRMT2B,Stim8hr,0.2791216092473768,,9.0
SNTB2,Stim8hr,0.2789584933370355,,16.0
CCNG1,Stim8hr,0.2789184307593259,,9.0
C18orf25,Stim8hr,0.2784449288458483,,47.0
HMGXB4,Stim8hr,0.2783597195262962,0.7712062316116707,48.0
ICK,Stim8hr,0.2780956468556668,-0.0278336830146821,61.0
PDHA1,Stim8hr,0.2778949999301654,,32.0
ZNF706,Stim8hr,0.2778760542748771,,39.0
ARID3A,Stim8hr,0.2777196072300978,,18.0
FOXO3,Stim8hr,0.277576227454987,,26.0
UBXN11,Stim8hr,0.2774532239634656,,43.0
STK4,Stim8hr,0.2773821000947223,,8.0
NAMPT,Stim8hr,0.277339508526407,,22.0
MPV17,Stim8hr,0.2772402629788967,,5.0
P2RX4,Stim8hr,0.2771975902640172,,19.0
HMBS,Stim8hr,0.2771083422308358,-0.0264405919997867,338.0
WWP2,Stim8hr,0.2770861543144503,,3.0
IFT172,Stim8hr,0.2766013599305313,,48.0
YES1,Stim8hr,0.2765536588171263,0.4122839439965554,22.0
URM1,Stim8hr,0.276448249197789,0.6375187336948754,168.0
PHF6,Stim8hr,0.2761063909102179,,47.0
GDI1,Stim8hr,0.2760817243424772,,13.0
IDH3A,Stim8hr,0.2759014527976422,0.5060473461611138,41.0
TMEM161A,Stim8hr,0.2752330954386132,,17.0
LEMD3,Stim8hr,0.2750233611442569,,13.0
VPS39,Stim8hr,0.2746997619480466,,20.0
PYCR3,Stim8hr,0.2744986506736004,,3.0
NF2,Stim8hr,0.2743542875936713,,7.0
WDR48,Stim8hr,0.2742876225169511,0.5219008673263599,34.0
RNF214,Stim8hr,0.2741925202004297,,47.0
AK3,Stim8hr,0.2740609104530261,0.0386766603766105,157.0
TARSL2,Stim8hr,0.2740250760961619,,12.0
ZNF622,Stim8hr,0.2738887957648131,,24.0
KIF22,Stim8hr,0.2736587656989945,,17.0
DNAJC7,Stim8hr,0.2735444890295841,,8.0
MTMR4,Stim8hr,0.2734602211264844,,13.0
ARMC10,Stim8hr,0.2731009605307598,,3.0
CUL4A,Stim8hr,0.2730596206799718,,41.0
GNPAT,Stim8hr,0.2728650981525307,0.3176706140750345,22.0
KNSTRN,Stim8hr,0.2726200312385584,,5.0
TMPO,Stim8hr,0.2724423505793195,,8.0
TGFBRAP1,Stim8hr,0.2723856567016782,,22.0
MIF4GD,Stim8hr,0.2723236400007434,,22.0
RSBN1L,Stim8hr,0.2722470526123672,0.4921011813623335,91.0
ABHD12,Stim8hr,0.2720766683841423,,25.0
CRTAP,Stim8hr,0.2720272140116149,0.0925778106225229,46.0
PIBF1,Stim8hr,0.2716438807691358,0.4683246995833445,71.0
SVIP,Stim8hr,0.2716361552055468,,15.0
SKA1,Stim8hr,0.2712566618673414,,10.0
SHLD1,Stim8hr,0.2711167208145588,0.8716819171091906,322.0
TUBB4B,Stim8hr,0.2709267733138431,,24.0
ALKBH7,Stim8hr,0.2704261985766458,,11.0
ETFB,Stim8hr,0.2703094574388961,,17.0
ALDH18A1,Stim8hr,0.2702624564718213,0.7516559505281443,88.0
ILVBL,Stim8hr,0.2701634463443225,,27.0
PPIF,Stim8hr,0.2701343491369333,,23.0
TM7SF2,Stim8hr,0.2697752002561661,,4.0
MFSD6,Stim8hr,0.2697557427678708,,22.0
CITED2,Stim8hr,0.2697209237754622,,27.0
AKAP9,Stim8hr,0.2696403155439548,,4.0
ACYP1,Stim8hr,0.2691637900720741,,5.0
CEP164,Stim8hr,0.2684505557338371,,8.0
SPART,Stim8hr,0.2684107859615778,,6.0
TSTA3,Stim8hr,0.2683424639213208,,11.0
MSL1,Stim8hr,0.2683368927852853,,32.0
CISD2,Stim8hr,0.2683156342198383,,13.0
PPP4C,Stim8hr,0.2678389445682269,0.350570697794158,39.0
LRRC8C,Stim8hr,0.2676750948199413,,6.0
LGALS1,Stim8hr,0.2676056093089347,,8.0
JPT1,Stim8hr,0.2675924505254,,10.0
PIGV,Stim8hr,0.2674853160679726,,13.0
USP13,Stim8hr,0.2672251380555985,,28.0
VAMP8,Stim8hr,0.2670956503935448,,4.0
UBXN4,Stim8hr,0.2667744537699036,,5.0
AIFM1,Stim8hr,0.2666730577399895,0.7636277189755534,59.0
VRK1,Stim8hr,0.2659661142168867,,7.0
DCP1A,Stim8hr,0.2658831611867178,,37.0
FAM189B,Stim8hr,0.2658015397247608,,16.0
RHOT2,Stim8hr,0.2656770445430826,,9.0
TMEM126A,Stim8hr,0.2652989328001849,,10.0
TFB2M,Stim8hr,0.2650008455099776,,5.0
AEN,Stim8hr,0.2649956112092734,,3.0
NUB1,Stim8hr,0.2647660280356143,,6.0
JMJD6,Stim8hr,0.2645670118747092,,9.0
TATDN2,Stim8hr,0.2642004046180426,0.8076854471758432,90.0
SERINC3,Stim8hr,0.2640850208655795,,6.0
RAB8B,Stim8hr,0.263958660886291,,4.0
SEC23A,Stim8hr,0.2636913078472676,,22.0
TADA2A,Stim8hr,0.2633856937405028,0.429496791802757,59.0
DPP8,Stim8hr,0.262919275085249,,4.0
FEZ2,Stim8hr,0.2626339324709367,,8.0
C11orf49,Stim8hr,0.2623694794153603,,10.0
SWSAP1,Stim8hr,0.2620439982885258,,6.0
APBB3,Stim8hr,0.2618623899609578,,9.0
BICD1,Stim8hr,0.2617732910689382,,11.0
SELENOH,Stim8hr,0.2615477475803353,,8.0
FAM136A,Stim8hr,0.2613545384620898,,11.0
SMS,Stim8hr,0.2612638893936622,0.4434827833233472,64.0
OCIAD1,Stim8hr,0.2611800121640235,,9.0
MBD2,Stim8hr,0.2611253895786026,0.5348660511284821,148.0
PRKRA,Stim8hr,0.2609079750852292,0.5165750632502633,58.0
LRRC20,Stim8hr,0.2608192465660198,,12.0
RAB21,Stim8hr,0.2605804637456982,,102.0
TP53,Stim8hr,0.2605580785275594,0.8175977219400455,568.0
DSTYK,Stim8hr,0.2602448145007455,,20.0
CCNT2,Stim8hr,0.2602424819995386,,4.0
BICD2,Stim8hr,0.2601850426234767,,7.0
HINT3,Stim8hr,0.2601173407006757,,5.0
ZNF141,Stim8hr,0.2595474314820984,,8.0
PCNX3,Stim8hr,0.2595019065130058,0.7908783709192261,74.0
SHCBP1,Stim8hr,0.2593323624278701,,15.0
TSSC4,Stim8hr,0.2591991835363592,,12.0
C11orf58,Stim8hr,0.2589701123368491,,14.0
BRD1,Stim8hr,0.2588698431449272,0.674990564592182,95.0
MINDY3,Stim8hr,0.2585630003869608,,3.0
SEL1L3,Stim8hr,0.258372704096083,,5.0
PDLIM2,Stim8hr,0.2580593510540028,-0.1228174024020752,75.0
GPATCH11,Stim8hr,0.2579866342778441,,9.0
CCDC167,Stim8hr,0.2577750461598991,,7.0
SNAPIN,Stim8hr,0.2576795185740891,,12.0
PEAK1,Stim8hr,0.257608184474743,,30.0
ATG5,Stim8hr,0.2574695713807574,,12.0
UBLCP1,Stim8hr,0.2573294273162767,,24.0
FAM120A,Stim8hr,0.2571102848769856,,43.0
TMEM14B,Stim8hr,0.2570816249730778,,13.0
ACTR1A,Stim8hr,0.2568900025115614,,5.0
PXN,Stim8hr,0.2567281743707434,,6.0
RIC8A,Stim8hr,0.2563682662905062,,23.0
SFXN4,Stim8hr,0.2558750016237642,,17.0
ZDHHC12,Stim8hr,0.2558508774883311,,7.0
SCAF11,Stim8hr,0.2557970832332578,0.1085860374649671,37.0
NUP188,Stim8hr,0.2557543185729881,0.5538315347053012,97.0
EEF1AKMT1,Stim8hr,0.2556418183490963,,7.0
ARFGEF1,Stim8hr,0.2555723993994261,0.4597380745624231,21.0
MSI2,Stim8hr,0.2554277069173811,,47.0
CAMK1,Stim8hr,0.2552085214475195,,29.0
SLC35A3,Stim8hr,0.2551252455189937,,8.0
ERAP1,Stim8hr,0.2548643543605292,,3.0
AKAP1,Stim8hr,0.2548296592610641,,23.0
ARID3B,Stim8hr,0.2545450246991693,,24.0
CLN6,Stim8hr,0.2543713728302001,,11.0
ZNF43,Stim8hr,0.2540626270399642,0.1351823807757391,34.0
ZMAT3,Stim8hr,0.2534421274437136,,6.0
ATRX,Stim8hr,0.2530275737663384,0.6851286726983892,275.0
BRI3BP,Stim8hr,0.2530067716461551,,28.0
MRS2,Stim8hr,0.2528011365683338,,39.0
AKT2,Stim8hr,0.2523314708354908,,25.0
PHIP,Stim8hr,0.2521757288823471,,47.0
MRM2,Stim8hr,0.2517270789858531,,14.0
STARD3NL,Stim8hr,0.2515941816927637,,15.0
DVL2,Stim8hr,0.2515244917335588,,5.0
COP1,Stim8hr,0.2514114687136932,0.4959982423982885,88.0
PITPNB,Stim8hr,0.2512930987972188,,5.0
SMAD4,Stim8hr,0.2507933875150651,,57.0
MTMR9,Stim8hr,0.2506743190300864,,18.0
RLF,Stim8hr,0.2502609098753914,,29.0
STK25,Stim8hr,0.2502591439461981,0.0898295346767589,29.0
CD151,Stim8hr,0.2501845864297312,,6.0
SOD2,Stim8hr,0.2501349107700443,0.6736892838393175,43.0
EMC9,Stim8hr,0.2500804580884592,0.0943713338951713,71.0
CLU,Stim8hr,0.2500602262330476,,6.0
GAB2,Stim8hr,0.2499187461272554,,16.0
RIPK1,Stim8hr,0.2497458206305944,0.4393571393143916,117.0
SPAG5,Stim8hr,0.2496043679469607,,12.0
DNM1L,Stim8hr,0.2496008313269955,,10.0
SCLT1,Stim8hr,0.249495884329643,,17.0
APH1A,Stim8hr,0.249372982917071,,9.0
FAM117A,Stim8hr,0.2490709387724884,,7.0
TMEM50A,Stim8hr,0.2487281296117834,,3.0
GTPBP1,Stim8hr,0.2486937827329239,,4.0
CWC27,Stim8hr,0.2484060977807196,0.4325914638984828,143.0
CD3D,Stim8hr,0.2481764460685098,0.7717318145748416,1320.0
DDB2,Stim8hr,0.2479542498163099,,13.0
SELENOI,Stim8hr,0.2479268928048695,,20.0
PNPLA2,Stim8hr,0.2477775783544064,,4.0
ZHX3,Stim8hr,0.2476514681444986,,69.0
TGFB1,Stim8hr,0.2474830966263967,,9.0
SLC35B2,Stim8hr,0.2474001093134578,,16.0
SPIN1,Stim8hr,0.2473501465894451,,4.0
THAP3,Stim8hr,0.2472569547681527,,12.0
KIAA2013,Stim8hr,0.2471572760730986,,4.0
TMC6,Stim8hr,0.2469532395939246,,5.0
MTFP1,Stim8hr,0.2468917689743548,,10.0
TMX2,Stim8hr,0.2468645830272569,0.4252247702250244,55.0
EXOC6,Stim8hr,0.246816588469336,,26.0
ZBTB7A,Stim8hr,0.2466160174174068,0.2342966876570653,196.0
UAP1,Stim8hr,0.2462846753722641,,7.0
NADK,Stim8hr,0.2462066549877301,,12.0
CALM1,Stim8hr,0.246191013465344,,9.0
TPP1,Stim8hr,0.2459525017613977,,3.0
HIRIP3,Stim8hr,0.2458947691110838,0.4262908722472505,136.0
ANKRD27,Stim8hr,0.2450074101405349,,20.0
MTFR1L,Stim8hr,0.2445154962047308,,7.0
FBXO9,Stim8hr,0.2441643980723459,,7.0
SLC2A1,Stim8hr,0.2437742584379446,,79.0
TRAPPC6A,Stim8hr,0.2434357885461279,,11.0
GCLC,Stim8hr,0.2434230982692815,,18.0
SLC4A7,Stim8hr,0.2432463705874485,-0.0378625050230896,88.0
ITPR2,Stim8hr,0.2431829889516867,,3.0
UBIAD1,Stim8hr,0.2431322084003925,0.5560949616913357,58.0
CDKN2C,Stim8hr,0.2430371844912403,,11.0
ILKAP,Stim8hr,0.2430328648733789,,10.0
DYNC1LI1,Stim8hr,0.2429991396238959,,3.0
TSC22D4,Stim8hr,0.2428997100300265,,11.0
TSPAN32,Stim8hr,0.2418463898189353,,9.0
ZMYM3,Stim8hr,0.2415177686027483,,27.0
THOP1,Stim8hr,0.2414131333754615,,20.0
MTPN,Stim8hr,0.2414033566037663,,8.0
EARS2,Stim8hr,0.2413832683694041,0.5214499996992388,140.0
PCM1,Stim8hr,0.2413767512332598,,20.0
TAX1BP1,Stim8hr,0.2413037091563694,,31.0
DDX39B,Stim8hr,0.2410094797416435,,17.0
SFT2D1,Stim8hr,0.2408122110848642,,21.0
WDR54,Stim8hr,0.240591403360158,-0.0148356393375716,99.0
ECPAS,Stim8hr,0.2404595031417025,,21.0
SFXN1,Stim8hr,0.2402607392980352,0.0225855854665773,83.0
RPUSD2,Stim8hr,0.2399400323295397,,14.0
ACBD5,Stim8hr,0.2398992386488008,,19.0
PAIP2,Stim8hr,0.2397511783939952,,31.0
RBM12B,Stim8hr,0.2394832205867669,,12.0
FAM3C,Stim8hr,0.2394268423815375,0.6690523730814998,43.0
BATF,Stim8hr,0.2393744600050008,0.6060844903751618,134.0
DNAJC1,Stim8hr,0.2392686657282791,,5.0
CHMP2B,Stim8hr,0.2391189711482206,,3.0
SLC41A3,Stim8hr,0.239012810722256,,16.0
DHX34,Stim8hr,0.2384962781366867,,21.0
ATF2,Stim8hr,0.238249764560303,,16.0
OTUD7B,Stim8hr,0.2378136167393172,,13.0
SAFB,Stim8hr,0.2377361211137666,,18.0
SGSH,Stim8hr,0.2377200678991716,,26.0
TRMT61B,Stim8hr,0.2373073432479827,,12.0
ZNF414,Stim8hr,0.2372054753073363,,36.0
COX15,Stim8hr,0.2365732790750477,0.6103683908605946,88.0
IP6K2,Stim8hr,0.2363079224191377,,11.0
HYAL2,Stim8hr,0.23604069199541,,10.0
ATP5MC1,Stim8hr,0.2356871675123395,0.002305938293911,43.0
TIMM8A,Stim8hr,0.2353564687853679,,4.0
FOXRED1,Stim8hr,0.2345803276834782,,8.0
MTHFD1L,Stim8hr,0.234410416694427,0.2618690998268539,31.0
FUNDC2,Stim8hr,0.2343956665154241,0.9091158608436392,36.0
ZNF486,Stim8hr,0.2343695787586249,,15.0
SCAPER,Stim8hr,0.2340198150552912,,41.0
UBE2L3,Stim8hr,0.2339699079317535,0.2900098213902339,1021.0
VHL,Stim8hr,0.2339297576623587,0.8271606572078095,186.0
ROCK2,Stim8hr,0.2337410177752221,,9.0
HDAC2,Stim8hr,0.2336061382570121,,13.0
STAMBP,Stim8hr,0.2334876549466008,,11.0
POLD4,Stim8hr,0.2329268747920945,,10.0
ANKRD11,Stim8hr,0.2328705561016782,0.0464461430643977,81.0
B4GALT7,Stim8hr,0.2328461530568973,,24.0
TSR3,Stim8hr,0.2325145201066229,,15.0
DOK4,Stim8hr,0.2323742732020328,,12.0
AP3B1,Stim8hr,0.2323350955830395,,7.0
LZTR1,Stim8hr,0.2321771601933893,,11.0
PDZD11,Stim8hr,0.2319094387225836,,9.0
NOMO1,Stim8hr,0.231738486209536,,15.0
MGRN1,Stim8hr,0.2316878538742185,,11.0
MRRF,Stim8hr,0.2313792851067283,0.8613327947692815,74.0
DHCR7,Stim8hr,0.2310413056478283,,20.0
MYO1D,Stim8hr,0.230917329274937,,7.0
DAG1,Stim8hr,0.2309151541258599,,13.0
MAPK1IP1L,Stim8hr,0.2307249172481952,,5.0
TRIM56,Stim8hr,0.2306667686837176,,6.0
RTN3,Stim8hr,0.2301438941484559,,10.0
HNRNPA0,Stim8hr,0.2297817702854012,,15.0
ZNF552,Stim8hr,0.22975330540808,,4.0
TMEM9,Stim8hr,0.228796317948687,,21.0
TRAP1,Stim8hr,0.2286837212533626,,6.0
PAICS,Stim8hr,0.2286320228291385,,22.0
MED15,Stim8hr,0.2285769522370928,0.5381402352730243,957.0
TXNIP,Stim8hr,0.2277603201972271,0.444510209396367,76.0
GALC,Stim8hr,0.227347055731211,,11.0
DEK,Stim8hr,0.2261516023916661,-0.1370991901914067,79.0
SRSF4,Stim8hr,0.2260988769884479,,20.0
NDUFAF8,Stim8hr,0.225594530824553,,7.0
CNOT6,Stim8hr,0.225532550861277,,13.0
DNAJC3,Stim8hr,0.2251084724227253,0.3997177388711414,66.0
ADIPOR2,Stim8hr,0.225080852286324,,5.0
SNX14,Stim8hr,0.2242841949324976,,9.0
CHID1,Stim8hr,0.2240592306167632,,17.0
YWHAE,Stim8hr,0.2236503453449593,,8.0
UBE3C,Stim8hr,0.2236290985882021,,22.0
NIPBL,Stim8hr,0.2236186015680491,0.2198403658839011,194.0
TNIP2,Stim8hr,0.223564514087043,,4.0
HDAC8,Stim8hr,0.2234269417822657,,23.0
GRK2,Stim8hr,0.223271807292082,,5.0
DIDO1,Stim8hr,0.223236049793235,,14.0
ZNF620,Stim8hr,0.2232313059927687,,6.0
UBQLN4,Stim8hr,0.223074770708219,,19.0
CYB5A,Stim8hr,0.2229910923772416,,12.0
GSTK1,Stim8hr,0.222872016722066,,5.0
IKBKE,Stim8hr,0.2217394444165256,,13.0
CENPF,Stim8hr,0.221561342625822,,7.0
MT1X,Stim8hr,0.2215238702300756,,6.0
MATK,Stim8hr,0.2214574786836927,,20.0
DPH7,Stim8hr,0.2212780583152797,0.5051112163816652,62.0
AIMP1,Stim8hr,0.2212180640986132,,33.0
PTEN,Stim8hr,0.2211928721914447,0.6717203190275329,650.0
NUDT16L1,Stim8hr,0.2207819602092015,,15.0
NDUFV2,Stim8hr,0.2200719598957858,,42.0
KIF15,Stim8hr,0.2196696929399111,,12.0
REEP4,Stim8hr,0.21953956451914,,7.0
CDC42SE1,Stim8hr,0.2193035412798622,,6.0
SNX10,Stim8hr,0.2192213372617621,,10.0
APOOL,Stim8hr,0.2189116418375071,,4.0
YME1L1,Stim8hr,0.2188951838369012,,27.0
CCDC14,Stim8hr,0.2188939024986073,,3.0
CERK,Stim8hr,0.2188580903484927,,17.0
PEX19,Stim8hr,0.2186525786618071,,16.0
FUT8,Stim8hr,0.2186396585308328,,3.0
GNG10,Stim8hr,0.2185897909614199,,7.0
PDCD4,Stim8hr,0.2181447640198124,,9.0
EHBP1L1,Stim8hr,0.2180717037523014,,21.0
NTAN1,Stim8hr,0.2179118514102411,,4.0
MYO19,Stim8hr,0.2179001666830093,,15.0
MFSD12,Stim8hr,0.217880261295063,,6.0
HMGN4,Stim8hr,0.2174610463284365,,63.0
SMYD3,Stim8hr,0.2174465892149684,,24.0
IDH3G,Stim8hr,0.2171665473126426,,23.0
ZNF496,Stim8hr,0.2171179107314722,,8.0
MRI1,Stim8hr,0.21707564358338,,4.0
DHCR24,Stim8hr,0.2170734757802491,,14.0
ACAT1,Stim8hr,0.2169598135146927,,13.0
DNAJC19,Stim8hr,0.2168405997449685,,23.0
CASP6,Stim8hr,0.2163921899364351,,12.0
NUDT1,Stim8hr,0.2161869404750418,,8.0
BAD,Stim8hr,0.2161194945950287,,16.0
MYH9,Stim8hr,0.2160274860752524,-0.2660038478455808,35.0
NDUFV1,Stim8hr,0.2160032122221724,,36.0
VKORC1L1,Stim8hr,0.2158252471682827,,7.0
SLC25A37,Stim8hr,0.215794183845702,,26.0
GRHPR,Stim8hr,0.2157742635639576,,15.0
CD47,Stim8hr,0.215447271253336,,4.0
SLC48A1,Stim8hr,0.2153394739769232,,6.0
FARP2,Stim8hr,0.2153388859340544,,4.0
VAMP7,Stim8hr,0.215001476183575,,50.0
TMEM138,Stim8hr,0.2149832622956279,,12.0
MIDN,Stim8hr,0.2143918544530696,0.520122707817271,28.0
SMARCAD1,Stim8hr,0.2143353375696584,,12.0
TMEM161B,Stim8hr,0.2143304986801613,,11.0
RBAK,Stim8hr,0.2138823958589348,,9.0
REL,Stim8hr,0.2135310149645417,0.5242108554310971,28.0
CIAO1,Stim8hr,0.2134879774327407,,25.0
NFU1,Stim8hr,0.2134643171495274,,65.0
SLC2A3,Stim8hr,0.2133045502603326,,15.0
CORO1B,Stim8hr,0.2130104851184918,,13.0
NIN,Stim8hr,0.212728425567047,,15.0
RNPEPL1,Stim8hr,0.2123373753438709,,21.0
ECI2,Stim8hr,0.2122539409783041,0.5596747635382268,18.0
FUCA1,Stim8hr,0.2118959854123989,,7.0
BABAM1,Stim8hr,0.2117541332624956,,8.0
FBXO3,Stim8hr,0.2117154069787742,0.1212425566588231,27.0
DHRS3,Stim8hr,0.2115977624572815,,6.0
MAPKAPK2,Stim8hr,0.2115591426315864,,9.0
RHEBL1,Stim8hr,0.2115019718119485,,21.0
XPO4,Stim8hr,0.2113987219248695,,15.0
OGT,Stim8hr,0.2113609666391609,0.3513704965437262,33.0
OTUD5,Stim8hr,0.2113258558160592,,15.0
NECAP2,Stim8hr,0.2112549294006833,,15.0
WDFY1,Stim8hr,0.210969203503104,,73.0
WDR44,Stim8hr,0.2108019027572086,0.2426968561152353,35.0
TRMT6,Stim8hr,0.2106610916058778,0.3801034856426191,54.0
PPIB,Stim8hr,0.2104776358942629,,10.0
TRIM5,Stim8hr,0.2102163660840934,,8.0
CIR1,Stim8hr,0.2098561577838092,0.7737044870716252,31.0
PUS1,Stim8hr,0.2096899506176743,,27.0
ZNF696,Stim8hr,0.2093992559970423,,57.0
XPNPEP1,Stim8hr,0.2090158328683356,,27.0
FRYL,Stim8hr,0.2089025670624787,,13.0
CENPV,Stim8hr,0.2088261663171899,,15.0
PARP12,Stim8hr,0.208822551032787,,11.0
EGLN1,Stim8hr,0.2087398701770022,0.841149594492926,54.0
IFT20,Stim8hr,0.2084409988796428,,7.0
MAP2K3,Stim8hr,0.2074529020510213,,11.0
EIF2AK3,Stim8hr,0.2072593242223971,,6.0
MSH6,Stim8hr,0.2070743159006406,,9.0
RNF10,Stim8hr,0.2070144237498106,,7.0
HSPB1,Stim8hr,0.2069798012468281,,14.0
SLC25A46,Stim8hr,0.2065892534056194,,7.0
TBC1D7,Stim8hr,0.2063057645305352,,8.0
C15orf61,Stim8hr,0.2062726878483827,,7.0
ZFP14,Stim8hr,0.205955907421172,,23.0
ACOT8,Stim8hr,0.2055171407188897,,23.0
PEX14,Stim8hr,0.2055013205621141,,8.0
TDG,Stim8hr,0.20548187396129,,8.0
LIX1L,Stim8hr,0.2054671603310455,,5.0
SCRIB,Stim8hr,0.2052513838003443,,24.0
ALDH9A1,Stim8hr,0.2050262394828169,,8.0
PRR14L,Stim8hr,0.204999998255149,,17.0
SHPK,Stim8hr,0.2045784337695969,,4.0
JMJD1C,Stim8hr,0.204415327400894,,22.0
MYD88,Stim8hr,0.2043277601188023,,6.0
UNC119,Stim8hr,0.2027626431436534,,6.0
PXMP4,Stim8hr,0.202119486166822,-0.1385973758382672,83.0
ASF1A,Stim8hr,0.201812928011661,,16.0
KCTD13,Stim8hr,0.2017941767510969,,5.0
BET1L,Stim8hr,0.2017695862894039,,10.0
GFOD2,Stim8hr,0.201446212691044,,20.0
CTSB,Stim8hr,0.2010106012058633,,6.0
SLC9A3R1,Stim8hr,0.2009687083896396,,9.0
ZNF691,Stim8hr,0.2007921703310008,,17.0
ACOT13,Stim8hr,0.2007480429343177,,4.0
KLHL17,Stim8hr,0.2003982509068023,,5.0
TRMT10A,Stim8hr,0.2003622678385173,,53.0
JMJD8,Stim8hr,0.2000565947644521,,8.0
NSFL1C,Stim8hr,0.1995610941759437,,14.0
FOXRED2,Stim8hr,0.1995140599162819,,11.0
NDUFC2,Stim8hr,0.199444137717137,,7.0
GNAI3,Stim8hr,0.1993765109180214,,24.0
LIME1,Stim8hr,0.1993354362121966,,6.0
ZMYM6,Stim8hr,0.1992412678851053,,6.0
UBR3,Stim8hr,0.1991016561754905,,10.0
KIAA1143,Stim8hr,0.198787556430844,,7.0
GNB2,Stim8hr,0.198738870717674,,12.0
SH2B1,Stim8hr,0.1987011542894774,,4.0
LRBA,Stim8hr,0.198615554855859,0.6227153393845225,597.0
CLIC4,Stim8hr,0.198159554055472,,7.0
ANO6,Stim8hr,0.1981039734306928,,9.0
BTG2,Stim8hr,0.1980319889504843,,6.0
KIF18A,Stim8hr,0.1979036727214852,,7.0
TAP2,Stim8hr,0.1977600526567724,,6.0
GFM2,Stim8hr,0.1975289689326969,0.3358941973099982,30.0
PLEC,Stim8hr,0.1974925246820174,,20.0
PPM1F,Stim8hr,0.1972207021526274,,58.0
PRKCB,Stim8hr,0.1972134897461694,,11.0
MAGED2,Stim8hr,0.1970128531968362,,9.0
LONP2,Stim8hr,0.1967826428143416,,5.0
HNRNPAB,Stim8hr,0.1967182930750968,,22.0
NFKB1,Stim8hr,0.1962873318143664,0.293147795812342,70.0
CLOCK,Stim8hr,0.1953176122409488,,7.0
RBM7,Stim8hr,0.1952438290372251,0.0904319764047898,27.0
HTRA2,Stim8hr,0.1950908965302188,0.3834300961355587,31.0
MAP2K1,Stim8hr,0.1949810159923728,,4.0
BRCC3,Stim8hr,0.1948627436935679,,11.0
