gene,condition,aging_coef_rank,is_known_aging_reg
DCLRE1A,Stim8hr,0.9644327967053538,False
DCP1A,Stim8hr,0.4560089853987271,False
DCP2,Rest,0.9140907266158168,False
DCP2,Stim48hr,0.866507747318236,False
DCP2,Stim8hr,0.2980157244477723,False
DCPS,Rest,0.4809313528703332,False
DCPS,Stim8hr,0.3796330962186447,False
DCTPP1,Rest,0.3492573263749498,False
DCUN1D1,Rest,0.8390204737053393,False
DCUN1D2,Stim48hr,0.1617004370282082,False
DCUN1D2,Stim8hr,0.5219019093972295,False
DCUN1D3,Stim48hr,0.0496622963845848,False
DDA1,Rest,0.0967482938578884,False
DDA1,Stim48hr,0.7421533571712357,False
DDA1,Stim8hr,0.7360539123923624,False
DDB2,Stim48hr,0.7604290822407628,False
DDI2,Rest,0.0835006021678041,False
DDI2,Stim48hr,0.3166468017481128,False
DDI2,Stim8hr,0.2223886184949457,False
DDIT4,Stim48hr,0.7481128327373858,False
DDOST,Stim48hr,0.8398887564560985,False
DDR1,Stim48hr,0.6952721493841876,False
DDRGK1,Rest,0.3271778402248093,False
DDRGK1,Stim48hr,0.6495828367103695,False
DDRGK1,Stim8hr,0.2017970797454137,False
DDTL,Rest,0.9313528703331996,False
DDTL,Stim8hr,0.9150131037064768,False
DDX1,Rest,0.2444801284624648,False
DDX1,Stim8hr,0.1194309247472856,False
DDX17,Rest,0.0329185066238458,False
DDX17,Stim48hr,0.2300357568533969,False
DDX17,Stim8hr,0.6008985398727068,False
DDX31,Stim48hr,0.1414382201032975,False
DDX31,Stim8hr,0.0134780980906027,False
DDX39A,Stim8hr,0.1954324223137401,False
DDX39B,Stim48hr,0.877632101708383,False
DDX39B,Stim8hr,0.6630475477349307,False
DDX42,Stim48hr,0.6456098529996027,False
DDX42,Stim8hr,0.5481093223511794,False
DDX5,Rest,0.2388598956242472,False
DDX5,Stim48hr,0.5554231227651967,False
DDX5,Stim8hr,0.2736802695619618,False
DDX52,Rest,0.8863910076274588,False
DDX6,Rest,0.9931754315535928,False
DDX6,Stim48hr,0.9463647199046484,False
DDX6,Stim8hr,0.8375140396855111,False
DDX60L,Stim48hr,0.1406436233611442,False
DDX60L,Stim8hr,0.3845001871958068,False
DEAF1,Rest,0.5768767563227619,False
DEAF1,Stim48hr,0.1132300357568533,False
DEAF1,Stim8hr,0.1901909397229502,False
DECR1,Rest,0.4383781613809715,False
DEDD2,Stim48hr,0.7616209773539928,False
DEF6,Stim48hr,0.6114421930870083,False
DEF6,Stim8hr,0.3474354174466492,False
DEF8,Rest,0.1360899237254114,False
DEF8,Stim48hr,0.2340087405641636,False
DEF8,Stim8hr,0.536128790715088,False
DEFA6,Rest,0.8582898434363709,False
DEFA6,Stim48hr,0.6360746920937624,False
DEFA6,Stim8hr,0.9651815799326096,False
DEFB131B,Stim8hr,0.1980531636091351,False
DEGS1,Rest,0.8350060216780409,False
DEGS1,Stim8hr,0.682890303257207,False
DEK,Rest,0.1035728623042954,False
DEK,Stim48hr,0.3130711164084227,False
DEK,Stim8hr,0.5683264694870835,False
DENND1A,Stim8hr,0.0116061400224634,False
DENND1B,Stim8hr,0.672781729689255,False
DENND2D,Rest,0.1822561220393416,False
DENND3,Stim48hr,0.44497417560588,False
DENR,Rest,0.9839421918908068,False
DENR,Stim48hr,0.4862932061978546,False
DENR,Stim8hr,0.8764507675028079,False
DEPDC5,Rest,1.0,True
DESI1,Rest,0.7029305499799278,False
DET1,Rest,0.0036130068245684,False
DET1,Stim48hr,0.5252284465633691,False
DET1,Stim8hr,0.3552976413328341,False
DGKH,Stim48hr,0.9574890742947954,False
DGKZ,Rest,0.7519068647129666,False
DGKZ,Stim48hr,0.421533571712356,False
DGKZ,Stim8hr,0.4444028453762635,False
DHODH,Rest,0.4909674829385789,False
DHODH,Stim8hr,0.5159116435791838,False
DHPS,Rest,0.9389803291850662,False
DHPS,Stim48hr,0.6988478347238777,False
DHPS,Stim8hr,0.7806065144140771,False
DHRS1,Stim48hr,0.1652761223678983,False
DHRS4L2,Stim48hr,0.9773539928486292,False
DHRS7,Rest,0.5198715375351265,False
DHRS7,Stim48hr,0.77632101708383,False
DHRS7,Stim8hr,0.1198053163609135,False
DHX30,Stim48hr,0.2371871275327771,False
DHX30,Stim8hr,0.4485211531261699,False
DHX33,Rest,0.4391810517864311,False
DHX34,Rest,0.9714973906061822,False
DHX34,Stim48hr,0.9968216130313866,False
DHX35,Rest,0.6447209955841028,False
DHX35,Stim8hr,0.2598277798577312,False
DHX36,Rest,0.9570453633079083,False
DHX36,Stim48hr,0.7703615415176798,False
DHX36,Stim8hr,0.7195806813927368,False
DHX40,Rest,0.3584905660377358,False
DHX40,Stim48hr,0.7520858164481525,False
DHX40,Stim8hr,0.9318607263197304,False
DHX57,Stim48hr,0.6332936034962257,False
DHX9,Rest,0.5941389000401445,False
DHX9,Stim48hr,0.4219308700834326,False
DHX9,Stim8hr,0.7364283040059902,False
DIAPH1,Stim48hr,0.2161303138657131,False
DIAPH1,Stim8hr,0.5409958816922501,False
DIS3,Rest,0.1955038137294259,False
DIS3,Stim48hr,0.4322606277314263,False
DIS3,Stim8hr,0.1564956944964432,False
DIS3L,Rest,0.923323966278603,False
DIS3L,Stim48hr,0.8593563766388558,False
DIS3L,Stim8hr,0.8682141520029951,False
DIS3L2,Rest,0.8305901244480128,False
DIS3L2,Stim48hr,0.9761620977353992,False
DIS3L2,Stim8hr,0.7132160239610633,False
DLAT,Stim48hr,0.1326976559396106,False
DLD,Rest,0.5166599759132878,False
DLD,Stim8hr,0.4466491950580307,False
DLG3,Rest,0.6234443998394219,False
DLG4,Rest,0.2689682858289843,False
DLG4,Stim48hr,0.0520460866110448,False
DLG4,Stim8hr,0.2553350804941969,False
DLX1,Stim8hr,0.4286783976038936,False
DLX2,Stim8hr,0.9442156495694496,False
DLX4,Stim48hr,0.7437425506555423,False
DLX4,Stim8hr,0.8873081242980158,False
DLX5,Stim48hr,0.9503377036154153,False
DLX5,Stim8hr,0.8202920254586298,False
DMAC1,Stim48hr,0.1764004767580453,False
DMAC1,Stim8hr,0.4593785099213777,False
DMAC2,Stim48hr,0.354787445371474,False
DMAC2,Stim8hr,0.3496817671284163,False
DMD,Stim48hr,0.99761620977354,False
DMGDH,Rest,0.8916097952629466,False
DMRTA2,Rest,0.7727820152549177,False
DMRTA2,Stim48hr,0.5196662693682956,False
DMRTA2,Stim8hr,0.721827031074504,False
DMRTC2,Rest,0.2573263749498193,False
DMWD,Rest,0.6728221597751907,False
DMXL1,Stim48hr,0.2916170043702821,False
DMXL1,Stim8hr,0.9412205166604268,False
DNAAF2,Rest,0.1168205539943797,False
DNAAF2,Stim48hr,0.6503774334525229,False
DNAAF2,Stim8hr,0.3927368026956196,False
DNAAF5,Stim48hr,0.5411203814064363,False
DNAAF5,Stim8hr,0.6548109322351179,False
DNAH3,Rest,0.4448012846246487,False
DNAH3,Stim8hr,0.9633096218644702,False
DNAJA3,Rest,0.513849859494179,False
DNAJA3,Stim8hr,0.9449644327967054,False
DNAJB11,Rest,0.1734243275792854,False
DNAJB11,Stim48hr,0.2642034167659912,False
DNAJB9,Rest,0.0200722601364913,False
DNAJB9,Stim48hr,0.1958680969408025,False
DNAJB9,Stim8hr,0.5297641332834144,False
DNAJC16,Stim8hr,0.0640209659303631,False
DNAJC2,Rest,0.4552388598956242,False
DNAJC2,Stim48hr,0.5796583234008741,False
DNAJC2,Stim8hr,0.3654062149007862,False
DNAJC21,Rest,0.841830590124448,False
DNAJC21,Stim8hr,0.3867465368775739,False
DNAJC24,Rest,0.1902850260939382,False
DNAJC24,Stim48hr,0.0047675804529201,False
DNAJC24,Stim8hr,0.1302882815424934,False
DNAJC3,Rest,0.030108390204737,False
DNAJC3,Stim48hr,0.0250297973778307,False
DNAJC3,Stim8hr,0.3515537251965556,False
DNAJC30,Stim48hr,0.1664680174811283,False
DNAJC30,Stim8hr,0.1033320853612879,False
DNAJC4,Rest,0.7201926936973103,False
DNAJC8,Rest,0.0690485748695303,False
DNAJC8,Stim48hr,0.3587604290822407,False
DNAJC8,Stim8hr,0.4971920628977911,False
DNMT3A,Rest,0.5387394620634284,False
DNTTIP1,Rest,0.1846647932557206,False
DNTTIP1,Stim48hr,0.9928486293206198,False
DNTTIP1,Stim8hr,0.5271433919880195,False
DOCK2,Rest,0.2537133681252509,False
DOCK2,Stim48hr,0.7004370282081843,False
DOCK2,Stim8hr,0.8109322351179333,False
DOHH,Rest,0.1573665194700923,False
DOHH,Stim48hr,0.7067938021454112,False
DOHH,Stim8hr,0.3043803818794459,False
DOLK,Stim8hr,0.8603519281168102,False
DOLPP1,Rest,0.8586912886391007,False
DOLPP1,Stim48hr,0.6015097338100914,False
DOLPP1,Stim8hr,0.7105952826656683,False
DOP1A,Rest,0.4708952228020875,False
DOP1A,Stim48hr,0.9908621374652364,False
DOP1A,Stim8hr,0.3369524522650692,False
DOP1B,Rest,0.3472501003613006,False
DOP1B,Stim48hr,0.0103297576479936,False
DOP1B,Stim8hr,0.234369150131037,False
DOT1L,Rest,0.8181453231633882,False
DOT1L,Stim48hr,0.3150576082638061,False
DOT1L,Stim8hr,0.8315237738674653,False
DPF1,Rest,0.8321959052589322,False
DPF1,Stim8hr,0.5941594908274055,False
DPF2,Stim48hr,0.8136670639650377,False
DPH1,Rest,0.2015254917703733,False
DPH1,Stim48hr,0.0182757250695272,False
DPH1,Stim8hr,0.1411456383377012,False
DPH2,Rest,0.1268566840626254,False
DPH2,Stim48hr,0.2677791021056813,False
DPH2,Stim8hr,0.7439161362785474,False
DPH5,Rest,0.0802890405459654,False
DPH5,Stim48hr,0.0150973381009137,False
DPH5,Stim8hr,0.1430175964058405,False
DPH6,Rest,0.578883982336411,False
DPH6,Stim48hr,0.0643623361144219,False
DPH6,Stim8hr,0.3287158367652564,False
DPH7,Rest,0.1942994781212364,False
DPH7,Stim8hr,0.5728191688506178,False
DPM1,Rest,0.2589321557607386,False
DPM1,Stim8hr,0.1482590789966305,False
DPM2,Stim8hr,0.5398727068513666,False
DPY19L1,Stim48hr,0.6519666269368296,False
DPY19L3,Rest,0.0622240064231232,False
DPY19L3,Stim48hr,0.5244338498212158,False
DPY19L3,Stim8hr,0.6956196181205541,False
DPY19L4,Rest,0.0144520272982737,False
DR1,Rest,0.4452027298273786,False
DR1,Stim48hr,0.6622963845848232,False
DR1,Stim8hr,0.0868588543616623,False
DRAM1,Stim8hr,0.4784724822163984,False
DRAM2,Rest,0.4825371336812525,False
DRAM2,Stim48hr,0.7644020659515296,False
DRAM2,Stim8hr,0.2354923249719206,False
DRAP1,Rest,0.2822159775190686,False
DRAP1,Stim48hr,0.8712753277711561,False
DRAP1,Stim8hr,0.4327967053538,False
DSCC1,Rest,0.0204737053392211,False
DSCC1,Stim48hr,0.1092570520460866,False
DSCC1,Stim8hr,0.3171096967427929,False
DSE,Rest,0.7382577278201525,False
DSEL,Stim48hr,0.7508939213349225,False
DSEL,Stim8hr,0.8019468363908648,False
DTNB,Stim48hr,0.1565355582042113,False
DTNB,Stim8hr,0.4440284537626357,False
DTWD1,Rest,0.8639100762745885,False
DTWD1,Stim48hr,0.7810885975367501,False
DTWD1,Stim8hr,0.8951703481842007,False
DTX4,Rest,0.1079887595343235,False
DTX4,Stim8hr,0.7997004867090978,False
DUSP12,Rest,0.0710558008831794,False
DUSP12,Stim48hr,0.033373063170441,False
DUSP12,Stim8hr,0.0160988393859977,False
DUSP2,Stim8hr,0.9284912017970798,False
DUSP23,Stim48hr,0.7802940007945968,False
DUSP4,Stim8hr,0.6226132534631225,False
DVL1,Rest,0.700120433560819,False
DYNC2H1,Rest,0.5190686471296668,False
DYNLL1,Stim48hr,0.9340484704012714,False
DYNLL1,Stim8hr,0.2770497940846125,False
DYNLL2,Stim8hr,0.5346312242605765,False
DYRK3,Stim8hr,0.1201797079745413,False
DZANK1,Rest,0.3010839020473705,False
DZIP1,Stim48hr,0.8947159316646802,False
DZIP1,Stim8hr,0.1628603519281168,False
E2F1,Rest,0.0252910477719791,False
E2F1,Stim48hr,0.2145411203814064,False
E2F1,Stim8hr,0.2594533882441033,False
E2F3,Stim48hr,0.0186730234406038,False
E2F3,Stim8hr,0.1695994009734182,False
E2F4,Stim48hr,0.4108065156932856,False
E2F6,Stim48hr,0.6285260230433055,False
E2F8,Stim48hr,0.8470401271354787,False
E4F1,Rest,0.3267763950220795,False
E4F1,Stim8hr,0.6214900786222388,False
EAPP,Stim48hr,0.8168454509336511,False
EAPP,Stim8hr,0.2485960314488955,False
EARS2,Rest,0.3914090726615817,False
EARS2,Stim48hr,0.1740166865315852,False
EARS2,Stim8hr,0.164732309996256,False
EBF3,Rest,0.4753111200321156,False
EBF3,Stim48hr,0.8585617798967025,False
EBF3,Stim8hr,0.7409210033695245,False
ECHS1,Rest,0.7763950220794862,False
ECHS1,Stim48hr,0.3829956297179182,False
ECHS1,Stim8hr,0.8251591164357919,False
ECI2,Stim8hr,0.4193186072631973,False
ECSIT,Rest,0.5543958249698916,False
ECSIT,Stim48hr,0.6634882796980532,False
ECSIT,Stim8hr,0.2500935979034069,False
EDC3,Rest,0.800080289040546,False
EDC3,Stim48hr,0.8295589988081049,False
EDC3,Stim8hr,0.9239985024335456,False
EDC4,Rest,0.9731031714171016,False
EDC4,Stim48hr,0.956694477552642,False
EDC4,Stim8hr,0.9389741669786597,False
EDF1,Stim48hr,0.5534366309098133,False
EDF1,Stim8hr,0.8652190190939723,False
EDRF1,Rest,0.2219991971095945,False
EDRF1,Stim48hr,0.0627731426301152,False
EDRF1,Stim8hr,0.5091725945338824,False
EEF1B2,Stim48hr,0.653953118792213,False
EEF1E1,Rest,0.0044158972300281,False
EEF1E1,Stim8hr,0.2336203669037813,False
EEF1G,Stim8hr,0.4803444402845376,False
EEFSEC,Rest,0.4275391409072661,False
EFHC1,Rest,0.6957045363307909,False
EFHD2,Rest,0.5479727017262144,False
EFHD2,Stim48hr,0.2121573301549463,False
EFHD2,Stim8hr,0.394234369150131,False
EFR3A,Rest,0.0963468486551585,False
EFR3A,Stim48hr,0.100119189511323,False
EFR3A,Stim8hr,0.1767128416323474,False
EGLN1,Stim48hr,0.310290027810886,False
EGLN1,Stim8hr,0.0164732309996256,False
EGR2,Stim48hr,0.8680969408025427,False
EGR2,Stim8hr,0.9928865593410708,False
EGR3,Rest,0.2071457246085909,False
EGR3,Stim8hr,0.420067390490453,False
EHBP1,Stim48hr,0.33253873659118,False
EHBP1,Stim8hr,0.6866342193934856,False
EHMT1,Rest,0.7322360497792051,False
EHMT1,Stim48hr,0.6034962256654748,False
EHMT1,Stim8hr,0.6978659678023212,False
EHMT2,Rest,0.2757928542753914,False
EHMT2,Stim48hr,0.1922924116011124,False
EHMT2,Stim8hr,0.5705728191688506,False
EI24,Rest,0.5435568044961863,False
EI24,Stim48hr,0.576082638061184,False
EI24,Stim8hr,0.1242980157244477,False
EID2,Rest,0.2637494981934966,False
EID2,Stim48hr,0.1203814064362336,False
EID2,Stim8hr,0.0351928116810183,False
EID2B,Stim8hr,0.5754399101460127,False
EIF1,Rest,0.1878763548775592,False
EIF1,Stim48hr,0.244735796583234,False
EIF1,Stim8hr,0.0827405466117559,False
EIF1AD,Stim48hr,0.3492252681764005,False
EIF1AX,Rest,0.2645523885989562,False
EIF1AX,Stim48hr,0.3512117600317839,False
EIF1AX,Stim8hr,0.3275926619243729,False
EIF1B,Stim48hr,0.5788637266587207,False
EIF2AK1,Stim48hr,0.9610647596344856,False
EIF2AK4,Rest,0.5756724207145725,False
EIF2AK4,Stim48hr,0.9427890345649584,False
EIF2AK4,Stim8hr,0.9610632721827032,False
EIF2B1,Stim8hr,0.0715087982029202,False
EIF2B4,Stim8hr,0.0958442530887308,False
EIF3H,Rest,0.9795262946607788,False
EIF3H,Stim48hr,0.8259833134684148,False
EIF3H,Stim8hr,0.3055035567203294,False
EIF3J,Rest,0.6274588518667202,False
EIF3J,Stim48hr,0.4684147794994041,False
EIF3J,Stim8hr,0.1624859603144889,False
EIF3K,Rest,0.0397430750702529,False
EIF3K,Stim48hr,0.733015494636472,False
EIF3K,Stim8hr,0.4960688880569075,False
EIF3L,Rest,0.0409474106784423,False
EIF3L,Stim48hr,0.7926102502979738,False
EIF3L,Stim8hr,0.381505054286784,False
EIF4A1,Rest,0.9530309112806102,False
EIF4A1,Stim48hr,0.7405641636869289,False
EIF4A1,Stim8hr,0.3777611381505054,False
EIF4A2,Rest,0.1890806904857487,False
EIF4A2,Stim8hr,0.1422688131785848,False
EIF4B,Rest,0.709353673223605,False
EIF4B,Stim48hr,0.2924116011124354,False
EIF4B,Stim8hr,0.6345937850992138,False
EIF4E,Rest,0.4961862705740666,False
EIF4E,Stim48hr,0.0754866905045689,False
EIF4E,Stim8hr,0.4492699363534256,False
EIF4E2,Stim48hr,0.521652761223679,False
EIF4G1,Rest,0.2067442794058611,False
EIF4G1,Stim8hr,0.007487832272557,False
EIF4G2,Rest,0.9831393014853472,False
EIF4G2,Stim48hr,0.7461263408820024,False
EIF4G2,Stim8hr,0.9165106701609884,False
EIF4H,Rest,0.5050180650341228,False
EIF4H,Stim48hr,0.9741756058800158,False
EIF4H,Stim8hr,0.7184575065518533,False
EIF5A,Rest,0.9450020072260136,False
EIF5A,Stim8hr,0.6476974915761887,False
EIPR1,Rest,0.955841027699719,False
EIPR1,Stim48hr,0.5860150973381009,False
EIPR1,Stim8hr,0.8494945713216024,False
ELAC2,Rest,0.8213568847852268,False
ELAC2,Stim8hr,0.2321228004492699,False
ELAVL1,Rest,0.2408671216378964,False
ELAVL1,Stim48hr,0.456098529996027,False
ELAVL1,Stim8hr,0.2953949831523774,False
ELF4,Rest,0.9843436370935368,False
ELF4,Stim48hr,0.8780294000794596,False
ELF4,Stim8hr,0.8337701235492325,False
ELK1,Stim8hr,0.7394234369150131,False
ELL,Stim8hr,0.4855859228753276,False
ELMOD3,Rest,0.8775592131674026,False
ELMOD3,Stim48hr,0.6948748510131109,False
ELOA,Stim48hr,0.4707985697258641,False
ELOB,Rest,0.3504616619831393,False
ELOB,Stim48hr,0.3404847040127135,False
ELOB,Stim8hr,0.0250842381130662,False
ELOC,Rest,0.7450822962665596,False
ELOC,Stim8hr,0.175215275177836,False
ELOF1,Rest,0.006824568446407,False
ELOF1,Stim48hr,0.1847437425506555,False
ELOF1,Stim8hr,0.77311868214152,False
ELOVL7,Stim48hr,0.2177195073500198,False
ELOVL7,Stim8hr,0.3961063272182703,False
ELP1,Rest,0.3404255319148936,False
ELP1,Stim48hr,0.3500198649185538,False
ELP1,Stim8hr,0.0789966304754773,False
ELP2,Rest,0.1874749096748293,False
ELP2,Stim48hr,0.2288438617401668,False
ELP2,Stim8hr,0.3156121302882815,False
ELP3,Rest,0.6856684062625452,False
ELP3,Stim48hr,0.9562971791815652,False
ELP3,Stim8hr,0.44327967053538,False
ELP4,Rest,0.4540345242874347,False
ELP4,Stim48hr,0.4243146603098927,False
ELP4,Stim8hr,0.4747285660801198,False
ELP5,Rest,0.118426334805299,False
ELP5,Stim48hr,0.2936034962256654,False
ELP5,Stim8hr,0.0194683639086484,False
ELP6,Rest,0.8570855078281815,False
ELP6,Stim48hr,0.8275725069527214,False
ELP6,Stim8hr,0.7233245975290153,False
EMB,Stim48hr,0.8740564163686929,False
EMB,Stim8hr,0.2100336952452265,False
EMC2,Rest,0.2035327177840225,False
EMC2,Stim48hr,0.401668653158522,False
EMC2,Stim8hr,0.3204792212654436,False
EMC3,Rest,0.572059413890004,False
EMC3,Stim48hr,0.6670639650377433,False
EMC3,Stim8hr,0.9168850617746164,False
EMC4,Rest,0.3741469289441991,False
EMC4,Stim48hr,0.6499801350814461,False
EMC4,Stim8hr,0.6641707225758143,False
EMC6,Rest,0.0971497390606182,False
EMC6,Stim48hr,0.6706396503774334,False
EMC6,Stim8hr,0.8053163609135155,False
EMC7,Stim48hr,0.0885975367500993,False
EMC9,Rest,0.4845443596949016,False
EMC9,Stim48hr,0.9622566547477156,False
EMC9,Stim8hr,0.9595657057281916,False
EME2,Rest,0.0341228422320353,False
EME2,Stim48hr,0.6956694477552642,False
EME2,Stim8hr,0.2366154998128042,False
EMG1,Stim48hr,0.6273341279300755,False
EMG1,Stim8hr,0.4152002995132909,False
EMILIN2,Stim48hr,0.566150178784267,False
EML2,Rest,0.7920513849859494,False
EML2,Stim48hr,0.5939610647596345,False
EML2,Stim8hr,0.9404717334331713,False
EML3,Stim8hr,0.268064395357544,False
EMX1,Rest,0.7314331593737455,False
EMX1,Stim48hr,0.6166070719110052,False
EMX1,Stim8hr,0.056533133657806,False
ENDOG,Rest,0.3123243677238057,False
ENDOG,Stim8hr,0.6847622613253463,False
ENKUR,Stim48hr,0.0071513706793802,False
ENO1,Stim48hr,0.8025427095748907,False
ENO1,Stim8hr,0.8588543616622988,False
ENO3,Rest,0.4476114010437575,False
ENO3,Stim8hr,0.739797828528641,False
ENTPD1,Stim48hr,0.3190305919745729,False
ENTPD1,Stim8hr,0.7660052414825907,False
ENTR1,Rest,0.3331995182657567,False
ENTR1,Stim48hr,0.4815256257449344,False
ENTR1,Stim8hr,0.6151254211905653,False
ENY2,Stim8hr,0.5585922875327592,False
EP300,Rest,0.9550381372942592,False
EP300,Stim48hr,0.9916567342073898,False
EP300,Stim8hr,0.9734181954324224,False
EPAS1,Stim48hr,0.5593961064759635,False
EPAS1,Stim8hr,0.626357169599401,False
EPB41L2,Rest,0.832597350461662,False
EPB41L2,Stim48hr,0.7079856972586412,False
EPB41L3,Rest,0.4861501405058209,False
EPB41L3,Stim8hr,0.6776488206664171,False
EPC1,Rest,0.9401846647932556,False
EPC1,Stim48hr,0.233611442193087,False
EPC1,Stim8hr,0.9393485585922876,False
EPG5,Stim48hr,0.799761620977354,False
EPHB4,Stim8hr,0.579932609509547,False
EPM2AIP1,Stim8hr,0.082366154998128,False
EPS15L1,Rest,0.3344038538739462,False
EPS15L1,Stim48hr,0.2197059992054032,False
EPS15L1,Stim8hr,0.6518157993260951,False
ERAP2,Stim48hr,0.3464441795788637,False
ERCC1,Rest,0.7531112003211562,False
ERCC1,Stim48hr,0.7493047278506159,False
ERCC1,Stim8hr,0.6989891426432048,False
ERCC4,Rest,0.2657567242071457,False
ERCC4,Stim48hr,0.5717123559793404,False
ERCC4,Stim8hr,0.2991388992886559,False
ERCC6L,Rest,0.2059413890004014,False
ERCC6L,Stim48hr,0.5832340087405642,False
ERCC6L,Stim8hr,0.2134032197678772,False
ERCC6L2,Stim48hr,0.5137067938021455,False
ERCC6L2,Stim8hr,0.7461624859603145,False
ERF,Rest,0.3444399839421919,False
ERG,Stim48hr,0.7163289630512515,False
ERG,Stim8hr,0.4994384125795582,False
ERGIC1,Rest,0.360497792051385,False
ERGIC1,Stim8hr,0.927742418569824,False
ERGIC3,Rest,0.0353271778402248,False
ERGIC3,Stim48hr,0.0838299562971791,False
ERGIC3,Stim8hr,0.21115687008611,False
ERI1,Stim48hr,0.6225665474771553,False
ERMARD,Stim8hr,0.0939722950205915,False
ERN1,Rest,0.6969088719389803,False
ERN1,Stim48hr,0.66388557806913,False
ERN1,Stim8hr,0.1512542119056533,False
ESCO1,Rest,0.95383380168607,False
ESRRA,Stim48hr,0.5403257846642828,False
ESRRA,Stim8hr,0.3290902283788843,False
ESYT2,Rest,0.4387796065837013,False
ESYT2,Stim8hr,0.0460501684762261,False
ETFB,Rest,0.6194299478121237,False
ETFB,Stim48hr,0.2542709574890743,False
ETFB,Stim8hr,0.288655934107076,False
ETFBKMT,Rest,0.4195102368526696,False
ETFDH,Rest,0.2480931352870333,False
ETNK1,Rest,0.8992372541148134,False
ETNK1,Stim48hr,0.7906237584425904,False
ETNK1,Stim8hr,0.8363908648446274,False
ETV2,Rest,0.1240465676435166,False
EWSR1,Rest,0.9783219590525892,False
EWSR1,Stim48hr,0.9400079459674217,False
EWSR1,Stim8hr,0.9153874953201048,False
EXO1,Stim8hr,0.090228378884313,False
EXOC1,Rest,0.4158972300281011,False
EXOC1,Stim48hr,0.867699642431466,False
EXOC1,Stim8hr,0.9397229502059152,False
EXOC2,Stim8hr,0.4619992512167727,False
EXOC4,Stim8hr,0.4724822163983527,False
EXOC6,Rest,0.1477318346045764,False
EXOC6,Stim8hr,0.8157993260950954,False
EXOC7,Rest,0.0871136089923725,False
EXOC7,Stim48hr,0.5272149384187524,False
EXOC7,Stim8hr,0.9187570198427556,False
EXOC8,Stim48hr,0.7071911005164879,False
EXOG,Rest,0.5901244480128462,False
EXOSC1,Rest,0.1561621838619028,False
EXOSC1,Stim48hr,0.1553436630909813,False
EXOSC1,Stim8hr,0.0348184200673904,False
EXOSC10,Stim8hr,0.1370273305877948,False
EXOSC6,Stim48hr,0.8112832737385777,False
EXT1,Rest,0.853472501003613,False
EXT2,Rest,0.9385788839823364,False
EXTL2,Rest,0.6242472902448816,False
EXTL2,Stim48hr,0.1029002781088597,False
EXTL2,Stim8hr,0.2339947585174092,False
EZH2,Rest,0.4660778803693295,False
EZH2,Stim48hr,0.3373063170441001,False
EZH2,Stim8hr,0.9618120554099588,False
EZR,Stim48hr,0.6261422328168454,False
F5,Stim8hr,0.6948708348932984,False
FAAP24,Stim8hr,0.5488581055784351,False
FABP6,Rest,0.1112003211561621,False
FABP6,Stim48hr,0.3353198251887167,False
FABP6,Stim8hr,0.4196929988768251,False
FADS1,Rest,0.1429144921718185,False
FADS1,Stim48hr,0.2550655542312277,False
FADS1,Stim8hr,0.9528266566828903,False
FAF2,Rest,0.0517864311521477,False
FAF2,Stim48hr,0.0969408025427095,False
FAF2,Stim8hr,0.8472482216398353,False
FAM110A,Rest,0.0654355680449618,False
FAM118A,Rest,0.7667603372139703,False
FAM118A,Stim8hr,0.5009359790340696,False
FAM118B,Stim48hr,0.1168057210965435,False
FAM120A,Rest,0.753512645523886,False
FAM120A,Stim8hr,0.8929239985024335,False
FAM131A,Rest,0.676836611802489,False
FAM131A,Stim48hr,0.0059594755661501,False
FAM131A,Stim8hr,0.4204417821040808,False
FAM133B,Stim48hr,0.3301549463647199,False
FAM136A,Stim48hr,0.5967421533571713,False
FAM13A,Rest,0.7655560016057809,False
FAM13B,Rest,0.762745885186672,False
FAM161A,Rest,0.1525491770373344,False
FAM161A,Stim48hr,0.8013508144616607,False
FAM161A,Stim8hr,0.7412953949831523,False
FAM161B,Rest,0.4126856684062625,False
FAM161B,Stim48hr,0.907429479539134,False
FAM161B,Stim8hr,0.1688506177461624,False
FAM170A,Stim8hr,0.399475851740921,False
FAM204A,Rest,0.4050582095543958,False
FAM204A,Stim48hr,0.0409217322208978,False
FAM204A,Stim8hr,0.1448895544739797,False
FAM209B,Rest,0.5804897631473304,False
FAM20B,Rest,0.9514251304696908,False
FAM20B,Stim48hr,0.5069527214938419,False
FAM20B,Stim8hr,0.2968925496068888,False
FAM210B,Rest,0.3103171417101565,False
FAM210B,Stim48hr,0.6174016686531585,False
FAM219B,Stim48hr,0.5582042113627335,False
FAM219B,Stim8hr,0.5608386372145264,False
FAM220A,Rest,0.074267362505018,False
FAM220A,Stim8hr,0.1819543242231374,False
FAM229A,Rest,0.1898835808912083,False
FAM229A,Stim8hr,0.1478846873830026,False
FAM229B,Stim48hr,0.2729439809296782,False
FAM241A,Rest,0.4668807707747892,False
FAM241A,Stim48hr,0.9809296781883194,False
FAM241A,Stim8hr,0.9060277049794084,False
FAM241B,Stim48hr,0.4358363130711164,False
FAM3C,Rest,0.5158570855078282,False
FAM3C,Stim48hr,0.6893126738180373,False
FAM3C,Stim8hr,0.9138899288655934,False
FAM78B,Rest,0.8839823364110799,False
FAM83F,Rest,0.6326776395022079,False
FAM89B,Rest,0.8297872340425532,False
FAM91A1,Rest,0.2492974708952228,False
FAM91A1,Stim8hr,0.5892923998502434,False
