gene,condition,aging_coef_rank,is_known_aging_reg
MDM4,Stim48hr,0.5828367103694875,False
MDM4,Stim8hr,0.5226506926244852,False
ME3,Stim48hr,0.1156138259833134,False
MEAF6,Rest,0.5877157767964672,False
MEAF6,Stim48hr,0.7199046483909416,False
MEAF6,Stim8hr,0.927368026956196,False
MECR,Rest,0.2834203131272581,False
MECR,Stim48hr,0.0437028208184346,False
MECR,Stim8hr,0.3302134032197679,False
MED1,Rest,0.2862304295463669,False
MED1,Stim48hr,0.2896305125148987,False
MED1,Stim8hr,0.1250467989517034,False
MED10,Stim8hr,0.3399475851740921,False
MED12,Rest,0.4841429144921718,False
MED12,Stim48hr,0.3472387763210171,False
MED12,Stim8hr,0.105578435043055,False
MED13,Rest,0.6479325572059413,False
MED13,Stim48hr,0.3531982518871672,False
MED13,Stim8hr,0.3976038936727817,False
MED13L,Stim48hr,0.3921334922526817,False
MED14,Rest,0.1372942593336009,False
MED14,Stim48hr,0.1319030591974573,False
MED14,Stim8hr,0.0774990640209659,False
MED15,Rest,0.1224407868325973,False
MED15,Stim48hr,0.2693682955899881,False
MED15,Stim8hr,0.5533508049419693,False
MED19,Rest,0.0333199518265756,False
MED19,Stim48hr,0.0095351609058402,False
MED19,Stim8hr,0.1284163234743541,False
MED23,Rest,0.4263348052990767,False
MED23,Stim48hr,0.7310290027810886,False
MED23,Stim8hr,0.8558592287532759,False
MED24,Rest,0.920915295062224,False
MED24,Stim48hr,0.2578466428287644,False
MED24,Stim8hr,0.9041557469112692,False
MED30,Stim8hr,0.2126544365406215,False
MED8,Stim8hr,0.5862972669412205,False
MEF2D,Stim48hr,0.0075486690504568,False
MEF2D,Stim8hr,0.2358667165855484,False
MEIS3,Rest,0.949016459253312,False
MEIS3,Stim48hr,0.5168851807707588,False
MEIS3,Stim8hr,0.4305503556720329,False
MEMO1,Rest,0.7663588920112404,False
MEMO1,Stim48hr,0.144616607071911,False
MEMO1,Stim8hr,0.2620741295394983,False
MEN1,Rest,0.3845845042151746,False
MEN1,Stim48hr,0.834326579261025,False
MEN1,Stim8hr,0.8532384874578809,False
MEOX1,Stim8hr,0.8779483339573193,False
MESP1,Stim48hr,0.3730631704410012,False
MEST,Rest,0.6776395022079487,False
MEST,Stim48hr,0.1966626936829559,False
MEST,Stim8hr,0.7742418569824036,False
METAP1,Stim8hr,0.2800449269936353,False
METAP2,Rest,0.3805700521878764,False
METAP2,Stim48hr,0.0727056019070321,False
METAP2,Stim8hr,0.4702358667165855,False
METRN,Rest,0.5495784825371337,False
METRN,Stim48hr,0.1287246722288438,False
METRN,Stim8hr,0.6900037439161363,False
METTL1,Rest,0.5491770373344038,False
METTL1,Stim48hr,0.3563766388557807,False
METTL1,Stim8hr,0.5207787345563459,False
METTL14,Rest,0.6471296668004818,False
METTL14,Stim48hr,0.1454112038140643,False
METTL14,Stim8hr,0.6375889180082366,False
METTL17,Stim48hr,0.4843067143424712,False
METTL23,Rest,0.4062625451625853,False
METTL23,Stim48hr,0.8363130711164084,False
METTL23,Stim8hr,0.7993260950954698,False
METTL2B,Stim48hr,0.609455701231625,False
METTL2B,Stim8hr,0.706102583302134,False
METTL3,Rest,0.911682055399438,False
METTL3,Stim48hr,0.4413984902661899,False
METTL3,Stim8hr,0.5971546237364284,False
METTL8,Stim48hr,0.1263408820023838,False
METTL8,Stim8hr,0.4035941594908274,False
MEX3D,Stim48hr,0.5005959475566151,False
MFHAS1,Rest,0.0726615816940987,False
MFHAS1,Stim48hr,0.1477949940405244,False
MFHAS1,Stim8hr,0.2946461999251217,False
MFN2,Rest,0.8924126856684063,False
MFN2,Stim8hr,0.5709472107824785,False
MFSD11,Stim48hr,0.2169249106078665,False
MFSD4B,Rest,0.9169008430349256,False
MFSD4B,Stim48hr,0.9288835915772744,False
MFSD4B,Stim8hr,0.9427180831149382,False
MFSD6,Rest,0.5451625853071056,False
MFSD6,Stim48hr,0.2836710369487485,False
MFSD6,Stim8hr,0.5454885810557843,False
MGA,Rest,0.9710959454034525,False
MGA,Stim48hr,0.8375049662296384,False
MGA,Stim8hr,0.6042680643953575,False
MIA2,Rest,0.2352468887996788,False
MIA2,Stim48hr,0.3567739372268573,False
MIA2,Stim8hr,0.8592287532759266,False
MIA3,Rest,0.5182657567242072,False
MIB2,Stim8hr,0.4717334331710969,False
MICALL1,Stim48hr,0.9388160508541916,False
MIDN,Rest,0.4777197912484945,False
MIDN,Stim8hr,0.2718083114938225,False
MIEF1,Stim8hr,0.8697117184575065,False
MIEN1,Rest,0.8048976314733038,False
MIER1,Stim8hr,0.0816173717708723,False
MIER2,Rest,0.3014853472501003,False
MIER3,Rest,0.9425933360096348,False
MIF4GD,Stim48hr,0.3146603098927294,False
MIGA2,Stim48hr,0.7544696066746126,False
MIGA2,Stim8hr,0.7046050168476227,False
MINDY1,Rest,0.7639502207948615,False
MIOS,Rest,0.0549979927739863,False
MIOS,Stim48hr,0.0043702820818434,False
MIOS,Stim8hr,0.0190939722950205,False
MIPEP,Rest,0.8334002408671216,False
MIPEP,Stim48hr,0.532777115613826,False
MIPEP,Stim8hr,0.832272557094721,False
MITD1,Rest,0.3520674427940586,False
MITD1,Stim48hr,0.322606277314263,False
MKNK1,Stim8hr,0.9520778734556344,False
MKNK2,Rest,0.8904054596547571,False
MKRN2,Stim48hr,0.5013905442987684,False
MKRN3,Rest,0.5740666399036531,False
MKS1,Stim48hr,0.5498609455701232,False
MLEC,Stim48hr,0.8458482320222487,False
MLF1,Rest,0.6005620232838218,False
MLKL,Rest,0.6435166599759133,False
MLKL,Stim48hr,0.4545093365117203,False
MLKL,Stim8hr,0.649569449644328,False
MLLT3,Rest,0.2496989160979526,False
MLLT3,Stim48hr,0.9173619388160508,False
MLLT3,Stim8hr,0.5526020217147136,False
MLLT6,Stim48hr,0.0599920540325784,False
MLLT6,Stim8hr,0.5694496443279671,False
MLST8,Rest,0.1148133279807306,False
MLST8,Stim48hr,0.2431466030989273,False
MLST8,Stim8hr,0.3631598652190191,False
MLX,Rest,0.8623042954636692,False
MLX,Stim8hr,0.3886184949457132,False
MLYCD,Rest,0.3042954636692092,False
MLYCD,Stim48hr,0.1060786650774731,False
MMAB,Rest,0.3986350863107186,False
MMAB,Stim48hr,0.4314660309892729,False
MMAB,Stim8hr,0.3646574316735305,False
MMD,Stim8hr,0.7004867090977163,False
MME,Stim48hr,0.6964640444974176,False
MMGT1,Rest,0.6142111601766359,False
MMGT1,Stim48hr,0.5923718712753278,False
MMGT1,Stim8hr,0.9251216772744292,False
MMP28,Rest,0.065034122842232,False
MMP9,Rest,0.2553191489361702,False
MMP9,Stim8hr,0.4807188318981655,False
MMS19,Rest,0.7671617824167001,False
MNT,Rest,0.7780008028904054,False
MNT,Stim48hr,0.1207787048073102,False
MNT,Stim8hr,0.8405091725945338,False
MOB1A,Rest,0.1545564030509835,False
MOB1B,Stim48hr,0.0198649185538339,False
MOB1B,Stim8hr,0.1280419318607263,False
MOCS3,Rest,0.8647129666800482,False
MOCS3,Stim48hr,0.6281287246722288,False
MOCS3,Stim8hr,0.2856608011980531,False
MOGS,Rest,0.586109995985548,False
MOGS,Stim48hr,0.2395709177592372,False
MOGS,Stim8hr,0.4964432796705353,False
MON1A,Rest,0.8346045764753112,False
MON1A,Stim48hr,0.567342073897497,False
MON1A,Stim8hr,0.8390116061400225,False
MON2,Rest,0.911280610196708,False
MORC2,Rest,0.390606182256122,False
MORC2,Stim48hr,0.1152165276122367,False
MORC2,Stim8hr,0.4687383002620741,False
MORC3,Rest,0.290646326776395,False
MORC3,Stim8hr,0.1119430924747285,False
MORF4L1,Stim48hr,0.9376241557409616,False
MORF4L1,Stim8hr,0.9580681392736804,False
MORF4L2,Stim48hr,0.0143027413587604,False
MORN1,Rest,0.3183460457647531,False
MOSMO,Rest,0.7864311521477318,False
MOSMO,Stim48hr,0.9419944378228048,False
MOSMO,Stim8hr,0.6825159116435792,False
MOSPD1,Rest,0.0895222802087515,False
MOSPD2,Rest,0.085909273384183,False
MOSPD2,Stim48hr,0.0127135478744537,False
MOSPD2,Stim8hr,0.035941594908274,False
MOV10,Rest,0.0365315134484142,False
MOV10,Stim48hr,0.0349622566547477,False
MOV10,Stim8hr,0.0632721827031074,False
MPG,Stim48hr,0.7751291219705999,False
MPG,Stim8hr,0.8068139273680269,False
MPHOSPH9,Stim8hr,0.6929988768251591,False
MPI,Rest,0.3159373745483742,False
MPI,Stim48hr,0.2423520063567739,False
MPI,Stim8hr,0.6566828903032572,False
MPIG6B,Rest,0.6704134885588118,False
MPIG6B,Stim48hr,0.7806912991656734,False
MPLKIP,Stim8hr,0.2538375140396855,False
MPND,Stim8hr,0.66491950580307,False
MPP2,Rest,0.5287033319951827,False
MPP2,Stim48hr,0.1350814461660707,False
MPP2,Stim8hr,0.2167727442905279,False
MRC2,Rest,0.3428342031312726,False
MRC2,Stim48hr,0.0659515295987286,False
MRC2,Stim8hr,0.0400599026581804,False
MRGBP,Stim48hr,0.7918156535558204,False
MRGBP,Stim8hr,0.798951703481842,False
MRM2,Stim48hr,0.5558204211362734,False
MROH6,Stim48hr,0.4751688518077075,False
MRPL10,Rest,0.3030911280610197,False
MRPL10,Stim8hr,0.6271059528266567,False
MRPL11,Rest,0.7141710156563629,False
MRPL11,Stim48hr,0.766388557806913,False
MRPL11,Stim8hr,0.7165855484837139,False
MRPL13,Rest,0.8892011240465676,False
MRPL13,Stim8hr,0.6188693373268439,False
MRPL14,Rest,0.8715375351264553,False
MRPL14,Stim48hr,0.5756853396901073,False
MRPL14,Stim8hr,0.9213777611381504,False
MRPL15,Rest,0.7009233239662787,False
MRPL16,Rest,0.6916900843034925,False
MRPL16,Stim48hr,0.3980929678188319,False
MRPL16,Stim8hr,0.3571695994009734,False
MRPL17,Stim48hr,0.5903853794199444,False
MRPL17,Stim8hr,0.641707225758143,False
MRPL18,Rest,0.8434363709353673,False
MRPL18,Stim48hr,0.1990464839094159,False
MRPL18,Stim8hr,0.8259078996630476,False
MRPL19,Stim48hr,0.6420341676599126,False
MRPL2,Rest,0.2240064231232436,False
MRPL2,Stim48hr,0.1291219705999205,False
MRPL2,Stim8hr,0.489704230625234,False
MRPL21,Rest,0.3649136892814131,False
MRPL21,Stim48hr,0.1271354787445371,False
MRPL21,Stim8hr,0.1849494571321602,False
MRPL22,Rest,0.8422320353271778,False
MRPL22,Stim8hr,0.4384125795582179,False
MRPL23,Stim48hr,0.930870083432658,False
MRPL3,Rest,0.2284223203532717,False
MRPL3,Stim48hr,0.4465633690901867,False
MRPL3,Stim8hr,0.3077499064020966,False
MRPL32,Stim48hr,0.4517282479141835,False
MRPL33,Stim48hr,0.7056019070321812,False
MRPL34,Rest,0.4504215174628663,False
MRPL34,Stim48hr,0.4819229241160111,False
MRPL34,Stim8hr,0.8554848371396481,False
MRPL35,Rest,0.7912484945804897,False
MRPL35,Stim48hr,0.965435041716329,False
MRPL35,Stim8hr,0.7592661924372894,False
MRPL36,Rest,0.4957848253713368,False
MRPL36,Stim48hr,0.7167262614223282,False
MRPL37,Rest,0.2513046969088719,False
MRPL37,Stim48hr,0.1835518474374255,False
MRPL37,Stim8hr,0.3320853612879071,False
MRPL39,Rest,0.495383380168607,False
MRPL39,Stim48hr,0.9833134684147796,False
MRPL42,Rest,0.3629064632677639,False
MRPL42,Stim48hr,0.3690901867302344,False
MRPL42,Stim8hr,0.5922875327592662,False
MRPL43,Rest,0.6808510638297872,False
MRPL43,Stim48hr,0.2530790623758442,False
MRPL43,Stim8hr,0.8270310745039311,False
MRPL45,Rest,0.8566840626254516,False
MRPL45,Stim48hr,0.7052046086611045,False
MRPL45,Stim8hr,0.7177087233245976,False
MRPL46,Rest,0.5636290646326776,False
MRPL46,Stim48hr,0.6245530393325387,False
MRPL46,Stim8hr,0.5016847622613253,False
MRPL47,Stim48hr,0.466030989272944,False
MRPL49,Rest,0.3095142513046969,False
MRPL49,Stim48hr,0.6567342073897497,False
MRPL49,Stim8hr,0.2695619618120554,False
MRPL50,Stim48hr,0.8720699245133094,False
MRPL50,Stim8hr,0.8150505428678397,False
MRPL52,Stim48hr,0.5160905840286055,False
MRPL53,Stim48hr,0.6030989272943981,False
MRPL54,Stim48hr,0.3806118394914581,False
MRPL55,Rest,0.088317944600562,False
MRPL55,Stim48hr,0.6468017481128328,False
MRPL57,Stim48hr,0.8311481922924115,False
MRPL58,Rest,0.4781212364512244,False
MRPL58,Stim48hr,0.6046881207787048,False
MRPL9,Stim48hr,0.4223281684545093,False
MRPS10,Stim48hr,0.2816845450933651,False
MRPS11,Rest,0.5078281814532316,False
MRPS11,Stim48hr,0.2673818037346047,False
MRPS11,Stim8hr,0.6398352676900038,False
MRPS12,Rest,0.6804496186270574,False
MRPS12,Stim48hr,0.5546285260230434,False
MRPS12,Stim8hr,0.5578435043055036,False
MRPS14,Stim48hr,0.4489471593166468,False
MRPS15,Rest,0.30228823765556,False
MRPS15,Stim48hr,0.4398092967818832,False
MRPS15,Stim8hr,0.1740921003369524,False
MRPS16,Rest,0.2344439983942192,False
MRPS16,Stim48hr,0.3357171235597934,False
MRPS16,Stim8hr,0.2942718083114938,False
MRPS17,Rest,0.4636692091529506,False
MRPS17,Stim48hr,0.5288041319030592,False
MRPS17,Stim8hr,0.693373268438787,False
MRPS18B,Rest,0.9361702127659576,False
MRPS18B,Stim48hr,0.9570917759237187,False
MRPS18B,Stim8hr,0.7656308498689629,False
MRPS18C,Stim48hr,0.3273738577671831,False
MRPS18C,Stim8hr,0.7469112691875702,False
MRPS2,Rest,0.8129265355279004,False
MRPS2,Stim48hr,0.255860150973381,False
MRPS2,Stim8hr,0.445900411830775,False
MRPS21,Rest,0.1304696908871939,False
MRPS21,Stim48hr,0.2824791418355185,False
MRPS21,Stim8hr,0.3717708723324597,False
MRPS22,Stim48hr,0.1462058005562177,False
MRPS22,Stim8hr,0.5840509172594534,False
MRPS23,Rest,0.5174628663187475,False
MRPS23,Stim48hr,0.8156535558204211,False
MRPS23,Stim8hr,0.187944590041183,False
MRPS24,Rest,0.3737454837414692,False
MRPS24,Stim48hr,0.6789829161700437,False
MRPS24,Stim8hr,0.4073380756271059,False
MRPS25,Rest,0.5242874347651546,False
MRPS25,Stim48hr,0.4835121176003178,False
MRPS25,Stim8hr,0.5634593785099213,False
MRPS26,Rest,0.1469289441991168,False
MRPS26,Stim48hr,0.0262216924910607,False
MRPS26,Stim8hr,0.0838637214526394,False
MRPS27,Rest,0.5933360096346849,False
MRPS27,Stim48hr,0.5494636471990465,False
MRPS27,Stim8hr,0.7749906402096594,False
MRPS31,Stim48hr,0.8804131903059197,False
MRPS34,Stim48hr,0.6309098132697656,False
MRPS35,Rest,0.4632677639502208,False
MRPS35,Stim48hr,0.1390544298768375,False
MRPS35,Stim8hr,0.5803070011231748,False
MRPS5,Rest,0.3219590525893215,False
MRPS5,Stim48hr,0.7103694874851013,False
MRPS5,Stim8hr,0.6372145263946087,False
MRPS6,Rest,0.65114411882778,False
MRPS6,Stim48hr,0.2065951529598728,False
MRPS6,Stim8hr,0.6499438412579558,False
MRPS7,Rest,0.741870734644721,False
MRPS7,Stim48hr,0.8867699642431466,False
MRPS9,Rest,0.539542352468888,False
MRPS9,Stim48hr,0.6428287644020659,False
MRPS9,Stim8hr,0.731935604642456,False
MRRF,Rest,0.5002007226013649,False
MRRF,Stim48hr,0.454906634882797,False
MRRF,Stim8hr,0.6098839385997754,False
MRS2,Rest,0.93014853472501,False
MRTFB,Stim8hr,0.2418569824035941,False
MRTO4,Rest,0.6788438378161381,False
MSANTD4,Stim48hr,0.2018275725069527,False
MSH5,Stim48hr,0.6738180373460468,False
MSI2,Stim48hr,0.5478744537147398,False
MSL1,Stim8hr,0.5615874204417821,False
MSL2,Rest,0.1670012043356082,False
MSL2,Stim48hr,0.6066746126340882,False
MSL2,Stim8hr,0.9726694122051666,False
MST1,Stim48hr,0.2884386174016686,False
MST1,Stim8hr,0.0467989517034818,False
MT1E,Rest,0.8675230830991569,False
MT1E,Stim48hr,0.4974175605880016,False
MT3,Stim48hr,0.9249106078665076,False
MTA2,Rest,0.9466077880369328,False
MTA2,Stim48hr,0.990067540723083,False
MTA2,Stim8hr,0.8146761512542119,False
MTA3,Stim48hr,0.2129519268970997,False
MTA3,Stim8hr,0.2066641707225758,False
MTCH1,Stim48hr,0.6901072705601907,False
MTCH2,Stim48hr,0.6487882399682161,False
MTERF2,Rest,0.3311922922521076,False
MTERF2,Stim48hr,0.88637266587207,False
MTERF2,Stim8hr,0.9385997753650318,False
MTERF3,Rest,0.1413087113608992,False
MTERF3,Stim48hr,0.7640047675804529,False
MTERF3,Stim8hr,0.1722201422688132,False
MTF1,Rest,0.8875953432356484,False
MTF1,Stim48hr,0.3937226857369885,False
MTF1,Stim8hr,0.7581430175964058,False
MTF2,Rest,0.8900040144520273,False
MTF2,Stim48hr,0.9896702423520064,False
MTF2,Stim8hr,0.770872332459753,False
MTFR1,Stim48hr,0.0917759237187127,False
MTG1,Rest,0.5600160578081091,False
MTG1,Stim48hr,0.4481525625744934,False
MTG2,Rest,0.7503010839020474,False
MTHFD1,Rest,0.223203532717784,False
MTHFD1,Stim48hr,0.0870083432657926,False
MTHFD1,Stim8hr,0.4009734181954324,False
MTHFD1L,Stim48hr,0.5371473976956694,False
MTHFD1L,Stim8hr,0.55672032946462,False
MTHFD2,Stim48hr,0.6328963051251489,False
MTIF2,Stim48hr,0.4040524433849821,False
MTMR10,Rest,0.4532316338819751,False
MTMR10,Stim48hr,0.0818434644417957,False
MTMR10,Stim8hr,0.0894795956570572,False
MTMR3,Rest,0.293054997992774,False
MTMR3,Stim48hr,0.0858164481525625,False
MTMR3,Stim8hr,0.4945713216023961,False
MTOR,Stim48hr,0.2538736591179976,False
MTOR,Stim8hr,0.3339573193560464,False
MTPAP,Stim48hr,0.3535955502582439,False
MTPAP,Stim8hr,0.8944215649569449,False
MTRR,Rest,0.62786029706945,False
MTRR,Stim48hr,0.3142630115216527,False
MTRR,Stim8hr,0.1269187570198427,False
MTX1,Stim48hr,0.7306317044100119,False
MTX2,Stim48hr,0.8605482717520858,False
MUC3A,Rest,0.0718586912886391,False
MUC4,Rest,0.6567643516659976,False
MUC4,Stim48hr,0.9582836710369488,False
MUC4,Stim8hr,0.920254586297267,False
MUS81,Stim8hr,0.9625608386372144,False
MUTYH,Stim48hr,0.5665474771553437,False
MVB12B,Rest,0.297470895222802,False
MVB12B,Stim48hr,0.8851807707588399,False
MVB12B,Stim8hr,0.8753275926619244,False
MVD,Rest,0.5993576876756322,False
MVD,Stim48hr,0.7779102105681367,False
MVP,Stim48hr,0.0504568931267381,False
MXI1,Stim48hr,0.5880015891934843,False
MYB,Rest,0.0762745885186672,False
MYB,Stim48hr,0.3996821613031386,False
MYB,Stim8hr,0.7858479970048671,False
MYC,Rest,0.4323564833400241,False
MYC,Stim48hr,0.512912197059992,False
MYC,Stim8hr,0.10819917633845,False
MYCN,Rest,0.4303492573263749,False
MYCN,Stim8hr,0.32983901160614,False
MYDGF,Stim8hr,0.3897416697865968,False
MYEF2,Rest,0.0943396226415094,False
MYEF2,Stim8hr,0.5144140771246724,False
MYH14,Stim48hr,0.9360349622566548,False
MYH9,Rest,0.5764753111200321,False
MYH9,Stim8hr,0.1104455260202171,False
MYL12A,Rest,0.5443596949016459,False
MYL12A,Stim48hr,0.3178386968613428,False
MYL5,Rest,0.6619831393014853,False
MYL5,Stim48hr,0.9864918553833928,False
MYL5,Stim8hr,0.5039311119430925,False
MYL9,Rest,0.653552790044159,False
MYL9,Stim48hr,0.1434247119586809,False
MYL9,Stim8hr,0.6986147510295769,False
MYNN,Rest,0.4315535929345644,False
MYO16,Stim8hr,0.8727068513665294,False
MYO1F,Stim48hr,0.9705999205403256,False
MYO6,Rest,0.9289441991168206,False
MYO9A,Rest,0.7872340425531915,False
MYO9A,Stim48hr,0.7723480333730631,False
MYO9A,Stim8hr,0.8371396480718832,False
MYO9B,Stim48hr,0.5427095748907429,False
MYOG,Stim8hr,0.8075627105952826,False
MYPOP,Stim8hr,0.4223137401722201,False
MYRFL,Rest,0.9807306302689685,False
MYSM1,Stim48hr,0.1148192292411601,False
MYSM1,Stim8hr,0.3773867465368776,False
MYT1L,Rest,0.3087113608992372,False
MYT1L,Stim8hr,0.0014975664545114,False
N4BP3,Stim48hr,0.1342868494239173,False
N6AMT1,Rest,0.34885588117222,False
N6AMT1,Stim48hr,0.3075089392133492,False
N6AMT1,Stim8hr,0.195806813927368,False
NAA20,Rest,0.4187073464472099,False
NAA20,Stim48hr,0.7449344457687723,False
NAA20,Stim8hr,0.6626731561213028,False
NAA25,Rest,0.467282215977519,False
NAA25,Stim48hr,0.5184743742550656,False
NAA25,Stim8hr,0.2193934855859228,False
NAA30,Rest,0.2155760738659173,False
NAA30,Stim48hr,0.7548669050456893,False
NAA30,Stim8hr,0.5290153500561587,False
NAA35,Rest,0.2364512244078683,False
NAA35,Stim8hr,0.1231748408835642,False
NAA40,Rest,0.9799277398635088,False
NAA40,Stim48hr,0.7195073500198649,False
NAA40,Stim8hr,0.9359790340696368,False
NAALADL1,Stim48hr,0.4807310290027811,False
NAB2,Stim8hr,0.3021340321976787,False
NABP1,Rest,0.81413087113609,False
NABP1,Stim48hr,0.8426698450536353,False
NABP1,Stim8hr,0.8783227255709473,False
NABP2,Stim48hr,0.0993245927691696,False
NACC2,Rest,0.4150943396226415,False
NADK,Stim48hr,0.288041319030592,False
NADK2,Rest,0.0830991569650742,False
NADK2,Stim48hr,0.5188716726261422,False
NADK2,Stim8hr,0.1418944215649569,False
NADSYN1,Rest,0.1601766358892011,False
NADSYN1,Stim8hr,0.9371022089105204,False
NAE1,Rest,0.5419510236852669,False
NAE1,Stim48hr,0.6142232816845451,False
NAF1,Rest,0.4536330790847049,False
NAF1,Stim48hr,0.3714739769566945,False
NAF1,Stim8hr,0.2957693747660052,False
NAGK,Stim48hr,0.2439411998410806,False
NAIF1,Rest,0.6170212765957447,False
NAIF1,Stim48hr,0.4298768375049662,False
NAIF1,Stim8hr,0.2122800449269936,False
NAMPT,Rest,0.2420714572460859,False
NAMPT,Stim48hr,0.1756058800158919,False
NAMPT,Stim8hr,0.3347061025833021,False
NANOS1,Stim8hr,0.0505428678397603,False
NANP,Stim8hr,0.8236615499812804,False
NAPB,Rest,0.839421918908069,False
NAPB,Stim48hr,0.6177989670242352,False
NAPB,Stim8hr,0.7922126544365407,False
NAPG,Stim48hr,0.5180770758839889,False
NARS2,Rest,0.2870333199518265,False
NARS2,Stim48hr,0.5077473182359953,False
NARS2,Stim8hr,0.2504679895170348,False
NASP,Rest,0.5507828181453231,False
NASP,Stim8hr,0.8412579558217896,False
NATD1,Stim48hr,0.2856575288041319,False
NATD1,Stim8hr,0.2497192062897791,False
NBAS,Stim8hr,0.4410333208536128,False
NBN,Stim8hr,0.1044552602021714,False
NCALD,Rest,0.4351665997591328,False
NCAM1,Rest,0.6049779205138499,False
NCAPD3,Stim48hr,0.2844656336909019,False
NCAPD3,Stim8hr,0.1490078622238861,False
NCAPG2,Rest,0.0863107185869128,False
NCAPG2,Stim48hr,0.3758442590385379,False
NCAPG2,Stim8hr,0.5997753650318233,False
NCAPH2,Stim48hr,0.6412395709177592,False
NCBP3,Rest,0.9634684865515856,False
NCBP3,Stim48hr,0.2630115216527612,False
NCBP3,Stim8hr,0.7383002620741296,False
NCDN,Rest,0.1489361702127659,False
NCDN,Stim48hr,0.9233214143822012,False
NCKAP1,Stim8hr,0.7543991014601273,False
NCKAP1L,Rest,0.5527900441589723,False
NCKAP1L,Stim48hr,0.2443384982121573,False
NCKAP1L,Stim8hr,0.600524148259079,False
NCLN,Rest,0.1553592934564432,False
NCOA1,Stim48hr,0.3710766785856178,False
NCOA1,Stim8hr,0.6787719955073006,False
NCOA5,Stim48hr,0.7659912594358363,False
NCOA5,Stim8hr,0.4874578809434668,False
NCOA6,Rest,0.7856282617422722,False
NCOA6,Stim48hr,0.067938021454112,False
NCOA6,Stim8hr,0.0921003369524522,False
NCOR1,Rest,0.6724207145724609,False
NCOR1,Stim48hr,0.2614223281684545,False
NCOR1,Stim8hr,0.1475102957693747,False
NCR3,Stim8hr,0.4912017970797454,False
NCS1,Stim48hr,0.5848232022248708,False
NDEL1,Stim48hr,0.5601907032181168,False
NDEL1,Stim8hr,0.1063272182703107,False
NDFIP2,Stim48hr,0.2685736988478347,False
NDFIP2,Stim8hr,0.043803818794459,False
NDOR1,Rest,0.188277800080289,False
NDOR1,Stim48hr,0.950735001986492,False
NDOR1,Stim8hr,0.9030325720703856,False
NDRG1,Rest,0.8940184664793256,False
NDRG1,Stim48hr,0.6305125148986889,False
NDRG1,Stim8hr,0.7222014226881318,False
NDST2,Rest,0.9405861099959856,False
NDUFA10,Rest,0.8342031312725813,False
NDUFA11,Stim48hr,0.1970599920540325,False
NDUFA3,Stim48hr,0.2713547874453714,False
NDUFA5,Rest,0.9409875551987154,False
NDUFA5,Stim48hr,0.1950735001986492,False
NDUFA6,Stim48hr,0.5609852999602701,False
NDUFA8,Rest,0.848655158570855,False
NDUFA8,Stim48hr,0.3341279300754867,False
NDUFA8,Stim8hr,0.4065892923998502,False
NDUFA9,Stim48hr,0.2054032578466428,False
NDUFA9,Stim8hr,0.5982777985773119,False
NDUFAF3,Stim48hr,0.5943583631307111,False
NDUFAF5,Stim8hr,0.4107076001497566,False
NDUFAF6,Stim48hr,0.1732220897894318,False
NDUFB10,Rest,0.4460056202328382,False
NDUFB10,Stim48hr,0.212554628526023,False
NDUFB11,Rest,0.2922521075873143,False
NDUFB11,Stim48hr,0.2959872864521255,False
NDUFB11,Stim8hr,0.8274054661175589,False
NDUFB2,Stim48hr,0.7894318633293603,False
NDUFB4,Rest,0.2448815736651947,False
NDUFB4,Stim48hr,0.0850218514104092,False
NDUFB6,Rest,0.7924528301886793,False
NDUFB6,Stim48hr,0.3643226062773143,False
NDUFB7,Rest,0.6025692492974709,False
NDUFB7,Stim48hr,0.4076281287246722,False
NDUFB8,Stim48hr,0.0500595947556615,False
NDUFB9,Stim48hr,0.0631704410011919,False
NDUFB9,Stim8hr,0.0628977910894796,False
NDUFC1,Stim48hr,0.0417163289630512,False
NDUFS1,Stim48hr,0.3524036551450139,False
NDUFS2,Rest,0.963067041348856,False
NDUFS2,Stim48hr,0.4282876440206595,False
NDUFS3,Stim48hr,0.2888359157727453,False
NDUFS5,Stim48hr,0.5037743345252285,False
NDUFS7,Stim48hr,0.3976956694477552,False
NDUFS7,Stim8hr,0.4324223137401722,False
NDUFS8,Rest,0.769971898835809,False
NDUFS8,Stim48hr,0.3798172427493047,False
NDUFS8,Stim8hr,0.7169599400973419,False
NDUFV1,Stim48hr,0.2864521255462852,False
NDUFV1,Stim8hr,0.7764882066641707,False
NDUFV2,Rest,0.7266158169409875,False
NDUFV2,Stim48hr,0.3607469209376241,False
NDUFV2,Stim8hr,0.5503556720329464,False
NEB,Rest,0.7539140907266159,False
NEB,Stim48hr,0.2701628923321414,False
NEB,Stim8hr,0.4930737551478847,False
NECAP2,Stim48hr,0.823202224870878,False
NEFL,Stim8hr,0.2590789966304754,False
NEIL1,Stim48hr,0.2097735399284863,False
NEIL1,Stim8hr,0.0187195806813927,False
NEIL2,Stim48hr,0.3408820023837902,False
NEK1,Rest,0.3050983540746688,False
NEK3,Stim48hr,0.688518077075884,False
NELFA,Stim8hr,0.084986896293523,False
NELFCD,Rest,0.0425531914893617,False
NELFCD,Stim48hr,0.1374652363925308,False
NELFCD,Stim8hr,0.2272557094721078,False
NELFE,Rest,0.0148534725010036,False
NELFE,Stim8hr,0.0363159865219019,False
NEMF,Stim48hr,0.1533571712355979,False
NEMF,Stim8hr,0.1598652190190939,False
NEMP2,Rest,0.9654757125652348,False
