gene_id,condition,n_guides_tested,n_guides_signif_kd,best_kd_tstat,frac_guides_signif_kd
ENSG00000095303,Stim48hr,2,2,-8.204449952063053,1.0
ENSG00000095303,Stim8hr,2,0,-0.5183817946971837,0.0
ENSG00000095319,Rest,2,2,-48.973305009391495,1.0
ENSG00000095319,Stim48hr,2,2,-37.60677318476079,1.0
ENSG00000095319,Stim8hr,2,2,-42.27065420504599,1.0
ENSG00000095321,Rest,2,2,-4.790055866746074,1.0
ENSG00000095321,Stim48hr,2,2,-81.93840202005798,1.0
ENSG00000095321,Stim8hr,2,1,-3.700783874731048,0.5
ENSG00000095370,Rest,2,1,-2.9181833027929893,0.5
ENSG00000095370,Stim48hr,2,0,-0.6538428891364876,0.0
ENSG00000095370,Stim8hr,2,1,-38.014024052751154,0.5
ENSG00000095380,Rest,2,2,-55.39512996642646,1.0
ENSG00000095380,Stim48hr,2,2,-32.556395345059784,1.0
ENSG00000095380,Stim8hr,2,2,-60.40955475950502,1.0
ENSG00000095383,Rest,2,2,-29.58213285255095,1.0
ENSG00000095383,Stim48hr,2,2,-12.858269680993198,1.0
ENSG00000095383,Stim8hr,2,2,-33.00919020538467,1.0
ENSG00000095397,Rest,2,2,-15.912978232705305,1.0
ENSG00000095397,Stim48hr,2,2,-51.951985700448645,1.0
ENSG00000095397,Stim8hr,2,2,-10.194419016549888,1.0
ENSG00000095464,Rest,2,0,0.0,0.0
ENSG00000095464,Stim48hr,2,0,-0.0338507001020278,0.0
ENSG00000095464,Stim8hr,2,0,-0.0163990153700809,0.0
ENSG00000095485,Rest,2,2,-35.72344172303624,1.0
ENSG00000095485,Stim48hr,2,2,-16.053316671317827,1.0
ENSG00000095485,Stim8hr,2,2,-42.57098842865474,1.0
ENSG00000095564,Rest,2,2,-37.32340027168588,1.0
ENSG00000095564,Stim48hr,2,2,-32.765909857560715,1.0
ENSG00000095564,Stim8hr,2,2,-38.276909564470245,1.0
ENSG00000095574,Rest,2,2,-69.33810479303636,1.0
ENSG00000095574,Stim48hr,2,2,-62.05491370182428,1.0
ENSG00000095574,Stim8hr,2,2,-78.01368354782238,1.0
ENSG00000095739,Rest,2,0,-0.5788550278184545,0.0
ENSG00000095739,Stim48hr,2,2,-17.03985954077687,1.0
ENSG00000095739,Stim8hr,2,2,-27.96953160596209,1.0
ENSG00000095787,Rest,2,2,-9.602398952964132,1.0
ENSG00000095787,Stim48hr,2,2,-13.057016132184224,1.0
ENSG00000095787,Stim8hr,2,2,-9.54531446073817,1.0
ENSG00000095794,Rest,2,2,-13.90698107195734,1.0
ENSG00000095794,Stim48hr,2,2,-7.192967070571501,1.0
ENSG00000095794,Stim8hr,2,2,-12.917567323123096,1.0
ENSG00000095906,Rest,2,0,-1.5433031910141903,0.0
ENSG00000095906,Stim48hr,2,0,-0.1634666867683462,0.0
ENSG00000095906,Stim8hr,2,2,-63.45877521109803,1.0
ENSG00000095932,Rest,2,0,-1.1320357315408074,0.0
ENSG00000095932,Stim48hr,2,1,-4.632395883030323,0.5
ENSG00000095932,Stim8hr,2,0,-1.007287066152047,0.0
ENSG00000095951,Rest,2,0,0.0,0.0
ENSG00000095951,Stim48hr,2,0,0.0,0.0
ENSG00000095951,Stim8hr,2,0,0.0,0.0
ENSG00000096060,Rest,2,2,-57.65049013355922,1.0
ENSG00000096060,Stim48hr,2,2,-31.959984333062646,1.0
ENSG00000096060,Stim8hr,2,2,-52.058681672495766,1.0
ENSG00000096063,Rest,2,2,-61.13684377185213,1.0
ENSG00000096063,Stim48hr,2,2,-65.30816520430517,1.0
ENSG00000096063,Stim8hr,2,2,-77.13387741979662,1.0
ENSG00000096070,Rest,2,1,-29.89419886869936,0.5
ENSG00000096070,Stim48hr,2,1,-21.3070594467505,0.5
ENSG00000096070,Stim8hr,2,1,-31.68304504192214,0.5
ENSG00000096080,Rest,2,0,0.0,0.0
ENSG00000096080,Stim48hr,2,0,0.0,0.0
ENSG00000096080,Stim8hr,2,0,0.0,0.0
ENSG00000096088,Rest,2,0,-0.1535556753934013,0.0
ENSG00000096088,Stim48hr,2,0,-0.2407951678819071,0.0
ENSG00000096088,Stim8hr,2,0,-0.0529914291074151,0.0
ENSG00000096092,Rest,2,2,-59.40950043124846,1.0
ENSG00000096092,Stim48hr,2,2,-57.855085457040886,1.0
ENSG00000096092,Stim8hr,2,2,-42.25155171733077,1.0
ENSG00000096093,Rest,2,2,-8.255478892402154,1.0
ENSG00000096093,Stim48hr,2,2,-8.018233183791404,1.0
ENSG00000096093,Stim8hr,2,2,-4.514590581063719,1.0
ENSG00000096384,Rest,2,2,-46.873489063189695,1.0
ENSG00000096384,Stim48hr,2,2,-44.082665515177794,1.0
ENSG00000096384,Stim8hr,2,2,-66.97859414815963,1.0
ENSG00000096395,Rest,2,0,-0.0186344649131095,0.0
ENSG00000096395,Stim48hr,2,0,-0.0450394926298617,0.0
ENSG00000096395,Stim8hr,2,0,-0.0182399670119906,0.0
ENSG00000096401,Rest,1,0,0.8080527637873763,0.0
ENSG00000096401,Stim48hr,1,0,0.0014210684248672,0.0
ENSG00000096401,Stim8hr,1,0,-0.7077890879230828,0.0
ENSG00000096433,Rest,2,2,-56.72232130432732,1.0
ENSG00000096433,Stim48hr,2,2,-54.2387402103135,1.0
ENSG00000096433,Stim8hr,2,2,-48.33180330233992,1.0
ENSG00000096654,Rest,2,2,-46.148647408086006,1.0
ENSG00000096654,Stim48hr,2,2,-36.84119737835621,1.0
ENSG00000096654,Stim8hr,2,2,-36.58166195982889,1.0
ENSG00000096696,Rest,2,0,-0.8561411585413782,0.0
ENSG00000096696,Stim48hr,2,0,-0.9617276400904332,0.0
ENSG00000096696,Stim8hr,2,0,-0.5957961243343964,0.0
ENSG00000096717,Rest,2,2,-33.55612530420045,1.0
ENSG00000096717,Stim48hr,2,2,-53.66990778455517,1.0
ENSG00000096717,Stim8hr,2,2,-52.97001026582434,1.0
ENSG00000096746,Rest,2,2,-30.028582137481663,1.0
ENSG00000096746,Stim48hr,2,2,-25.644053114696447,1.0
ENSG00000096746,Stim8hr,2,2,-22.73277162620144,1.0
ENSG00000096872,Rest,2,0,0.0,0.0
ENSG00000096872,Stim48hr,2,0,0.0,0.0
ENSG00000096872,Stim8hr,2,0,0.0,0.0
ENSG00000096968,Rest,2,2,-63.40080248949779,1.0
ENSG00000096968,Stim48hr,2,2,-55.80159148049845,1.0
ENSG00000096968,Stim8hr,2,2,-67.12066061915577,1.0
ENSG00000096996,Rest,2,2,-34.18438549930992,1.0
ENSG00000096996,Stim48hr,2,2,-29.09846609971831,1.0
ENSG00000096996,Stim8hr,2,2,-39.26502343038205,1.0
ENSG00000097007,Rest,2,2,-3.9396930934268712,1.0
ENSG00000097007,Stim48hr,2,2,-3.572348814810061,1.0
ENSG00000097007,Stim8hr,2,0,-0.8366588500741103,0.0
ENSG00000097021,Rest,2,2,-37.07072406882464,1.0
ENSG00000097021,Stim48hr,2,2,-17.697333063998105,1.0
ENSG00000097021,Stim8hr,2,2,-52.43754228001943,1.0
ENSG00000097033,Rest,2,2,-74.04873823375144,1.0
ENSG00000097033,Stim48hr,2,2,-95.23817845924376,1.0
ENSG00000097033,Stim8hr,2,2,-81.95061964176014,1.0
ENSG00000097046,Stim48hr,1,0,-0.0037550814704915,0.0
ENSG00000097046,Stim8hr,2,0,-0.9887887067451192,0.0
ENSG00000097096,Rest,2,2,-12.849719982953228,1.0
ENSG00000097096,Stim48hr,2,2,-8.236596380921174,1.0
ENSG00000097096,Stim8hr,2,2,-13.37650574134273,1.0
ENSG00000099139,Rest,2,2,-18.60420546132962,1.0
ENSG00000099139,Stim48hr,2,2,-24.42093254006232,1.0
ENSG00000099139,Stim8hr,2,1,-41.70125628426258,0.5
ENSG00000099194,Rest,2,2,-117.1145377544709,1.0
ENSG00000099194,Stim48hr,2,2,-32.71101214226475,1.0
ENSG00000099194,Stim8hr,2,2,-58.51516228573382,1.0
ENSG00000099203,Rest,2,2,-30.24132038490135,1.0
ENSG00000099203,Stim48hr,2,2,-33.93650732477295,1.0
ENSG00000099203,Stim8hr,2,2,-22.751488941751703,1.0
ENSG00000099204,Rest,2,0,-1.4462635325376094,0.0
ENSG00000099204,Stim48hr,2,0,-0.4404525242401131,0.0
ENSG00000099204,Stim8hr,2,0,-0.3717454972838593,0.0
ENSG00000099219,Rest,2,2,-21.53859582934401,1.0
ENSG00000099219,Stim48hr,2,2,-74.79693784886086,1.0
ENSG00000099219,Stim8hr,2,2,-18.53073924540077,1.0
ENSG00000099246,Rest,1,1,-55.411943803325634,1.0
ENSG00000099246,Stim48hr,2,1,-32.64498737286648,0.5
ENSG00000099246,Stim8hr,1,1,-69.56664061161892,1.0
ENSG00000099256,Rest,2,2,-12.840645368095172,1.0
ENSG00000099256,Stim48hr,2,2,-15.922403378370928,1.0
ENSG00000099256,Stim8hr,2,2,-15.71454491669209,1.0
ENSG00000099282,Rest,2,2,-31.82069657064625,1.0
ENSG00000099282,Stim48hr,2,2,-20.33642588055181,1.0
ENSG00000099282,Stim8hr,2,1,-35.53422454415115,0.5
ENSG00000099284,Rest,2,0,-0.1416337622260462,0.0
ENSG00000099284,Stim48hr,2,2,-5.709191277410835,1.0
ENSG00000099284,Stim8hr,2,0,-0.9465347604591297,0.0
ENSG00000099290,Rest,2,0,0.0,0.0
ENSG00000099290,Stim48hr,2,0,0.0,0.0
ENSG00000099290,Stim8hr,2,0,0.0,0.0
ENSG00000099308,Rest,2,1,-1.9214437715558048,0.5
ENSG00000099308,Stim48hr,2,0,-1.7068848553668967,0.0
ENSG00000099308,Stim8hr,2,2,-4.231338269047635,1.0
ENSG00000099326,Rest,2,2,-7.630964317457953,1.0
ENSG00000099326,Stim48hr,2,2,-9.767766330057228,1.0
ENSG00000099326,Stim8hr,2,2,-30.500998856653275,1.0
ENSG00000099330,Rest,2,2,-21.57376441911224,1.0
ENSG00000099330,Stim48hr,2,2,-29.69536431004341,1.0
ENSG00000099330,Stim8hr,2,2,-78.15275275398398,1.0
ENSG00000099331,Rest,1,1,-2.4940811414222046,1.0
ENSG00000099331,Stim48hr,2,1,-122.8808280655046,0.5
ENSG00000099331,Stim8hr,2,2,-70.00572593023536,1.0
ENSG00000099337,Rest,2,1,-29.59497611754766,0.5
ENSG00000099337,Stim48hr,2,1,-20.259568791937014,0.5
ENSG00000099337,Stim8hr,2,2,-44.61999147625232,1.0
ENSG00000099338,Rest,2,2,-9.08163322433093,1.0
ENSG00000099338,Stim48hr,2,2,-5.525079497083003,1.0
ENSG00000099338,Stim8hr,2,1,-19.292979176033743,0.5
ENSG00000099341,Rest,1,0,-2.8239361295113787,0.0
ENSG00000099341,Stim48hr,1,0,-1.4291423213062564,0.0
ENSG00000099341,Stim8hr,1,0,0.0040950489742301,0.0
ENSG00000099364,Rest,2,2,-6.90269662575266,1.0
ENSG00000099364,Stim48hr,2,1,-9.579246444727362,0.5
ENSG00000099364,Stim8hr,2,1,-9.480471802142588,0.5
ENSG00000099365,Rest,2,1,-3.337039597808713,0.5
ENSG00000099365,Stim48hr,2,0,-1.0419166814744232,0.0
ENSG00000099365,Stim8hr,2,0,-1.7177669692328716,0.0
ENSG00000099377,Rest,2,2,-8.273540175580987,1.0
ENSG00000099377,Stim48hr,2,2,-19.06473991889926,1.0
ENSG00000099377,Stim8hr,2,0,-0.9931118395235636,0.0
ENSG00000099381,Rest,2,0,-0.4849736782712199,0.0
ENSG00000099381,Stim48hr,2,1,-33.26255071647576,0.5
ENSG00000099381,Stim8hr,2,1,-3.952502814602648,0.5
ENSG00000099385,Rest,2,2,-25.75482846297183,1.0
ENSG00000099385,Stim48hr,2,2,-41.72801139591377,1.0
ENSG00000099385,Stim8hr,2,2,-31.424860965685376,1.0
ENSG00000099622,Rest,2,2,-59.34033308556751,1.0
ENSG00000099622,Stim48hr,2,2,-49.80662212018584,1.0
ENSG00000099622,Stim8hr,2,2,-77.40632747272514,1.0
ENSG00000099624,Rest,2,2,-228.1182126160321,1.0
ENSG00000099624,Stim48hr,2,2,-22.67802210285248,1.0
ENSG00000099624,Stim8hr,2,2,-18.65299225785545,1.0
ENSG00000099783,Rest,2,2,-7.593291214520287,1.0
ENSG00000099783,Stim48hr,2,1,-3.992965872453567,0.5
ENSG00000099783,Stim8hr,2,2,-7.889356511037866,1.0
ENSG00000099785,Rest,2,0,-1.4252074873152505,0.0
ENSG00000099785,Stim48hr,2,0,-0.2720326781521007,0.0
ENSG00000099785,Stim8hr,2,0,-0.5549194141854797,0.0
ENSG00000099795,Rest,2,2,-17.612617643299426,1.0
ENSG00000099795,Stim48hr,2,2,-10.748118452583542,1.0
ENSG00000099795,Stim8hr,2,2,-22.53222591286649,1.0
ENSG00000099797,Rest,2,2,-18.808236801644764,1.0
ENSG00000099797,Stim48hr,2,1,-14.361083394964387,0.5
ENSG00000099797,Stim8hr,2,2,-22.113934440631866,1.0
ENSG00000099800,Rest,2,2,-20.941615892351148,1.0
ENSG00000099800,Stim48hr,2,1,-8.354732830722536,0.5
ENSG00000099800,Stim8hr,2,2,-12.938487334347505,1.0
ENSG00000099804,Rest,2,2,-56.7033873456311,1.0
ENSG00000099804,Stim48hr,2,2,-44.458236213625376,1.0
ENSG00000099804,Stim8hr,2,2,-65.64230454116355,1.0
ENSG00000099810,Rest,2,2,-62.02812191226948,1.0
ENSG00000099810,Stim48hr,2,2,-50.29296780809714,1.0
ENSG00000099810,Stim8hr,2,2,-121.6502686280837,1.0
ENSG00000099812,Rest,2,0,-0.0079163702791603,0.0
ENSG00000099812,Stim48hr,2,0,-0.0613694744207015,0.0
ENSG00000099812,Stim8hr,2,0,-0.0186403463087538,0.0
ENSG00000099814,Rest,2,2,-34.95452965759467,1.0
ENSG00000099814,Stim48hr,2,2,-71.66687078819979,1.0
ENSG00000099814,Stim8hr,2,2,-20.728243496447405,1.0
ENSG00000099817,Rest,2,1,-22.97935478020656,0.5
ENSG00000099817,Stim48hr,1,0,-1.008400900611692,0.0
ENSG00000099817,Stim8hr,2,0,-1.0398885640980944,0.0
ENSG00000099821,Rest,2,0,-1.0091508672117586,0.0
ENSG00000099821,Stim48hr,2,2,-17.888345220007697,1.0
ENSG00000099821,Stim8hr,2,1,-14.9798625260443,0.5
ENSG00000099822,Rest,2,2,-42.11687346828981,1.0
ENSG00000099822,Stim48hr,2,1,-2.7707009575628065,0.5
ENSG00000099822,Stim8hr,2,1,-15.564954826385849,0.5
ENSG00000099834,Rest,2,0,-0.0193994995407451,0.0
ENSG00000099834,Stim48hr,2,0,-0.015188500094532,0.0
ENSG00000099834,Stim8hr,2,0,-0.0570879238288513,0.0
ENSG00000099840,Rest,2,2,-60.34750351521383,1.0
ENSG00000099840,Stim48hr,2,2,-34.14721515940087,1.0
ENSG00000099840,Stim8hr,2,2,-13.801333838520614,1.0
ENSG00000099849,Rest,2,2,-32.718339863564,1.0
ENSG00000099849,Stim48hr,2,2,-111.39293285063,1.0
ENSG00000099849,Stim8hr,2,1,-20.39174773829565,0.5
ENSG00000099860,Rest,2,2,-27.67529822782673,1.0
ENSG00000099860,Stim48hr,2,2,-11.34982743556542,1.0
ENSG00000099860,Stim8hr,2,2,-24.979150687387698,1.0
ENSG00000099875,Rest,2,2,-33.278913991613734,1.0
ENSG00000099875,Stim48hr,2,2,-24.686619592758493,1.0
ENSG00000099875,Stim8hr,2,2,-18.44907917585861,1.0
ENSG00000099899,Rest,2,1,-3.414539474905265,0.5
ENSG00000099899,Stim48hr,2,2,-4.769900476302918,1.0
ENSG00000099899,Stim8hr,2,2,-5.912288827009588,1.0
ENSG00000099901,Rest,2,0,0.0,0.0
ENSG00000099901,Stim48hr,2,0,0.0,0.0
ENSG00000099901,Stim8hr,2,0,0.0,0.0
ENSG00000099904,Rest,2,2,-17.891013735220337,1.0
ENSG00000099904,Stim48hr,2,2,-20.197185386331267,1.0
ENSG00000099904,Stim8hr,2,2,-49.73636884318806,1.0
ENSG00000099910,Rest,2,2,-24.16953300664402,1.0
ENSG00000099910,Stim48hr,2,2,-37.42385584370589,1.0
ENSG00000099910,Stim8hr,2,2,-24.344763662732003,1.0
ENSG00000099917,Rest,2,2,-55.47209240363931,1.0
ENSG00000099917,Stim48hr,2,2,-58.41610148502071,1.0
ENSG00000099917,Stim8hr,2,2,-71.62819905430523,1.0
ENSG00000099940,Rest,2,2,-128.106852890493,1.0
ENSG00000099940,Stim48hr,2,1,-7.041586237709282,0.5
ENSG00000099940,Stim8hr,2,1,-14.395114221549422,0.5
ENSG00000099942,Rest,2,2,-57.574199801903234,1.0
ENSG00000099942,Stim48hr,2,2,-72.65487774139477,1.0
ENSG00000099942,Stim8hr,2,2,-71.75294030263804,1.0
ENSG00000099949,Rest,2,2,-15.988420752077444,1.0
ENSG00000099949,Stim48hr,2,2,-9.526619617739078,1.0
ENSG00000099949,Stim8hr,2,2,-20.41393522218125,1.0
ENSG00000099956,Rest,2,2,-9.27462549387884,1.0
ENSG00000099956,Stim48hr,2,2,-10.95958374837206,1.0
ENSG00000099956,Stim8hr,2,2,-9.571397199886118,1.0
ENSG00000099958,Rest,2,2,-13.208879256251272,1.0
ENSG00000099958,Stim48hr,2,2,-31.19716451648547,1.0
ENSG00000099958,Stim8hr,2,2,-4.408746803831271,1.0
ENSG00000099968,Rest,2,2,-3.0955242699804977,1.0
ENSG00000099968,Stim48hr,2,2,-7.650237804635562,1.0
ENSG00000099968,Stim8hr,2,1,-7.635672525118751,0.5
ENSG00000099974,Rest,2,1,-5.049077649453315,0.5
ENSG00000099974,Stim48hr,2,1,-4.573348499731765,0.5
ENSG00000099974,Stim8hr,2,1,-31.04923631130527,0.5
ENSG00000099977,Rest,1,1,-27.437192186182468,1.0
ENSG00000099977,Stim48hr,1,1,-22.311848357967392,1.0
ENSG00000099977,Stim8hr,1,1,-28.31742861981516,1.0
ENSG00000099985,Rest,2,2,-59.56003446308242,1.0
ENSG00000099985,Stim48hr,2,2,-49.22669354215508,1.0
ENSG00000099985,Stim8hr,2,2,-66.46245689897096,1.0
ENSG00000099991,Rest,2,1,-6.151786518056501,0.5
ENSG00000099991,Stim48hr,2,2,-20.22683001988997,1.0
ENSG00000099991,Stim8hr,2,1,-9.521565672883934,0.5
ENSG00000099992,Rest,2,2,-56.331573282055565,1.0
ENSG00000099992,Stim48hr,2,2,-26.236212305287275,1.0
ENSG00000099992,Stim8hr,2,2,-24.257105550945127,1.0
ENSG00000099995,Rest,1,0,0.5387999546976883,0.0
ENSG00000099995,Stim48hr,2,0,-0.9578657530889356,0.0
ENSG00000099995,Stim8hr,2,0,-0.007522393731401,0.0
ENSG00000099999,Rest,2,1,-2.3322612623415138,0.5
ENSG00000099999,Stim48hr,2,1,-3.078315141107045,0.5
ENSG00000099999,Stim8hr,2,0,-0.2971463011449325,0.0
ENSG00000100003,Rest,2,2,-25.29712639044797,1.0
ENSG00000100003,Stim48hr,2,2,-26.35980297471525,1.0
ENSG00000100003,Stim8hr,2,2,-31.730907412762026,1.0
ENSG00000100014,Rest,2,2,-39.443565086939856,1.0
ENSG00000100014,Stim48hr,2,2,-34.72212718991993,1.0
ENSG00000100014,Stim8hr,2,2,-42.86555004276023,1.0
ENSG00000100023,Rest,1,0,2.271358293976508,0.0
ENSG00000100023,Stim48hr,1,0,-1.0674348350234262,0.0
ENSG00000100023,Stim8hr,1,0,1.390409205798996,0.0
ENSG00000100027,Rest,2,2,-50.51546423035596,1.0
ENSG00000100027,Stim48hr,2,2,-64.32765982279449,1.0
ENSG00000100027,Stim8hr,2,2,-5.348392553410545,1.0
ENSG00000100029,Rest,1,0,0.2654753207400627,0.0
ENSG00000100029,Stim48hr,1,1,-5.046989691061095,1.0
ENSG00000100029,Stim8hr,1,0,1.1596232006816871,0.0
ENSG00000100030,Rest,2,2,-37.34284694197439,1.0
ENSG00000100030,Stim48hr,2,2,-37.65856683777789,1.0
ENSG00000100030,Stim8hr,2,2,-55.86824569298727,1.0
ENSG00000100031,Rest,2,0,0.0,0.0
ENSG00000100031,Stim48hr,2,0,0.0,0.0
ENSG00000100031,Stim8hr,2,0,0.0,0.0
ENSG00000100034,Rest,2,2,-50.24810006337331,1.0
ENSG00000100034,Stim48hr,2,2,-66.37567643075074,1.0
ENSG00000100034,Stim8hr,2,2,-66.00282939720536,1.0
ENSG00000100036,Rest,2,2,-13.593258927599862,1.0
ENSG00000100036,Stim48hr,2,2,-32.021625845291815,1.0
ENSG00000100036,Stim8hr,2,2,-17.796450351288357,1.0
ENSG00000100038,Rest,2,1,-58.875273490561575,0.5
ENSG00000100038,Stim48hr,2,2,-101.2774258933622,1.0
ENSG00000100038,Stim8hr,2,2,-57.22432583664296,1.0
ENSG00000100055,Rest,2,2,-32.41607543092038,1.0
ENSG00000100055,Stim48hr,2,2,-24.22612962913478,1.0
ENSG00000100055,Stim8hr,2,2,-127.29589839788348,1.0
ENSG00000100056,Rest,1,0,-1.1520413628832984,0.0
ENSG00000100056,Stim48hr,1,1,-2.838686896116271,1.0
ENSG00000100056,Stim8hr,1,0,1.5705895746550864,0.0
ENSG00000100060,Rest,2,2,-98.9751446921358,1.0
ENSG00000100060,Stim48hr,2,2,-59.26790090305877,1.0
ENSG00000100060,Stim8hr,2,2,-71.24389498676608,1.0
ENSG00000100068,Rest,2,0,0.0,0.0
ENSG00000100068,Stim48hr,2,0,0.0,0.0
ENSG00000100068,Stim8hr,2,0,0.0,0.0
ENSG00000100075,Rest,2,2,-30.517753513745696,1.0
ENSG00000100075,Stim48hr,2,2,-29.736305528731187,1.0
ENSG00000100075,Stim8hr,2,2,-26.877465247501284,1.0
ENSG00000100077,Rest,2,1,-21.516810162500303,0.5
ENSG00000100077,Stim48hr,2,1,-31.089568958505232,0.5
ENSG00000100077,Stim8hr,2,1,-30.363694841919585,0.5
ENSG00000100079,Rest,2,0,-0.065161003521525,0.0
ENSG00000100079,Stim48hr,2,0,-0.2094604312442077,0.0
ENSG00000100079,Stim8hr,2,0,-0.0764023052318434,0.0
ENSG00000100083,Rest,2,2,-33.17587652452992,1.0
ENSG00000100083,Stim48hr,2,2,-44.77031757423948,1.0
ENSG00000100083,Stim8hr,2,2,-42.86465311924156,1.0
ENSG00000100092,Rest,2,2,-22.278649276171866,1.0
ENSG00000100092,Stim48hr,2,2,-23.89706420692986,1.0
ENSG00000100092,Stim8hr,2,2,-18.08849875321301,1.0
ENSG00000100097,Rest,2,2,-42.326404631290494,1.0
ENSG00000100097,Stim48hr,2,2,-35.021511584211815,1.0
ENSG00000100097,Stim8hr,2,2,-34.725623344816405,1.0
ENSG00000100099,Rest,2,1,-23.155424601130832,0.5
ENSG00000100099,Stim48hr,2,1,-18.673363505299072,0.5
ENSG00000100099,Stim8hr,2,1,-27.733523028836515,0.5
ENSG00000100100,Rest,2,2,-74.14459038753563,1.0
ENSG00000100100,Stim48hr,2,2,-19.50720572032092,1.0
ENSG00000100100,Stim8hr,2,2,-48.55806679174341,1.0
ENSG00000100104,Rest,2,2,-21.47616316083434,1.0
ENSG00000100104,Stim48hr,2,2,-12.805637908749356,1.0
ENSG00000100104,Stim8hr,2,2,-28.58520781521543,1.0
ENSG00000100105,Rest,2,2,-38.26663239364336,1.0
ENSG00000100105,Stim48hr,2,2,-27.24478196475963,1.0
ENSG00000100105,Stim8hr,2,2,-45.18126907495449,1.0
ENSG00000100109,Rest,2,2,-4.10195785632543,1.0
ENSG00000100109,Stim48hr,2,2,-2.840659855457346,1.0
ENSG00000100109,Stim8hr,2,1,-2.345002963932114,0.5
ENSG00000100116,Rest,2,2,-30.96742475437728,1.0
ENSG00000100116,Stim48hr,2,1,-43.367945969566215,0.5
ENSG00000100116,Stim8hr,2,1,-36.25023254048778,0.5
ENSG00000100124,Rest,2,2,-48.94723924567178,1.0
ENSG00000100124,Stim48hr,2,2,-29.28791834154868,1.0
ENSG00000100124,Stim8hr,2,2,-50.9961624975284,1.0
ENSG00000100129,Rest,2,2,-21.896832059126496,1.0
ENSG00000100129,Stim48hr,2,2,-29.59390989919059,1.0
ENSG00000100129,Stim8hr,2,2,-20.02227322220083,1.0
ENSG00000100138,Rest,2,2,-11.72965624765246,1.0
ENSG00000100138,Stim48hr,2,2,-10.606979384304903,1.0
ENSG00000100138,Stim8hr,2,2,-13.861017483187505,1.0
ENSG00000100139,Rest,2,2,-65.9816740067116,1.0
ENSG00000100139,Stim48hr,2,2,-21.344870028152137,1.0
ENSG00000100139,Stim8hr,2,2,-17.57578595955007,1.0
ENSG00000100142,Rest,2,0,0.0055740607724222,0.0
ENSG00000100142,Stim48hr,1,0,-0.7257176234745422,0.0
ENSG00000100142,Stim8hr,1,0,-0.9100817660446574,0.0
ENSG00000100146,Rest,2,0,0.0,0.0
ENSG00000100146,Stim48hr,2,0,0.0,0.0
ENSG00000100146,Stim8hr,2,0,-0.0097540720950831,0.0
ENSG00000100147,Rest,2,2,-53.82534472122703,1.0
ENSG00000100147,Stim48hr,2,2,-48.76622610364976,1.0
ENSG00000100147,Stim8hr,2,2,-41.06223957146333,1.0
ENSG00000100150,Rest,2,1,-39.34834204661816,0.5
ENSG00000100150,Stim48hr,2,1,-36.32513598201126,0.5
ENSG00000100150,Stim8hr,2,1,-29.8212258810996,0.5
ENSG00000100151,Rest,2,2,-34.67941329076689,1.0
ENSG00000100151,Stim48hr,2,2,-15.241493765338932,1.0
ENSG00000100151,Stim8hr,2,2,-62.49437467985791,1.0
ENSG00000100154,Rest,2,2,-5.851073446589933,1.0
ENSG00000100154,Stim48hr,2,0,-1.173649066179643,0.0
ENSG00000100154,Stim8hr,2,0,-1.0622184717739809,0.0
ENSG00000100162,Rest,1,0,-0.130286609758033,0.0
ENSG00000100162,Stim48hr,1,0,-0.6173750191760261,0.0
ENSG00000100162,Stim8hr,2,0,-0.0089155101090091,0.0
ENSG00000100196,Rest,2,2,-7.322965639545108,1.0
ENSG00000100196,Stim48hr,2,2,-39.67436898298747,1.0
ENSG00000100196,Stim8hr,2,1,-1.8694976711146336,0.5
ENSG00000100197,Rest,2,1,-2.27441195910158,0.5
ENSG00000100197,Stim48hr,2,0,-0.2498043128911319,0.0
ENSG00000100197,Stim8hr,2,0,-0.3704682591205209,0.0
ENSG00000100201,Rest,2,2,-42.63310270756232,1.0
ENSG00000100201,Stim48hr,2,2,-36.479774202779424,1.0
ENSG00000100201,Stim8hr,2,2,-40.8056252919143,1.0
ENSG00000100206,Rest,2,2,-28.281285666437466,1.0
ENSG00000100206,Stim48hr,2,2,-35.879799209118275,1.0
ENSG00000100206,Stim8hr,2,2,-25.349821196600026,1.0
ENSG00000100207,Rest,2,1,-5.146208052300971,0.5
ENSG00000100207,Stim48hr,2,2,-3.652044190151297,1.0
ENSG00000100207,Stim8hr,2,1,-2.153007113412742,0.5
ENSG00000100209,Rest,2,1,-18.96871850875369,0.5
ENSG00000100209,Stim48hr,1,1,-31.9516795068202,1.0
ENSG00000100209,Stim8hr,2,2,-42.92585365194843,1.0
ENSG00000100211,Rest,2,2,-48.17786346162322,1.0
ENSG00000100211,Stim48hr,2,2,-34.60187878599825,1.0
ENSG00000100211,Stim8hr,2,2,-26.09245748841364,1.0
ENSG00000100216,Rest,2,0,-1.4797003663715094,0.0
ENSG00000100216,Stim48hr,1,0,1.4650964349141,0.0
ENSG00000100216,Stim8hr,2,2,-312.64617418970846,1.0
ENSG00000100219,Rest,2,2,-76.18859950136864,1.0
ENSG00000100219,Stim48hr,2,2,-59.58591601802714,1.0
ENSG00000100219,Stim8hr,2,2,-79.99222198233096,1.0
ENSG00000100220,Rest,2,2,-96.56534090799376,1.0
ENSG00000100220,Stim48hr,2,0,-2.043860883785825,0.0
ENSG00000100220,Stim8hr,2,2,-15.32119307959176,1.0
ENSG00000100221,Rest,2,2,-58.342489218302944,1.0
