gene_id,condition,n_guides_tested,n_guides_signif_kd,best_kd_tstat,frac_guides_signif_kd
ENSG00000000003,Rest,2,0,-0.1319826053827326,0.0
ENSG00000000003,Stim48hr,2,0,-0.1134160854980069,0.0
ENSG00000000003,Stim8hr,2,0,-0.5294779497577952,0.0
ENSG00000000419,Rest,2,2,-26.63591867334236,1.0
ENSG00000000419,Stim48hr,2,2,-21.468146449110908,1.0
ENSG00000000419,Stim8hr,2,2,-32.24438660831031,1.0
ENSG00000000457,Rest,2,2,-7.292096393280411,1.0
ENSG00000000457,Stim48hr,2,2,-30.437533691737496,1.0
ENSG00000000457,Stim8hr,2,2,-166.48364057653092,1.0
ENSG00000000460,Rest,2,2,-53.573016147887216,1.0
ENSG00000000460,Stim48hr,2,2,-81.47950415772796,1.0
ENSG00000000460,Stim8hr,2,2,-58.87112606101366,1.0
ENSG00000000938,Rest,2,0,-0.3972646733223191,0.0
ENSG00000000938,Stim48hr,2,1,-4.054139836328902,0.5
ENSG00000000938,Stim8hr,2,1,-2.560220871863652,0.5
ENSG00000000971,Rest,2,1,-17.845027611445147,0.5
ENSG00000000971,Stim48hr,2,2,-19.685485336657383,1.0
ENSG00000000971,Stim8hr,2,2,-5.261477140360101,1.0
ENSG00000001036,Rest,2,2,-31.99092050788569,1.0
ENSG00000001036,Stim48hr,2,2,-42.197425386630286,1.0
ENSG00000001036,Stim8hr,2,2,-28.550663165538587,1.0
ENSG00000001084,Rest,2,2,-104.29710563154696,1.0
ENSG00000001084,Stim48hr,2,2,-53.4772045243701,1.0
ENSG00000001084,Stim8hr,2,2,-19.40472535730549,1.0
ENSG00000001167,Rest,1,0,-0.0018843460139743,0.0
ENSG00000001167,Stim48hr,2,0,-0.0024311871055423,0.0
ENSG00000001167,Stim8hr,1,1,-38.59630226536819,1.0
ENSG00000001460,Rest,2,2,-54.46675594635503,1.0
ENSG00000001460,Stim48hr,2,2,-15.623355242346976,1.0
ENSG00000001460,Stim8hr,2,2,-31.533929181746057,1.0
ENSG00000001461,Rest,2,2,-72.97265904475016,1.0
ENSG00000001461,Stim48hr,2,2,-53.85316328648919,1.0
ENSG00000001461,Stim8hr,2,2,-64.2879491189773,1.0
ENSG00000001497,Rest,2,2,-48.518330970101246,1.0
ENSG00000001497,Stim48hr,2,1,-39.89603466441533,0.5
ENSG00000001497,Stim8hr,2,2,-84.57272900782459,1.0
ENSG00000001561,Rest,2,2,-11.074640636253594,1.0
ENSG00000001561,Stim48hr,2,2,-16.96944158197517,1.0
ENSG00000001561,Stim8hr,2,2,-21.537281214832323,1.0
ENSG00000001629,Rest,2,1,-6.246620050273187,0.5
ENSG00000001629,Stim48hr,2,1,-2.66759739216018,0.5
ENSG00000001629,Stim8hr,2,1,-46.19727243396224,0.5
ENSG00000001630,Rest,2,1,-22.186111068450387,0.5
ENSG00000001630,Stim48hr,2,2,-27.8929897590186,1.0
ENSG00000001630,Stim8hr,2,2,-34.28610835109551,1.0
ENSG00000001631,Rest,2,1,-2.148569755505216,0.5
ENSG00000001631,Stim48hr,2,2,-13.372757590481765,1.0
ENSG00000001631,Stim8hr,2,2,-5.78015839352318,1.0
ENSG00000002016,Rest,2,2,-66.00765121996479,1.0
ENSG00000002016,Stim48hr,2,2,-8.647133948619835,1.0
ENSG00000002016,Stim8hr,2,2,-28.73235995526615,1.0
ENSG00000002330,Rest,2,2,-66.49709210363268,1.0
ENSG00000002330,Stim48hr,2,2,-44.16115773850086,1.0
ENSG00000002330,Stim8hr,2,2,-49.11376856621664,1.0
ENSG00000002549,Rest,2,2,-26.5007614009328,1.0
ENSG00000002549,Stim48hr,2,2,-25.56776847351124,1.0
ENSG00000002549,Stim8hr,2,2,-21.280180840363872,1.0
ENSG00000002586,Rest,2,2,-56.34811729866506,1.0
ENSG00000002586,Stim48hr,2,2,-57.18079510471276,1.0
ENSG00000002586,Stim8hr,2,2,-68.69645845502889,1.0
ENSG00000002745,Rest,2,0,-0.0161833674154084,0.0
ENSG00000002745,Stim48hr,2,0,-0.094994098159503,0.0
ENSG00000002745,Stim8hr,2,0,-0.1065277430785639,0.0
ENSG00000002746,Rest,2,0,-0.0217129032531842,0.0
ENSG00000002746,Stim48hr,2,0,-0.0107213744175198,0.0
ENSG00000002746,Stim8hr,2,0,-0.0490032355508628,0.0
ENSG00000002822,Rest,2,0,-0.7200345217586137,0.0
ENSG00000002822,Stim48hr,2,1,-37.59065329647249,0.5
ENSG00000002822,Stim8hr,2,2,-46.34855652357522,1.0
ENSG00000002834,Rest,2,2,-63.461358429264486,1.0
ENSG00000002834,Stim48hr,2,2,-50.1111617032587,1.0
ENSG00000002834,Stim8hr,2,2,-53.87477592663399,1.0
ENSG00000002919,Rest,2,2,-53.510884771358725,1.0
ENSG00000002919,Stim48hr,2,2,-39.60322271789071,1.0
ENSG00000002919,Stim8hr,2,2,-48.60676642009949,1.0
ENSG00000003056,Rest,2,2,-75.27106275253864,1.0
ENSG00000003056,Stim48hr,2,2,-97.10257476778236,1.0
ENSG00000003056,Stim8hr,2,2,-90.8159452931077,1.0
ENSG00000003147,Rest,2,0,-1.4220186270702178,0.0
ENSG00000003147,Stim48hr,2,2,-7.556394361124884,1.0
ENSG00000003147,Stim8hr,2,1,-2.0105650216636564,0.5
ENSG00000003249,Rest,2,0,-0.0941432767690821,0.0
ENSG00000003249,Stim48hr,2,0,-0.2472290625327645,0.0
ENSG00000003249,Stim8hr,2,0,-0.089815018828206,0.0
ENSG00000003393,Rest,2,2,-21.62766837706357,1.0
ENSG00000003393,Stim48hr,2,2,-16.998851439441136,1.0
ENSG00000003393,Stim8hr,2,2,-33.44518662152044,1.0
ENSG00000003400,Rest,2,2,-28.08163317009739,1.0
ENSG00000003400,Stim48hr,2,2,-68.09701494214913,1.0
ENSG00000003400,Stim8hr,2,2,-24.53016742851897,1.0
ENSG00000003402,Rest,2,0,-0.4376527267232338,0.0
ENSG00000003402,Stim48hr,2,1,-1.8180266371830829,0.5
ENSG00000003402,Stim8hr,2,0,-0.1558949355852457,0.0
ENSG00000003436,Rest,2,0,-1.011810306669115,0.0
ENSG00000003436,Stim48hr,2,2,-14.130568625169976,1.0
ENSG00000003436,Stim8hr,2,2,-4.696523083000442,1.0
ENSG00000003509,Rest,2,1,-3.5186691837368893,0.5
ENSG00000003509,Stim48hr,2,2,-88.36484069802505,1.0
ENSG00000003509,Stim8hr,2,1,-96.91029614191224,0.5
ENSG00000003756,Rest,2,2,-55.84351977246013,1.0
ENSG00000003756,Stim48hr,2,2,-35.2164519046794,1.0
ENSG00000003756,Stim8hr,2,2,-41.79043959417725,1.0
ENSG00000003987,Rest,2,0,-0.0228056829918019,0.0
ENSG00000003987,Stim48hr,2,0,-0.1009194065421348,0.0
ENSG00000003987,Stim8hr,2,0,-0.0193992999105593,0.0
ENSG00000004059,Rest,2,2,-62.95986133417671,1.0
ENSG00000004059,Stim48hr,2,2,-45.22412745685499,1.0
ENSG00000004059,Stim8hr,2,2,-43.63703696602424,1.0
ENSG00000004139,Rest,1,1,-2.073933972527309,1.0
ENSG00000004139,Stim48hr,1,0,-1.6525900285802202,0.0
ENSG00000004139,Stim8hr,1,1,-2.17515082073453,1.0
ENSG00000004142,Rest,2,2,-32.323768398781326,1.0
ENSG00000004142,Stim48hr,2,2,-35.90078039403894,1.0
ENSG00000004142,Stim8hr,2,2,-46.382461790904856,1.0
ENSG00000004399,Rest,2,1,-6.1760944214874165,0.5
ENSG00000004399,Stim48hr,2,1,-14.293371416546652,0.5
ENSG00000004399,Stim8hr,2,1,-14.185221520053132,0.5
ENSG00000004455,Rest,2,0,0.0,0.0
ENSG00000004455,Stim48hr,1,0,0.0,0.0
ENSG00000004455,Stim8hr,2,0,0.0,0.0
ENSG00000004468,Rest,2,2,-37.02385056936052,1.0
ENSG00000004468,Stim48hr,2,2,-82.42575971243726,1.0
ENSG00000004468,Stim8hr,2,2,-80.18265668238588,1.0
ENSG00000004478,Rest,1,1,-24.56955814198369,1.0
ENSG00000004478,Stim48hr,1,1,-37.45199114550877,1.0
ENSG00000004478,Stim8hr,1,1,-35.40509585229088,1.0
ENSG00000004487,Rest,2,2,-44.92617966798964,1.0
ENSG00000004487,Stim48hr,2,2,-77.36678022994975,1.0
ENSG00000004487,Stim8hr,2,2,-84.90342597238606,1.0
ENSG00000004534,Rest,2,2,-28.971491673319512,1.0
ENSG00000004534,Stim48hr,2,2,-31.93948937913264,1.0
ENSG00000004534,Stim8hr,2,2,-29.91070950844632,1.0
ENSG00000004660,Rest,2,2,-22.28092230689961,1.0
ENSG00000004660,Stim48hr,2,2,-31.176959358876392,1.0
ENSG00000004660,Stim8hr,2,2,-59.9088767891262,1.0
ENSG00000004700,Rest,2,2,-16.68099709282185,1.0
ENSG00000004700,Stim48hr,2,2,-23.28003566555039,1.0
ENSG00000004700,Stim8hr,2,2,-11.341398904771829,1.0
ENSG00000004766,Rest,2,2,-22.234247850848384,1.0
ENSG00000004766,Stim48hr,2,2,-21.662066966890976,1.0
ENSG00000004766,Stim8hr,2,2,-17.155324454447978,1.0
ENSG00000004777,Rest,2,2,-14.482376125447582,1.0
ENSG00000004777,Stim48hr,2,2,-12.927262612497966,1.0
ENSG00000004777,Stim8hr,2,2,-8.067215920957787,1.0
ENSG00000004779,Rest,2,2,-179.47296927958382,1.0
ENSG00000004779,Stim48hr,2,1,-4.38030031228237,0.5
ENSG00000004779,Stim8hr,2,0,-1.965818202123388,0.0
ENSG00000004799,Rest,2,0,-0.0653480680962431,0.0
ENSG00000004799,Stim48hr,2,0,-0.0641048711772143,0.0
ENSG00000004799,Stim8hr,2,0,-0.0625398132799121,0.0
ENSG00000004848,Rest,2,0,-0.1018007055475348,0.0
ENSG00000004848,Stim48hr,2,0,-0.1232854248070255,0.0
ENSG00000004848,Stim8hr,2,0,-0.5408571304662823,0.0
ENSG00000004864,Rest,2,2,-23.350674318565225,1.0
ENSG00000004864,Stim48hr,2,2,-8.763995232750666,1.0
ENSG00000004864,Stim8hr,2,2,-23.73579506457942,1.0
ENSG00000004866,Rest,2,2,-51.76536249639013,1.0
ENSG00000004866,Stim48hr,2,2,-49.52998590575192,1.0
ENSG00000004866,Stim8hr,2,2,-54.4978104883384,1.0
ENSG00000004897,Rest,2,0,-0.7480226747635699,0.0
ENSG00000004897,Stim48hr,2,0,-0.0025442558589793,0.0
ENSG00000004897,Stim8hr,2,0,-1.986902715039724,0.0
ENSG00000004961,Rest,2,2,-122.0904304772433,1.0
ENSG00000004961,Stim48hr,2,2,-139.06447534058637,1.0
ENSG00000004961,Stim8hr,2,2,-69.71472782017572,1.0
ENSG00000004975,Rest,2,2,-15.938626932290276,1.0
ENSG00000004975,Stim48hr,2,2,-94.27050471191733,1.0
ENSG00000004975,Stim8hr,2,2,-19.247039443325846,1.0
ENSG00000005007,Rest,1,0,0.1666638229731749,0.0
ENSG00000005007,Stim48hr,2,1,-3.986863352199385,0.5
ENSG00000005007,Stim8hr,1,0,-1.4368361627906108,0.0
ENSG00000005020,Rest,2,2,-44.04559951300317,1.0
ENSG00000005020,Stim48hr,2,2,-49.54284923197957,1.0
ENSG00000005020,Stim8hr,2,2,-48.25360021191167,1.0
ENSG00000005022,Rest,2,2,-21.83621256114493,1.0
ENSG00000005022,Stim48hr,2,2,-39.301611401300704,1.0
ENSG00000005022,Stim8hr,2,2,-30.53675967281892,1.0
ENSG00000005059,Rest,2,2,-64.69426568774377,1.0
ENSG00000005059,Stim48hr,2,2,-63.54804382262064,1.0
ENSG00000005059,Stim8hr,2,2,-28.676040021999828,1.0
ENSG00000005073,Rest,2,0,-0.0185369122414951,0.0
ENSG00000005073,Stim48hr,2,0,-0.8729571818476655,0.0
ENSG00000005073,Stim8hr,2,0,-0.1565812833921546,0.0
ENSG00000005075,Rest,1,0,0.0,0.0
ENSG00000005075,Stim48hr,1,0,0.0,0.0
ENSG00000005075,Stim8hr,1,0,0.0,0.0
ENSG00000005100,Rest,2,2,-70.54570704419183,1.0
ENSG00000005100,Stim48hr,1,0,-1.7436606352545838,0.0
ENSG00000005100,Stim8hr,2,2,-190.588841477042,1.0
ENSG00000005102,Rest,2,1,-7.412338070715937,0.5
ENSG00000005102,Stim48hr,2,0,-1.692177798914558,0.0
ENSG00000005102,Stim8hr,2,2,-2.640415174662761,1.0
ENSG00000005156,Rest,2,2,-61.67580394582518,1.0
ENSG00000005156,Stim48hr,2,2,-17.910903207964715,1.0
ENSG00000005156,Stim8hr,2,2,-43.89697473468198,1.0
ENSG00000005175,Rest,2,0,-0.0040399765850497,0.0
ENSG00000005175,Stim48hr,2,1,-5.680953988081907,0.5
ENSG00000005175,Stim8hr,2,2,-110.30222036413572,1.0
ENSG00000005187,Rest,2,2,-26.386615450443937,1.0
ENSG00000005187,Stim48hr,2,2,-30.001469709361483,1.0
ENSG00000005187,Stim8hr,2,2,-17.482583838100993,1.0
ENSG00000005189,Rest,2,2,-33.26791211344434,1.0
ENSG00000005189,Stim48hr,2,2,-61.17325445720669,1.0
ENSG00000005189,Stim8hr,2,2,-38.15419597583583,1.0
ENSG00000005194,Rest,2,1,-2.3651663372273024,0.5
ENSG00000005194,Stim48hr,1,0,-1.4996162983662535,0.0
ENSG00000005194,Stim8hr,2,0,-1.7188255772593986,0.0
ENSG00000005206,Rest,2,2,-20.545218053787497,1.0
ENSG00000005206,Stim48hr,2,2,-19.77080393615921,1.0
ENSG00000005206,Stim8hr,2,2,-30.17691112468388,1.0
ENSG00000005238,Rest,2,2,-21.69537247923459,1.0
ENSG00000005238,Stim48hr,2,2,-8.675402453169871,1.0
ENSG00000005238,Stim8hr,2,2,-4.633843436910165,1.0
ENSG00000005249,Rest,2,2,-6.4979019472902735,1.0
ENSG00000005249,Stim48hr,2,2,-4.339627087086707,1.0
ENSG00000005249,Stim8hr,2,1,-6.728809285316958,0.5
ENSG00000005302,Rest,2,1,-2.1159614465425705,0.5
ENSG00000005302,Stim48hr,2,1,-2.7159868224457457,0.5
ENSG00000005302,Stim8hr,2,1,-2.5192126137644046,0.5
ENSG00000005339,Rest,2,2,-37.00093187678512,1.0
ENSG00000005339,Stim48hr,2,2,-38.05911252820407,1.0
ENSG00000005339,Stim8hr,2,2,-43.66121537982155,1.0
ENSG00000005379,Rest,2,2,-16.845363997201947,1.0
ENSG00000005379,Stim48hr,2,1,-5.374895380824448,0.5
ENSG00000005379,Stim8hr,2,2,-9.631549534412937,1.0
ENSG00000005381,Rest,2,0,-0.0397797625348514,0.0
ENSG00000005381,Stim48hr,2,0,-0.2475689074233938,0.0
ENSG00000005381,Stim8hr,2,0,-0.1984454460307768,0.0
ENSG00000005436,Rest,2,2,-50.09252135257832,1.0
ENSG00000005436,Stim48hr,2,2,-81.96860448939131,1.0
ENSG00000005436,Stim8hr,2,2,-74.46598293448423,1.0
ENSG00000005448,Rest,2,2,-77.41721145379982,1.0
ENSG00000005448,Stim48hr,2,2,-98.2662496597694,1.0
ENSG00000005448,Stim8hr,2,2,-56.1635599631493,1.0
ENSG00000005469,Rest,2,2,-55.46451777597933,1.0
ENSG00000005469,Stim48hr,2,2,-38.4523328711381,1.0
ENSG00000005469,Stim8hr,2,2,-36.99669459260942,1.0
ENSG00000005483,Rest,2,2,-22.05521339594016,1.0
ENSG00000005483,Stim48hr,2,2,-14.91735089848059,1.0
ENSG00000005483,Stim8hr,2,2,-18.47765338666164,1.0
ENSG00000005486,Rest,2,2,-16.435544888446497,1.0
ENSG00000005486,Stim48hr,2,2,-12.169512339451815,1.0
ENSG00000005486,Stim8hr,2,2,-14.814915596297912,1.0
ENSG00000005513,Rest,2,0,-0.5561375675870397,0.0
ENSG00000005513,Stim48hr,2,0,-0.5797470722277409,0.0
ENSG00000005513,Stim8hr,2,2,-7.95530557568921,1.0
ENSG00000005700,Rest,2,1,-49.22838601098399,0.5
ENSG00000005700,Stim48hr,2,2,-61.56049561381059,1.0
ENSG00000005700,Stim8hr,2,1,-53.32909803531575,0.5
ENSG00000005801,Rest,2,1,-4.745836826695472,0.5
ENSG00000005801,Stim48hr,2,1,-4.603028847682707,0.5
ENSG00000005801,Stim8hr,2,1,-8.426127449305312,0.5
ENSG00000005810,Rest,2,2,-37.67330602189838,1.0
ENSG00000005810,Stim48hr,2,1,-38.7165064648981,0.5
ENSG00000005810,Stim8hr,2,1,-33.21577796920118,0.5
ENSG00000005812,Rest,2,2,-54.35480682044568,1.0
ENSG00000005812,Stim48hr,2,2,-56.0687296336901,1.0
ENSG00000005812,Stim8hr,2,2,-76.83253469882409,1.0
ENSG00000005844,Rest,2,2,-63.91748621691725,1.0
ENSG00000005844,Stim48hr,2,2,-56.842178401029685,1.0
ENSG00000005844,Stim8hr,2,2,-75.58844893451071,1.0
ENSG00000005882,Rest,2,2,-30.495269662545684,1.0
ENSG00000005882,Stim48hr,2,2,-47.32948491914616,1.0
ENSG00000005882,Stim8hr,2,2,-15.7219089193937,1.0
ENSG00000005884,Rest,2,2,-35.74275678084702,1.0
ENSG00000005884,Stim48hr,2,2,-93.76541474749786,1.0
ENSG00000005884,Stim8hr,2,2,-49.62866539969135,1.0
ENSG00000005889,Rest,2,2,-7.350936817765001,1.0
ENSG00000005889,Stim48hr,2,2,-5.377050622102098,1.0
ENSG00000005889,Stim8hr,2,2,-5.790346777034972,1.0
ENSG00000005893,Rest,2,2,-61.08554293131063,1.0
ENSG00000005893,Stim48hr,2,2,-41.26031152921226,1.0
ENSG00000005893,Stim8hr,2,2,-51.26972153889093,1.0
ENSG00000005961,Rest,2,1,-3.611944122872902,0.5
ENSG00000005961,Stim48hr,2,1,-3.177624573199488,0.5
ENSG00000005961,Stim8hr,2,1,-2.882156284487899,0.5
ENSG00000006007,Rest,2,2,-36.21302134964546,1.0
ENSG00000006007,Stim48hr,2,2,-46.558002230877314,1.0
ENSG00000006007,Stim8hr,2,2,-48.92427361087926,1.0
ENSG00000006015,Rest,2,0,0.0,0.0
ENSG00000006015,Stim48hr,2,0,0.0,0.0
ENSG00000006015,Stim8hr,2,0,0.0,0.0
ENSG00000006025,Rest,2,2,-12.65101795470489,1.0
ENSG00000006025,Stim48hr,2,2,-46.52383679748738,1.0
ENSG00000006025,Stim8hr,2,2,-33.835447898258344,1.0
ENSG00000006042,Rest,2,2,-8.722734884671688,1.0
ENSG00000006042,Stim48hr,2,2,-22.168085949062824,1.0
ENSG00000006042,Stim8hr,2,2,-5.994032535050152,1.0
ENSG00000006047,Rest,2,0,-0.1768851299926214,0.0
ENSG00000006047,Stim48hr,2,0,-0.3179354052451811,0.0
ENSG00000006047,Stim8hr,2,0,-0.0484816606444012,0.0
ENSG00000006062,Rest,2,1,-29.26654272854126,0.5
ENSG00000006062,Stim48hr,2,1,-6.837441398187581,0.5
ENSG00000006062,Stim8hr,2,1,-23.23773268775573,0.5
ENSG00000006071,Rest,2,0,-0.1698445064238471,0.0
ENSG00000006071,Stim48hr,2,0,-0.0022215720432286,0.0
ENSG00000006071,Stim8hr,2,0,-0.0308774320473826,0.0
ENSG00000006125,Rest,2,2,-55.64070117289682,1.0
ENSG00000006125,Stim48hr,2,2,-53.86668527334065,1.0
ENSG00000006125,Stim8hr,2,2,-34.31432126469024,1.0
ENSG00000006194,Rest,2,2,-20.83650275876008,1.0
ENSG00000006194,Stim48hr,2,2,-34.1347357167513,1.0
ENSG00000006194,Stim8hr,2,2,-28.84757263815578,1.0
ENSG00000006282,Rest,2,1,-27.326624312712795,0.5
ENSG00000006282,Stim48hr,2,2,-18.49360923325527,1.0
ENSG00000006282,Stim8hr,2,1,-12.204231184492238,0.5
ENSG00000006327,Rest,2,2,-11.09208113684116,1.0
ENSG00000006327,Stim48hr,2,2,-22.176866846496843,1.0
ENSG00000006327,Stim8hr,2,2,-16.43983646971935,1.0
ENSG00000006377,Rest,2,0,-0.0089287588332117,0.0
ENSG00000006377,Stim48hr,2,0,-0.0343385001703322,0.0
ENSG00000006377,Stim8hr,2,0,-0.0430063850947074,0.0
ENSG00000006432,Rest,2,2,-38.34553218661879,1.0
ENSG00000006432,Stim48hr,2,2,-106.26200742415156,1.0
ENSG00000006432,Stim8hr,2,2,-52.120994809803314,1.0
ENSG00000006451,Rest,1,1,-33.245110547900936,1.0
ENSG00000006451,Stim48hr,1,1,-31.26906279694574,1.0
ENSG00000006451,Stim8hr,2,1,-24.369440827273465,0.5
ENSG00000006453,Rest,2,0,-1.6995693820948257,0.0
ENSG00000006453,Stim48hr,2,2,-10.559487426170424,1.0
ENSG00000006453,Stim8hr,2,1,-3.2670826403934723,0.5
ENSG00000006459,Rest,2,2,-52.48245609139756,1.0
ENSG00000006459,Stim48hr,2,2,-35.46021042370209,1.0
ENSG00000006459,Stim8hr,2,1,-28.150729522378896,0.5
ENSG00000006468,Rest,2,0,-0.1647502396649312,0.0
ENSG00000006468,Stim48hr,2,0,-1.340618749131175,0.0
ENSG00000006468,Stim8hr,2,0,-0.2404693949952862,0.0
ENSG00000006530,Rest,2,2,-31.703556248886,1.0
ENSG00000006530,Stim48hr,2,2,-33.52286236570518,1.0
ENSG00000006530,Stim8hr,2,2,-54.50430341769093,1.0
ENSG00000006555,Rest,2,2,-25.60002452540493,1.0
ENSG00000006555,Stim48hr,2,2,-73.98225646980056,1.0
ENSG00000006555,Stim8hr,2,2,-41.302163333687886,1.0
ENSG00000006576,Rest,2,2,-54.71663888352629,1.0
ENSG00000006576,Stim48hr,2,2,-57.43017205404037,1.0
ENSG00000006576,Stim8hr,2,2,-65.53486017267657,1.0
ENSG00000006607,Rest,2,2,-36.26482997185141,1.0
ENSG00000006607,Stim48hr,2,2,-42.599491109473945,1.0
ENSG00000006607,Stim8hr,2,2,-51.90645285291134,1.0
ENSG00000006625,Rest,2,2,-30.120669499938703,1.0
ENSG00000006625,Stim48hr,2,1,-40.86202548257749,0.5
ENSG00000006625,Stim8hr,2,2,-47.03172856720676,1.0
ENSG00000006634,Rest,1,1,-19.597849732584624,1.0
ENSG00000006634,Stim48hr,1,1,-10.851109644868076,1.0
ENSG00000006634,Stim8hr,1,1,-15.129959997543924,1.0
ENSG00000006638,Rest,2,2,-70.75149880996383,1.0
ENSG00000006638,Stim48hr,2,2,-14.112207447715187,1.0
ENSG00000006638,Stim8hr,2,1,-12.979144220681349,0.5
ENSG00000006652,Rest,2,2,-36.17689837164984,1.0
ENSG00000006652,Stim48hr,2,2,-29.808693965387143,1.0
ENSG00000006652,Stim8hr,2,2,-61.89212310693613,1.0
ENSG00000006695,Rest,2,2,-6.83764538044501,1.0
ENSG00000006695,Stim48hr,2,2,-110.32461967962364,1.0
ENSG00000006695,Stim8hr,2,2,-233.69843872908856,1.0
ENSG00000006704,Rest,2,2,-20.44341508331264,1.0
ENSG00000006704,Stim48hr,2,2,-21.92666345578629,1.0
ENSG00000006704,Stim8hr,2,2,-10.673173817775764,1.0
ENSG00000006712,Rest,1,1,-77.87220425966426,1.0
ENSG00000006712,Stim48hr,1,0,-0.0057774061884989,0.0
ENSG00000006715,Rest,2,2,-19.68252619800893,1.0
ENSG00000006715,Stim48hr,2,2,-11.39622708790771,1.0
ENSG00000006715,Stim8hr,2,2,-24.15137433319149,1.0
ENSG00000006744,Rest,2,2,-76.83856054533776,1.0
ENSG00000006744,Stim48hr,2,1,-2.102724833700518,0.5
ENSG00000006744,Stim8hr,2,2,-23.44157978687988,1.0
ENSG00000006757,Rest,2,2,-21.159739416205497,1.0
ENSG00000006757,Stim48hr,2,2,-29.515118185901027,1.0
ENSG00000006757,Stim8hr,2,2,-46.55827100887494,1.0
ENSG00000006831,Rest,2,1,-32.14879611117762,0.5
ENSG00000006831,Stim48hr,2,1,-33.75080551756608,0.5
ENSG00000006831,Stim8hr,2,1,-30.8597432530746,0.5
ENSG00000007038,Rest,1,1,-22.58576364552152,1.0
ENSG00000007038,Stim48hr,2,2,-89.82758978898953,1.0
ENSG00000007038,Stim8hr,1,1,-27.76193798066514,1.0
ENSG00000007047,Rest,2,0,-0.9592473566052804,0.0
ENSG00000007047,Stim48hr,2,1,-3.1510313365007185,0.5
ENSG00000007047,Stim8hr,2,0,-0.251977151785963,0.0
ENSG00000007080,Rest,2,2,-47.81239344247715,1.0
ENSG00000007080,Stim48hr,2,2,-67.140295025575,1.0
ENSG00000007080,Stim8hr,2,2,-82.30534310455728,1.0
ENSG00000007129,Rest,2,2,-12.733858546441985,1.0
ENSG00000007129,Stim48hr,2,2,-11.424177699857356,1.0
ENSG00000007129,Stim8hr,2,2,-10.725822319818873,1.0
ENSG00000007168,Rest,1,1,-6.359817153874842,1.0
ENSG00000007168,Stim48hr,2,1,-3.612060438355731,0.5
ENSG00000007168,Stim8hr,2,2,-153.63073582189776,1.0
ENSG00000007174,Rest,2,0,-0.015488473376008,0.0
ENSG00000007174,Stim48hr,2,0,-0.0093191231883762,0.0
ENSG00000007174,Stim8hr,2,0,-0.0055122345937558,0.0
ENSG00000007202,Rest,2,2,-21.19529636412178,1.0
ENSG00000007202,Stim48hr,2,2,-10.751971896241836,1.0
ENSG00000007202,Stim8hr,2,2,-16.720246755415705,1.0
ENSG00000007237,Rest,2,0,-0.827822431459367,0.0
ENSG00000007237,Stim48hr,2,0,-0.9364048564069162,0.0
ENSG00000007237,Stim8hr,2,0,-0.9949386825465422,0.0
ENSG00000007255,Rest,2,2,-25.82390885391969,1.0
ENSG00000007255,Stim48hr,2,2,-25.299337383724733,1.0
ENSG00000007255,Stim8hr,2,2,-26.930262633337414,1.0
ENSG00000007264,Rest,2,2,-8.83922197049825,1.0
ENSG00000007264,Stim48hr,2,2,-20.85876730179661,1.0
ENSG00000007264,Stim8hr,2,2,-257.5129409815496,1.0
ENSG00000007312,Rest,2,2,-275.0391555493036,1.0
ENSG00000007312,Stim48hr,2,2,-80.86882298450868,1.0
ENSG00000007312,Stim8hr,2,2,-43.48341402167243,1.0
ENSG00000007341,Rest,2,2,-22.7149838016318,1.0
ENSG00000007341,Stim48hr,2,2,-14.63577481353384,1.0
ENSG00000007341,Stim8hr,2,2,-15.220157534337092,1.0
ENSG00000007350,Rest,2,1,-2.5035307120811683,0.5
ENSG00000007350,Stim48hr,2,1,-2.308474189111525,0.5
ENSG00000007350,Stim8hr,2,0,-1.191221195611352,0.0
ENSG00000007372,Rest,2,0,-0.0272804796545304,0.0
ENSG00000007372,Stim48hr,2,0,-0.3156179126691514,0.0
ENSG00000007372,Stim8hr,2,0,-0.0481312227902844,0.0
ENSG00000007376,Rest,2,1,-10.382116423936912,0.5
ENSG00000007376,Stim48hr,2,1,-22.056432887931365,0.5
ENSG00000007376,Stim8hr,2,2,-20.77234171053148,1.0
ENSG00000007392,Rest,2,2,-62.858882445221575,1.0
ENSG00000007392,Stim48hr,2,2,-71.17682451041368,1.0
ENSG00000007392,Stim8hr,2,2,-91.51821543103256,1.0
ENSG00000007402,Rest,2,1,-3.457305192237319,0.5
ENSG00000007402,Stim48hr,2,1,-5.053948895069394,0.5
ENSG00000007402,Stim8hr,2,0,-0.4718392570192321,0.0
ENSG00000007516,Rest,2,0,-1.204877602945419,0.0
ENSG00000007516,Stim48hr,2,0,-1.251524983935029,0.0
ENSG00000007516,Stim8hr,2,0,-0.4404088694356862,0.0
ENSG00000007520,Rest,2,2,-23.62186032444641,1.0
ENSG00000007520,Stim48hr,2,2,-22.36572978879969,1.0
ENSG00000007520,Stim8hr,2,2,-30.368760553588984,1.0
ENSG00000007541,Rest,2,1,-16.287444467800455,0.5
ENSG00000007541,Stim48hr,2,1,-7.323116169435206,0.5
ENSG00000007541,Stim8hr,2,2,-15.97546914937494,1.0
ENSG00000007545,Rest,2,1,-10.923112588149788,0.5
ENSG00000007545,Stim48hr,2,1,-5.86274632842134,0.5
ENSG00000007545,Stim8hr,2,1,-14.377361041077592,0.5
ENSG00000007866,Rest,2,0,-0.8481614658799097,0.0
