gene,condition,guide_correlation,correlation_ceiling,n_signif_union
ADGRG5,Stim8hr,0.0534991542016625,0.6627647607079609,77
ADNP,Stim8hr,0.7989968366149817,0.865892892733089,7
ADNP2,Stim8hr,0.889480564283744,0.9632060643851064,17
ADRM1,Stim8hr,0.2313293707797637,0.0802829879864831,58
AGRN,Stim8hr,-0.2836197338120595,0.9326345497306832,28
AHR,Stim8hr,0.8902995014237045,0.8899219140144539,412
AIFM1,Stim8hr,0.7615171433073259,0.8897198293443116,30
AIP,Stim8hr,0.6099833674720376,0.6308596769997632,102
AKAP17A,Stim8hr,0.3881312152279961,0.6917870973903045,29
AKIRIN2,Stim8hr,0.4596665330117055,0.8377990578008119,9
ALDH18A1,Stim8hr,0.8215412507545358,0.923806383725808,74
ALG2,Stim8hr,0.493845544189429,0.1519348207611604,97
ALG3,Stim8hr,0.3176088121816891,0.9008732412554435,17
ALG6,Stim8hr,0.6933204476983942,0.936562316933517,64
ALG8,Stim8hr,0.8101660569363522,0.9075619533363128,76
ALG12,Stim8hr,0.8611528230469124,0.8033635882685172,32
ALKBH2,Stim8hr,0.4222337031945281,0.7249333963422155,31
AMD1,Stim8hr,0.4198803852211297,0.7976745339528385,34
ANKAR,Stim8hr,-0.344709712496863,0.452757979309665,193
ANKRD10,Stim8hr,0.67056968760364,0.8941742147977443,6
ANKRD11,Stim8hr,0.2360137652024957,0.7769612937727057,8
ANKRD17,Stim8hr,-0.1267617413090865,0.7290233067255524,43
ANKZF1,Stim8hr,0.8316985150326278,0.8875168844633671,18
ANP32B,Stim8hr,0.5687386500093107,0.7207756785454505,74
AP1S2,Stim8hr,0.1617937307653099,0.819376703065663,88
APC,Stim8hr,0.3264424454116884,0.802155130009586,137
APEX1,Stim8hr,0.5591537300530444,0.901326100314142,59
APMAP,Stim8hr,0.5451014505979928,0.2594867575778599,6
APOBEC3B,Stim8hr,0.2306973892602417,,247
APPL2,Stim8hr,0.1603362225385647,,2405
ARF1,Stim8hr,-0.3582003921509618,0.921866428342414,11
ARFGEF1,Stim8hr,0.1740495000829246,,196
ARGLU1,Stim8hr,0.2699855648533782,0.912814879366003,45
ARHGAP27,Stim8hr,-0.0452762128728398,,1652
ARHGEF5,Stim8hr,0.164627945660697,0.8022912368155422,9
ARID2,Stim8hr,0.4043153526765838,0.9096340330624176,8
ARID4B,Stim8hr,0.1755093142973666,0.7238321974263094,321
ARID5B,Stim8hr,-0.1531962840332521,0.0410791957264758,383
ARIH1,Stim8hr,0.7030453172627585,0.8510691466456831,46
ARL4D,Stim8hr,0.5080752025392051,0.4341593193190008,25
ARL5B,Stim8hr,0.3853674863824152,0.8569457311253158,31
ARMC8,Stim8hr,0.0379273859408549,0.7676996971464699,30
ARNT,Stim8hr,0.8636618495465386,0.8926042206753747,879
ARPC2,Stim8hr,0.3488512801205556,0.7487945211436948,390
ARPC3,Stim8hr,0.4950005640624167,0.828233043712714,198
ARPC4-TTLL3,Stim8hr,0.8937460343540581,0.9177529473683276,28
ARSK,Stim8hr,0.7661703484626872,0.9586306110517696,5
ASNA1,Stim8hr,0.3406114723731967,0.7961151041996178,76
ATAD5,Stim8hr,0.8130862600018529,0.8179461989721943,1405
ATF4,Stim8hr,0.5942907381958562,0.805820123520181,593
ATF7IP2,Stim8hr,-0.1684527141872568,,2063
ATL1,Stim8hr,0.1673238818410097,0.8224177476886175,18
ATM,Stim8hr,0.257038270449018,0.6725069447204088,82
ATP1B3,Stim8hr,0.4634518597948782,0.7494795629387093,88
ATP2A2,Stim8hr,0.6496769558085209,0.8446525496251861,2737
ATP2A3,Stim8hr,0.9959832860047514,0.9708799756959348,3
ATP2B1,Stim8hr,0.0485938928302697,0.8354196695192507,38
ATP5F1A,Stim8hr,0.9113102910545708,0.9073198313655928,20
ATP5MC1,Stim8hr,0.7438241043123934,0.9038351505173264,18
ATP5ME,Stim8hr,0.7337755184647295,0.9774898436528646,6
ATP5PO,Stim8hr,-0.0090205753704165,0.7233191565739762,21
ATP8B1,Stim8hr,-0.0207268942630714,,282
ATRX,Stim8hr,0.7057994794370702,0.9001554133190064,134
ATXN2L,Stim8hr,0.5527708056492899,0.9152779794150732,27
ATXN7L3,Stim8hr,0.8238623429253122,0.7211625752803328,545
AVEN,Stim8hr,0.7901411237159323,0.9434727729044252,30
BAHD1,Stim8hr,0.8581486659694033,0.8705410654847823,16
BATF,Stim8hr,0.6719372157974092,0.8907943693228317,226
BAX,Stim8hr,0.1748716740927463,0.8179464258525668,60
BBS10,Stim8hr,0.3522814481468902,0.879824190855895,13
BCAP29,Stim8hr,0.1478284898797787,,102
BCAT2,Stim8hr,0.0609063093763718,,4319
BCL3,Stim8hr,0.5171162316798845,0.9114447111829476,21
BCLAF1,Stim8hr,0.9624935625029344,0.973499769367984,10
BCOR,Stim8hr,0.6168589893912249,0.9479391878466792,6
BCS1L,Stim8hr,0.7359540577685314,0.8596563790782842,170
BEGAIN,Stim8hr,0.2544541698739969,0.8721452118879246,39
BHLHE40,Stim8hr,0.7958984990956779,0.8801636603459381,487
BLOC1S4,Stim8hr,0.3782660734888594,0.8925207332785166,13
BRD1,Stim8hr,0.5024781747626398,0.8427465435407886,44
BRD7,Stim8hr,0.9039165457828392,0.937029227465255,6
BRD8,Stim8hr,0.7306149365557091,0.8277190910885395,2436
BRD9,Stim8hr,0.9371077924162884,0.9567661666848966,12
BRK1,Stim8hr,0.7911943659124951,0.7638183525876787,110
BRMS1,Stim8hr,0.7675996297653979,0.897649731347359,155
BRPF1,Stim8hr,0.7319374233638136,0.8832293935543492,402
BRWD1,Stim8hr,0.4803986385475686,0.9043064917427964,23
BTAF1,Stim8hr,0.7989912844301083,0.8866973045449547,390
C1D,Stim8hr,0.5598024689523644,0.820632879892786,285
C2CD5,Stim8hr,0.8086857758846396,0.9863886445096264,3
C6orf120,Stim8hr,-0.1383929965673296,0.7207184473479976,427
C7orf55-LUC7L2,Stim8hr,0.6187444987781257,0.8568489266222524,69
C8orf33,Stim8hr,0.2038668391835572,0.7538702076629599,40
C9orf64,Stim8hr,0.0638492318189116,0.3952340951170102,59
C16orf72,Stim8hr,0.8725851262493685,0.9639108102714088,17
C16orf87,Stim8hr,0.2061311983895671,0.6817213185481849,122
C18orf32,Stim8hr,0.0206555879173972,0.8148369044329911,20
C19orf54,Stim8hr,-0.0523496297388578,0.6763830350184105,6
CAB39,Stim8hr,-0.1261109293722644,,19
CACHD1,Stim8hr,0.095610354186391,0.8152960427229841,25
CALCOCO2,Stim8hr,0.0817567753333477,,3723
CAMSAP1,Stim8hr,0.1326491628962493,0.5547555330303542,929
CAND1,Stim8hr,0.8804489247823227,0.9103708604120166,104
CAPZA1,Stim8hr,0.5694108165767184,0.8899222623630599,56
CARM1,Stim8hr,0.4161660682590378,0.9026688994319922,24
CARNMT1,Stim8hr,0.3481366508984047,0.9635777079200112,4
CASC3,Stim8hr,0.5044554969448978,0.8385081277190547,921
CASP3,Stim8hr,0.980310905259232,0.979915527761608,40
CBLB,Stim8hr,0.9203288728237246,0.9092071637798383,183
CBX1,Stim8hr,0.2187572586655578,0.4262079371984845,140
CBX3,Stim8hr,0.9265344050654138,0.949429498998742,10
CBX5,Stim8hr,0.9284560021593552,0.9799860608262468,20
CCAR2,Stim8hr,0.6730821277115098,0.9072841363861398,10
CCDC93,Stim8hr,0.4013196705412878,0.7962921432248211,29
CCDC134,Stim8hr,0.7589676511991055,0.9408301864669588,7
CCDC136,Stim8hr,-0.6007430338007581,,50
CCDC138,Stim8hr,-0.3921094825521738,,916
CCNA2,Stim8hr,0.2808373597025305,,125
CCNC,Stim8hr,0.2606274805231479,,595
CCND2,Stim8hr,0.7068547756340976,0.7315407310749348,542
CCNE1,Stim8hr,0.675987994527435,0.9141106820881189,13
CCNF,Stim8hr,0.97419179543295,0.978864911259198,5
CCR4,Stim8hr,0.1550561963777094,0.8992460032357243,7
CCR6,Stim8hr,-0.1121166328360359,0.6029280860751589,78
CCS,Stim8hr,0.4490899614435264,0.7845894313304888,325
CD2,Stim8hr,0.8936696495583537,0.9263255073126052,99
CD3G,Stim8hr,0.8354910524488847,0.8747903294918853,4440
CD5,Stim8hr,0.4992659426658999,0.9733906659267894,4
CD28,Stim8hr,0.8566755038988356,0.876563808205214,461
CD244,Stim8hr,-0.031260271464582,,19
CD247,Stim8hr,0.7065782713786124,0.7506022887034252,4069
CD274,Stim8hr,0.4478892341889023,,116
CDADC1,Stim8hr,0.0961780193369629,0.7000859747632013,62
CDC25B,Stim8hr,0.3000678500424981,0.3422630502731778,1258
CDCA2,Stim8hr,-0.1741997744284172,,54
CDCA3,Stim8hr,0.3564687518478598,0.4770645199648529,39
CDIPT,Stim8hr,0.200408011102341,,823
CDK2,Stim8hr,0.9094197429810256,0.850795478603666,7
CDK2AP2,Stim8hr,0.4256200488549297,0.8171305014535005,10
CDK5RAP3,Stim8hr,0.573584406671406,0.9233001182718654,39
CDK13,Stim8hr,0.7117501835634353,0.880639385310946,186
CDKN2AIP,Stim8hr,0.7784814756744668,0.9090537996137452,26
CFAP20,Stim8hr,0.6308658025112518,0.8822945152259293,216
CHD4,Stim8hr,0.6873538595835504,0.8138685417009955,887
CHD7,Stim8hr,0.0420680899742332,,2721
CHIC2,Stim8hr,0.2146140369159751,0.8994985564938581,44
CHMP1A,Stim8hr,0.0110390117342584,0.785761481098724,105
CHMP4A,Stim8hr,0.2952805986277914,0.9266627231379896,33
CHTF18,Stim8hr,0.0131654741278243,0.8508636035190359,23
CHUK,Stim8hr,0.072767514151303,0.514622703138727,14
CHURC1,Stim8hr,0.1542337451527768,0.4176296833240808,38
CISD1,Stim8hr,0.1615107938219307,0.6762527423386137,82
CKAP2,Stim8hr,0.1410559350563627,,147
CLCC1,Stim8hr,0.791214670888831,0.8369256384401947,65
CLDN7,Stim8hr,0.2172196329429748,,144
CLDND2,Stim8hr,0.7218385640603039,0.9450092222088684,11
CMAS,Stim8hr,0.6543401090705667,0.9368213357999736,39
CMTR1,Stim8hr,0.2517223461003432,0.524444584697126,176
CNBP,Stim8hr,0.9456044900141009,0.9064864431852544,34
CNIH4,Stim8hr,-0.0060984149318461,0.891548331862684,91
CNOT4,Stim8hr,0.5832025771414375,0.8745363911027988,66
CNOT10,Stim8hr,0.2773953585567784,,123
CNOT11,Stim8hr,0.4204883301575537,0.6238070670867808,325
COA3,Stim8hr,0.638346800920555,0.8646043588303814,32
COA5,Stim8hr,0.7683278340587429,0.8739415855360126,39
COA7,Stim8hr,0.5735832493269446,0.8716790105443137,11
COG5,Stim8hr,0.206652166814822,0.6597591792954627,205
COG6,Stim8hr,0.2244839411453369,0.2890951239180753,992
COL4A3BP,Stim8hr,0.16506806860244,0.9345530172468594,29
COMMD10,Stim8hr,-0.0267599817959637,0.0967188185395917,324
COP1,Stim8hr,0.3368273861963734,0.4806519040656881,47
COPRS,Stim8hr,-0.0689570268357613,,285
COPS9,Stim8hr,0.8197205789113491,0.968678197211404,8
COQ4,Stim8hr,0.8982172708917188,0.9554530444227548,7
COQ5,Stim8hr,0.9993093906537116,0.9542603925894309,4
COQ6,Stim8hr,0.6076155133130088,0.9180534173668884,20
COX4I1,Stim8hr,0.4324793016666913,0.8610037478415012,137
COX5A,Stim8hr,0.396791068079644,0.3875645413267539,271
COX6B1,Stim8hr,0.8038174679004981,0.8795748281577944,10
COX6C,Stim8hr,0.7243802167461828,0.7937165417555138,410
COX7C,Stim8hr,0.3508099006143885,0.9350385631224232,16
COX11,Stim8hr,0.4755546285142892,0.8458403152712362,132
COX15,Stim8hr,0.720211511026793,0.9654994331586824,6
COX17,Stim8hr,0.7846399004526183,0.7816695204592198,86
CREB1,Stim8hr,0.8155111412258529,0.8646193333643286,65
CREBBP,Stim8hr,0.7974837361872694,0.8694467359302257,929
CRLS1,Stim8hr,0.8328004348841702,0.9213453395694124,23
CRTAP,Stim8hr,0.0571456325488453,0.6762059741937831,119
CRYZL1,Stim8hr,-0.3474268801804058,,839
CSDE1,Stim8hr,0.5142130220334538,0.8906993018111564,117
CSH1,Stim8hr,0.233980307105095,0.4109653852353236,19
CSNK2A1,Stim8hr,0.8164606378334436,0.8191436917634668,13
CTBP1,Stim8hr,0.8651797510698651,0.8773725271673978,617
CTDSPL2,Stim8hr,0.9227328915211056,0.927626849851756,26
CTPS1,Stim8hr,0.4681185242909025,0.7964854422467729,481
CTU1,Stim8hr,0.4131783154548278,0.7004747169300882,124
CTU2,Stim8hr,0.7947012793582368,0.9136099273534422,48
CUL3,Stim8hr,0.5374286709889284,0.6312942432628958,244
CWC27,Stim8hr,0.8579700742700189,0.94142744360998,15
CXXC1,Stim8hr,0.4957221758917082,0.5814853728492486,946
CXorf40A,Stim8hr,0.4340778184175248,0.1291945321319233,25
CYB5R4,Stim8hr,0.7496425584805242,0.8823192639619926,875
CYB561D2,Stim8hr,0.9880327472363624,0.9863242221982936,5
CYLD,Stim8hr,-0.3972004190803725,,5
CYTH3,Stim8hr,0.3456563029625446,0.7618660659120856,4
DAP,Stim8hr,0.0050868418443222,0.830384265231449,136
DAXX,Stim8hr,0.1869571986958899,0.7802574301244717,139
DCAF5,Stim8hr,0.4456729058347657,0.9237480878093964,35
DCAF11,Stim8hr,-0.4114661668087946,,258
DCAF16,Stim8hr,0.4156094297730618,0.7013389292319341,25
DCAKD,Stim8hr,-0.2704008532665171,,871
DCLRE1A,Stim8hr,0.7092638207340722,0.9507523201433762,10
DDA1,Stim8hr,0.8281079807166293,0.9036431712080985,22
DDRGK1,Stim8hr,0.6696710094842362,0.8196533569654803,569
DDX6,Stim8hr,0.2936266995164092,0.388781328454463,853
DDX17,Stim8hr,0.8268156518163531,0.93287946850672,70
DDX31,Stim8hr,0.8949343315477758,0.9091620534910292,31
DDX60L,Stim8hr,0.4280937125710699,0.6617852407340913,397
DEF6,Stim8hr,0.1203600643480234,0.9261915526366862,10
DEF8,Stim8hr,-0.1989799118454801,,335
DEFA6,Stim8hr,0.3487143565334359,,45
DEGS1,Stim8hr,0.7030865130785168,0.9556038312557074,45
DEK,Stim8hr,0.1800026387329897,0.902321429404792,48
DENR,Stim8hr,0.6679128292376592,0.7934793966040382,2022
DHODH,Stim8hr,0.2376915460949948,0.7400102250310983,327
DHPS,Stim8hr,0.5714746536007154,0.8617847214688558,160
DHX9,Stim8hr,0.8504583334085458,0.7321790968350443,32
DHX36,Stim8hr,0.6592317941449637,0.8548700109874731,1081
DIS3L,Stim8hr,0.2363349842872595,0.8517429223356612,107
DIS3L2,Stim8hr,-0.0747963829940287,,398
DLG4,Stim8hr,0.1754368082049097,,32
DMRTA2,Stim8hr,-0.0534085771221731,0.8876223970094833,33
DNAAF2,Stim8hr,0.6120489898649184,0.912788379637656,49
DNAH3,Stim8hr,-0.2553210963821297,,741
DNAJB9,Stim8hr,0.93140804720518,0.9593762404086524,42
DNAJC3,Stim8hr,0.44678303944938,0.8678272810310926,26
DNAJC8,Stim8hr,0.6516381010524153,0.8317604884301123,409
DNAJC21,Stim8hr,0.5652409238510813,0.9373843220255188,9
DNAJC24,Stim8hr,0.6686745717915314,0.9346997314122114,30
DNTTIP1,Stim8hr,0.759086417129463,0.8854941592061639,838
DOCK2,Stim8hr,0.5509610073494324,0.2107134339813786,221
DOLPP1,Stim8hr,0.8589264145866988,0.818855708837804,1225
DOP1A,Stim8hr,0.5763856937472968,0.8877338264094712,50
DPF1,Stim8hr,0.2327473419092864,0.8842316816668313,6
DPH1,Stim8hr,0.2357813624715619,0.8241042908191913,183
DPH5,Stim8hr,0.792610762020508,0.9232170801256412,112
DPH6,Stim8hr,0.9944335225863624,0.9658487099766178,3
DPH7,Stim8hr,-0.1630095307933652,0.8226020498646902,43
DPM1,Stim8hr,0.3778332254782498,0.8932237564395242,7
DPM2,Stim8hr,0.649884172518861,0.8794812688694044,11
DR1,Stim8hr,0.4869143198490421,0.8144337261559105,44
DRAP1,Stim8hr,0.128128485901208,0.8165727621919951,107
DTX4,Stim8hr,-0.2602759438608413,,74
DUSP4,Stim8hr,0.6639693737827673,0.9067869084997084,23
EARS2,Stim8hr,0.5630976160129803,0.9590196029015324,6
EBF3,Stim8hr,-0.2089228818377114,,590
ECHS1,Stim8hr,0.4347347264258361,0.8638227362553785,56
ECI2,Stim8hr,0.1023420743706533,,250
EDC3,Stim8hr,-0.0182284689518647,,152
EDRF1,Stim8hr,0.1010670484587141,0.8311973163033128,37
EEF1E1,Stim8hr,0.9948144924223006,0.984945833997246,4
EGLN1,Stim8hr,0.890105321305929,0.9271141111733556,55
EGR2,Stim8hr,0.7936492735805334,0.889873760346963,228
EGR3,Stim8hr,-0.3954938937760257,0.6876522087986296,8
EHBP1,Stim8hr,0.1028404141596293,0.8218436647241252,23
EHMT1,Stim8hr,0.5456647302355235,0.6619172735947877,150
EHMT2,Stim8hr,0.8532008007540801,0.9041085770621315,223
EID2,Stim8hr,-0.0368258966356111,,76
EIF1,Stim8hr,0.8418937503211961,0.92514646853382,180
EIF2AK4,Stim8hr,0.7389364556003987,0.9449037168267108,16
EIF3K,Stim8hr,0.6406706648949926,0.9301650936126236,74
EIF4G2,Stim8hr,0.542288795561421,0.8356759474713715,1603
EIF4H,Stim8hr,-0.3649981825162725,0.4840940186963823,596
EIPR1,Stim8hr,0.6798526364102783,0.8974346921586543,65
ELAVL1,Stim8hr,0.8191577622962344,0.8848310226772599,349
ELF4,Stim8hr,0.3366782767966332,0.8998260157161604,6
ELOB,Stim8hr,0.4112242115128185,,1968
ELOC,Stim8hr,0.5145696101302318,0.8377463105867982,64
ELOF1,Stim8hr,0.5315522056359073,0.732157510419893,2332
ELP1,Stim8hr,0.6821427959305215,0.8948659104032382,265
ELP2,Stim8hr,0.6577056976316185,0.8754714228659798,385
ELP3,Stim8hr,0.7601848623078666,0.8491882041437472,356
ELP5,Stim8hr,0.1393856356809723,0.7683838080002552,327
EMB,Stim8hr,0.2678971788752629,0.7761318901582202,94
EMC2,Stim8hr,0.6255898017414369,0.784664775876316,156
EMC9,Stim8hr,-0.0785710248175798,0.7751952892445878,22
EML2,Stim8hr,-0.0348269899137255,0.6679260921776327,186
ENDOG,Stim8hr,0.6230315536339149,0.8899817811446787,64
EP300,Stim8hr,0.1546486446834327,,25
EPB41L3,Stim8hr,0.2695024531435853,0.7725779327792351,694
EPC1,Stim8hr,0.8625898079493051,0.7584341785614326,90
ERCC1,Stim8hr,0.5727252718245309,0.8576823601906497,166
ERCC4,Stim8hr,0.4756705702343048,0.7268429613275174,94
ERCC6L2,Stim8hr,0.5840491771305237,0.7953217492901539,51
ERGIC1,Stim8hr,0.2632663611377744,0.5145667623717697,19
ERN1,Stim8hr,0.5476158712503247,0.8185464514034391,51
EWSR1,Stim8hr,0.5391553921043561,0.8530662132404088,632
EXTL2,Stim8hr,-0.4723641220472503,,18
FAAP24,Stim8hr,0.6368169614709699,0.8307754555150464,7
FABP6,Stim8hr,0.2961553461057748,0.5720513906240204,26
FAM3C,Stim8hr,0.2991644251063,,43
FAM20B,Stim8hr,0.8159056927146632,0.9250860967668756,25
FAM69A,Stim8hr,0.0160078282257795,0.4881802682924515,201
FAM98B,Stim8hr,0.9132691681178188,0.896607565515422,204
FAM118A,Stim8hr,-0.1320744702695058,,96
FAM161A,Stim8hr,0.1369022699515978,0.3396570728241291,150
FAM208A,Stim8hr,0.7463254836618166,0.9158420152874872,79
FAM220A,Stim8hr,0.0653839436185374,0.6932068872332028,263
FANCB,Stim8hr,0.3649516901283424,0.9437163978415914,26
FANCD2,Stim8hr,0.5788353630366483,0.7573642681209772,12
FANCI,Stim8hr,0.1580288028645911,0.8531129959682269,65
FANCM,Stim8hr,0.071152864589123,0.8607838823676276,7
FBRS,Stim8hr,0.2602906989026204,0.8770583587794917,29
FBXL3,Stim8hr,0.1705649314898009,0.9164382656637392,89
FBXL15,Stim8hr,0.1050509256679444,,66
FBXO3,Stim8hr,0.3111459923253763,0.5725994697685962,100
FBXO11,Stim8hr,0.9628527529018828,0.9619354029813676,4
FBXO28,Stim8hr,0.1036200403087753,0.5874527150094583,255
FBXO42,Stim8hr,0.9996593236726492,0.9794528387706491,3
FBXW2,Stim8hr,0.4740520276121934,0.8873372971407493,51
FBXW7,Stim8hr,0.7699863462582714,0.6244566034231851,79
FEN1,Stim8hr,0.0574254136060128,0.3667375542622731,92
FGFR1OP,Stim8hr,0.6867811364329496,0.8209188270312668,68
FGFR1OP2,Stim8hr,0.5977658920136291,0.871808976007293,103
FHL1,Stim8hr,-0.2883254088781147,,409
FIBP,Stim8hr,0.6935227288059777,0.977321557300188,6
FITM2,Stim8hr,-0.2143409197272871,,4501
FKBP2,Stim8hr,0.2388426318489652,0.5227561141777656,9
FLAD1,Stim8hr,0.2459581709225749,0.6931318733667238,35
FLVCR2,Stim8hr,-0.2306831578342647,,636
FNBP4,Stim8hr,0.3452091970549176,0.7686974078946482,295
FOSL2,Stim8hr,0.9234082981737172,0.8324860130525067,4
FOXN2,Stim8hr,0.7319322906387904,0.8136213110084294,130
FOXO1,Stim8hr,0.5073264527930337,0.7737303696277282,261
FUBP1,Stim8hr,0.6910156992515807,0.8326676317173675,297
FUNDC2,Stim8hr,0.163777960010811,0.9358112418754756,42
GABPB1,Stim8hr,0.7006221787041055,0.8483238950782575,635
GADD45GIP1,Stim8hr,0.980058028002582,0.9926069910421574,4
GALK2,Stim8hr,0.8795587783691272,0.9151185541490076,7
GALNT6,Stim8hr,0.6802827969255416,0.9217104240657084,40
GATA3,Stim8hr,0.8015477097391002,0.8909226278245435,236
GATAD2B,Stim8hr,0.0598704251757238,0.7420952632510185,227
GBA2,Stim8hr,0.3093231232163078,0.8975698805467507,64
GCSH,Stim8hr,0.4607971436078202,0.8236397389761824,182
GDAP2,Stim8hr,0.4177690419596074,0.7962396769882961,128
GDF9,Stim8hr,0.3762116695944517,0.8101985299399767,52
GFM2,Stim8hr,0.7158051013090905,0.886952387689302,29
GID8,Stim8hr,0.0798781648287361,0.5946648370712331,164
GINM1,Stim8hr,0.016907614058606,0.4867289013502122,257
GIPC3,Stim8hr,-0.4378539139232203,0.8238638634547456,11
GLI1,Stim8hr,0.0338950256663677,0.8166479612230657,87
GLIPR2,Stim8hr,0.0368527963406939,,1021
GLRX3,Stim8hr,0.3640149232406375,0.8174258521556336,40
GLS,Stim8hr,0.7303530742991289,0.7321918793492548,20
GMEB1,Stim8hr,0.7470379726232222,0.8433494248589324,238
GNAS,Stim8hr,0.8865485819435549,0.8156775402313997,17
GNG11,Stim8hr,0.0686921718124384,0.4300371933242028,44
GNLY,Stim8hr,0.9279782477445052,0.9154892098032786,17
GNPAT,Stim8hr,0.2732511198036689,0.3859921295792863,265
GP1BB,Stim8hr,0.5759356668705834,,38
GPAA1,Stim8hr,0.639209161883114,0.9206336120748092,59
GPATCH8,Stim8hr,0.6531189185208569,0.9312598436934292,24
GPD1L,Stim8hr,0.3338672044250465,0.8751907139420766,33
GPI,Stim8hr,0.7215765383731418,0.8960838089763565,130
GPR15,Stim8hr,0.2673935042589989,0.6383746051888568,95
GPR27,Stim8hr,-0.054379508713807,,277
GPR82,Stim8hr,0.3443366119749204,0.6967364387229386,15
GPR137,Stim8hr,0.349643345687943,0.3587471167818246,26
GPR146,Stim8hr,-0.0300736703803972,0.6303462977787901,45
GPRASP1,Stim8hr,-0.0344574829135313,,967
GPRC5A,Stim8hr,0.3302269138148402,,18
GPS2,Stim8hr,0.4133465527744143,0.5218753403945173,255
GRIN3A,Stim8hr,0.0311040063382237,0.4534568190580308,324
GSS,Stim8hr,0.4283037850684405,0.9028082704575072,10
GSTCD,Stim8hr,0.5718191108675064,0.518659595280754,79
GTF2IRD1,Stim8hr,-0.2216984828902539,0.2333298028146851,201
GYPC,Stim8hr,0.369934651512234,,43
H2AFZ,Stim8hr,0.2318892555438679,0.7291407180501479,181
HACD4,Stim8hr,0.182405794979208,,1286
HCCS,Stim8hr,0.4791109931266233,0.7237431944916811,617
HDAC1,Stim8hr,0.7985766266272489,0.953493737283406,9
HDHD3,Stim8hr,0.0293759594483937,,61
HELT,Stim8hr,0.2712730405968785,0.5388056936900969,1419
HEXDC,Stim8hr,0.5524409413320037,0.8297510457773163,124
HEXIM1,Stim8hr,0.6003421341354854,0.8694651725308683,101
HIP1R,Stim8hr,-0.1237315737037773,0.6944126109398786,88
HIPK1,Stim8hr,-0.2107955920522232,0.6083411683239839,33
HIRIP3,Stim8hr,-0.2184391269100118,0.5157626402370606,218
HIST1H2BI,Stim8hr,-0.2626773690415216,,224
HIST1H3I,Stim8hr,-0.5045130730476238,0.7702204873340329,6
HMBS,Stim8hr,-0.1584384010594545,,553
HMGXB3,Stim8hr,0.6003617805613298,0.8896444920429318,62
HMGXB4,Stim8hr,0.3974430257595967,0.8999921463733923,9
HNRNPA1,Stim8hr,0.7670494810741141,0.8142463043335316,147
HNRNPA2B1,Stim8hr,0.6901132048497887,0.9245967203855854,18
HNRNPD,Stim8hr,0.7143526045969532,0.900876073440398,9
HOXB2,Stim8hr,-0.0856190575565396,0.2170140293625587,119
HOXB4,Stim8hr,-0.1493462099227222,0.8461365336181508,69
HOXC5,Stim8hr,-0.1526490484644388,0.8942410185539788,46
HPF1,Stim8hr,0.849242525302364,0.8380210228208321,10
HSD17B10,Stim8hr,0.3539012671970317,0.5570532729629565,266
HSD17B13,Stim8hr,0.4016444021726281,0.8512532782397976,22
HSDL2,Stim8hr,0.1947014668500671,0.5305464627871163,88
HSPA8,Stim8hr,0.0812009154255753,0.8361385837958074,28
HSPA14,Stim8hr,0.3787924714777919,,64
HSPB11,Stim8hr,0.424789585112254,0.7339635959996735,41
HTRA2,Stim8hr,0.325402067710952,0.9158502033651535,48
HYLS1,Stim8hr,-0.2589858413507639,,6
IBA57,Stim8hr,0.2478427022645864,0.9431196776680644,42
ICK,Stim8hr,0.1107858317537067,0.936193866299161,23
IFFO2,Stim8hr,0.2008057541005004,,17
IFI30,Stim8hr,0.0758639900015399,0.6358780839301796,70
IFNAR1,Stim8hr,0.6897442578705967,0.74894283171933,18
IFNGR1,Stim8hr,0.8490326550964492,0.9409236657126672,27
IFNGR2,Stim8hr,0.9366157578235864,0.8331859692717806,21
IGHMBP2,Stim8hr,-0.3928871601170379,,63
IKZF1,Stim8hr,-0.1594937947352884,0.5592705721901714,17
IL4R,Stim8hr,0.7956132764242189,0.8903285904246686,32
IL12RB2,Stim8hr,0.2243700779606446,0.813299790517183,259
IL21,Stim8hr,0.1334597044018292,0.8664680975881416,11
IMMP1L,Stim8hr,0.0250486034279936,0.9496119158570598,14
IMPDH2,Stim8hr,0.6887705499696977,0.8983434574016147,100
ING3,Stim8hr,0.3394175966375347,0.9163804603551045,7
ING5,Stim8hr,0.1985720243878362,0.7314149710061922,164
INO80B,Stim8hr,0.8298449257730173,0.8242297983175171,146
INO80C,Stim8hr,0.5257672512431812,0.906058061329298,107
INPP5F,Stim8hr,0.4870168307451928,0.9548960414562622,43
INSR,Stim8hr,0.2161243557886172,0.4261301456925813,102
INTS6,Stim8hr,0.994156574206568,0.9849731391816224,3
INTS10,Stim8hr,0.6617132175164115,0.8384194248358097,594
INTS12,Stim8hr,0.65615367418233,0.834218469807145,391
INTS13,Stim8hr,0.3087559122254303,0.8030320457541346,328
INTS14,Stim8hr,0.4091044818143618,0.7056145606753842,436
IPO9,Stim8hr,0.3544866274103866,0.8315985454694522,90
IQGAP3,Stim8hr,-0.0660098136860934,0.3710572599064671,53
IRF2,Stim8hr,0.4925780396588882,0.8791439609701086,52
IRF2BP1,Stim8hr,0.3659392550924656,0.6962210850030062,578
IRF8,Stim8hr,0.2230386418658535,0.7306703041218325,261
IRF9,Stim8hr,0.8934753113166217,0.7985108616150338,34
ISCA2,Stim8hr,0.5959532359261785,0.8802859301061375,60
