gene,condition,activation_coef_rank,polarization_coef_rank,is_known_polarization_reg
FANCF,Stim48hr,0.7109947643979058,0.5732984293193717,False
FANCF,Stim8hr,0.4867549668874172,0.3436067244014263,False
FANCI,Rest,0.4258535314047433,0.7190513421944227,False
FANCI,Stim48hr,0.8856020942408377,0.3934554973821989,False
FANCI,Stim8hr,0.7862964849719817,0.402190524707081,False
FANCL,Rest,0.4318477977586656,0.7253062288246026,False
FANCL,Stim48hr,0.2363874345549738,0.924869109947644,False
FANCL,Stim8hr,0.1923076923076923,0.4870096790626592,False
FANCM,Rest,0.6794370602032838,0.3661714881417774,False
FANCM,Stim48hr,0.1143979057591623,0.7130890052356021,False
FANCM,Stim8hr,0.1118186449312277,0.7226184411614875,False
FARS2,Rest,0.6054209017461558,0.1441230127703935,False
FARS2,Stim48hr,0.7047120418848167,0.3981675392670157,False
FARS2,Stim8hr,0.8352012226184412,0.3986245542536933,False
FARSA,Rest,0.1753974459212926,0.4972634870992963,False
FARSA,Stim8hr,0.0382068262862964,0.6558838512480897,False
FASTKD5,Rest,0.3547041959864477,0.0753192598384154,False
FASTKD5,Stim48hr,0.1727748691099476,0.7214659685863875,False
FASTKD5,Stim8hr,0.6016301579215486,0.32603158430973,False
FBF1,Rest,0.0784467031535053,0.5110763617409434,False
FBF1,Stim48hr,0.2709424083769634,0.4845549738219895,False
FBF1,Stim8hr,0.4549159449821701,0.5147733061640346,False
FBLIM1,Rest,0.0685431326557206,0.8491008600469117,False
FBLIM1,Stim48hr,0.356282722513089,0.2958115183246073,False
FBLIM1,Stim8hr,0.3405501782985227,0.8420784513499745,False
FBP1,Rest,0.8511858222569716,0.1975501694031795,False
FBP1,Stim48hr,0.4895287958115183,0.4172774869109947,False
FBP1,Stim8hr,0.9093224656138564,0.3008150789607743,False
FBRS,Rest,0.0203283815480844,0.0487359916601511,False
FBRS,Stim48hr,0.1900523560209424,0.0083769633507853,False
FBRS,Stim8hr,0.3573611818644931,0.2654100866021396,False
FBXL15,Rest,0.6241855616366954,0.6919468334636435,False
FBXL15,Stim48hr,0.3044502617801047,0.7201570680628272,False
FBXL15,Stim8hr,0.0715741212429954,0.5932246561385635,False
FBXL16,Rest,0.0437842064112588,0.8608287724784989,False
FBXL16,Stim48hr,0.1897905759162303,0.7544502617801047,False
FBXL16,Stim8hr,0.7060621497707591,0.8306164034640856,False
FBXL17,Rest,0.928068803752932,0.9575188949700286,False
