,target_contrast_gene_name,logfc_pearson_r,logfc_pearson_pval,random_r1,random_r2,random_r3,comparison,condition,donor_correlation_mean,n_degs_MASH_K562,n_degs_MASH_Rest,n_degs_MASH_Stim48hr,n_degs_MASH_Stim8hr
2565,MAN2A1,0.36425228046599145,5.397404847332193e-187,0.04170747341854372,-0.006109190009837441,-0.048026317751426816,K562 vs CD4+T (Stim 8hr),Stim8hr,,6.0,41.0,37.0,42.0
2566,GLTP,0.3641496859852861,6.984127772420583e-187,-0.012013510320541643,-0.0013728830879775338,-0.012243536868719837,K562 vs CD4+T (Stim 8hr),Stim8hr,,4.0,10.0,12.0,11.0
2567,TMEM127,0.3637615306672762,1.8501419648006258e-186,0.017546768562623917,0.041127203218695466,0.0002325505622737898,K562 vs CD4+T (Stim 8hr),Stim8hr,,16.0,22.0,24.0,22.0
2568,TERF1,0.36366392093676525,2.363241341369905e-186,-0.006046458879336767,-0.027976378886709424,0.008943627839829901,K562 vs CD4+T (Stim 8hr),Stim8hr,,4.0,13.0,11.0,13.0
2569,ACTR3,0.36346687278009787,3.8725094760735044e-186,0.0077456853388196654,0.030361592021030455,0.015958227330466826,K562 vs CD4+T (Stim 8hr),Stim8hr,0.0631869036050394,11.0,31.0,51.0,52.0
2570,COX17,0.36292721532483396,1.494955306807987e-185,0.03401194794560081,-0.002140374167164017,0.05103320189797634,K562 vs CD4+T (Stim 8hr),Stim8hr,0.3531974585995834,59.0,59.0,68.0,66.0
2571,GATA3,0.36272711836370386,2.465220880075229e-185,-0.09516452203147976,0.03023319502384107,0.02459523740949848,K562 vs CD4+T (Stim 8hr),Stim8hr,0.7249957295791297,13.0,406.0,444.0,398.0
2572,COMMD6,0.36269723381452745,2.6563511513395065e-185,0.022903139201420484,-0.02029053836388817,-0.025952906689180114,K562 vs CD4+T (Stim 8hr),Stim8hr,,16.0,8.0,11.0,10.0
2573,ZNF600,0.3626508936703467,2.982395854953275e-185,-0.004417212803434629,0.0018997256106102816,-0.02204409098620918,K562 vs CD4+T (Stim 8hr),Stim8hr,,3.0,41.0,43.0,40.0
2574,PLAA,0.3626132861681707,3.276150853997209e-185,-0.0006638359447838087,0.021526245639445347,0.01856089748366603,K562 vs CD4+T (Stim 8hr),Stim8hr,,11.0,11.0,11.0,11.0
2575,TIMP1,0.36249795746276436,4.369625911286155e-185,-0.019952171066580607,0.05926401402197632,-0.005726382780487224,K562 vs CD4+T (Stim 8hr),Stim8hr,0.3698573434467814,28.0,21.0,24.0,26.0
2576,COX6A1,0.3623830332278924,5.821494651910509e-185,0.010678314046601089,-0.0060434260027332435,-0.017588297778200885,K562 vs CD4+T (Stim 8hr),Stim8hr,,5.0,11.0,11.0,10.0
2577,DNAJC16,0.3619708148633952,1.627426161875418e-184,-0.016485573110721175,-0.019912659349467128,0.041072688300313825,K562 vs CD4+T (Stim 8hr),Stim8hr,,8.0,23.0,30.0,28.0
2578,GANAB,0.36180457723941284,2.462428854406129e-184,0.013248968242998595,-0.05457026651165,0.004760215866542837,K562 vs CD4+T (Stim 8hr),Stim8hr,0.4472205894248954,22.0,113.0,79.0,133.0
2579,CCNQ,0.36172248359812553,3.020967960583791e-184,0.014090524153868605,0.03498781699771534,0.06294787220224611,K562 vs CD4+T (Stim 8hr),Stim8hr,0.4563093053640787,31.0,275.0,289.0,307.0
2580,DENND4C,0.36159135212645405,4.1870446479253075e-184,0.021142062563666932,0.03037987688993704,-0.011554215972175616,K562 vs CD4+T (Stim 8hr),Stim8hr,,3.0,22.0,22.0,24.0
2581,VPS35L,0.3614243980250086,6.343063351667328e-184,-0.03159985992374672,0.01912292824190157,-0.011960490828498968,K562 vs CD4+T (Stim 8hr),Stim8hr,,4.0,3.0,6.0,4.0
2582,RAB5C,0.3613091110341927,8.448932444811806e-184,-0.01849317839483521,0.02503580619225352,0.00850768383313182,K562 vs CD4+T (Stim 8hr),Stim8hr,,7.0,10.0,11.0,9.0
2583,CCNC,0.3610550503882845,1.5885087787554222e-183,-0.013814767615364635,-0.001201625196526097,-0.009672792416999362,K562 vs CD4+T (Stim 8hr),Stim8hr,0.3101490193323785,88.0,1124.0,1417.0,1147.0
2584,ANP32B,0.3603751153629417,8.581437151270619e-183,-0.002965055950791695,0.032379025735224436,-0.04399808865245542,K562 vs CD4+T (Stim 8hr),Stim8hr,0.3969293918340754,24.0,110.0,99.0,115.0
2585,NR1H2,0.3603544018543624,9.033351751786711e-183,-0.012649532616180835,-0.014496768430218255,0.03678210362285263,K562 vs CD4+T (Stim 8hr),Stim8hr,,7.0,15.0,14.0,13.0
2586,GLRX3,0.3601499630387607,1.4988131462179938e-182,-0.0025346940429157015,0.07606798385409871,0.034876596692751574,K562 vs CD4+T (Stim 8hr),Stim8hr,0.2911051176154844,38.0,13.0,8.0,13.0
2587,TRIM44,0.3601008477510661,1.6925940726254536e-182,0.009847905176659899,-0.026757534233785792,0.03224496866301373,K562 vs CD4+T (Stim 8hr),Stim8hr,,5.0,8.0,11.0,9.0
2588,ECHS1,0.36002436605733834,2.045323504628466e-182,-0.011645813983123976,-0.023436672217605745,-0.0028875542387520694,K562 vs CD4+T (Stim 8hr),Stim8hr,0.3430927323513563,8.0,196.0,183.0,196.0
2589,ADAT2,0.3600203354404393,2.0658264817673623e-182,-0.02008456308290424,0.010320828135549569,0.027613666738752773,K562 vs CD4+T (Stim 8hr),Stim8hr,0.6406281884383564,12.0,189.0,150.0,199.0
2590,E2F3,0.35994061881004835,2.5162565062167562e-182,0.016508733239990178,0.04709664286909009,-0.0027209096452083014,K562 vs CD4+T (Stim 8hr),Stim8hr,,26.0,57.0,60.0,62.0
2591,MAD2L1BP,0.35963328560390484,5.379921668978315e-182,0.002506083727538166,0.0035618056709796563,0.026085802570452017,K562 vs CD4+T (Stim 8hr),Stim8hr,,6.0,10.0,10.0,13.0
2592,FAR1,0.3595301945371633,6.940577832876886e-182,0.005556828746842385,0.0014150976475626326,-0.014404115426638836,K562 vs CD4+T (Stim 8hr),Stim8hr,,26.0,6.0,7.0,7.0
2593,TMA7,0.35931844992052264,1.1707790937160231e-181,0.01507286340816675,-0.00635997649455696,-0.03611045614222276,K562 vs CD4+T (Stim 8hr),Stim8hr,,5.0,3.0,3.0,3.0
2594,PACS2,0.3592524550368762,1.3778878202391627e-181,0.08143094998732328,0.05100262733774505,0.040047504366042694,K562 vs CD4+T (Stim 8hr),Stim8hr,,13.0,43.0,56.0,46.0
2595,HS6ST1,0.3592373964887572,1.43005431297197e-181,-0.00869714217898326,0.007822679990612296,0.0002933097101409936,K562 vs CD4+T (Stim 8hr),Stim8hr,,8.0,12.0,12.0,10.0
2596,TAZ,0.3590606197387111,2.2117891676744325e-181,-0.008291152194341091,0.014308681931725284,-0.024858350369692236,K562 vs CD4+T (Stim 8hr),Stim8hr,,6.0,22.0,28.0,25.0
2597,ST6GAL1,0.3589181717795445,3.142452872683449e-181,0.053624939896140394,0.029557536804221112,-0.01281205020594758,K562 vs CD4+T (Stim 8hr),Stim8hr,,12.0,7.0,9.0,8.0
2598,CYREN,0.35886899394573124,3.5473773027578846e-181,-0.015551200981774906,0.010411236212896184,0.020480411745325493,K562 vs CD4+T (Stim 8hr),Stim8hr,,5.0,17.0,15.0,19.0
2599,TMED3,0.3588207922291293,3.994773246575233e-181,-0.001256791123327646,0.008569078885332947,0.02467004623255964,K562 vs CD4+T (Stim 8hr),Stim8hr,-0.0823712370369355,5.0,36.0,33.0,41.0
2600,ACSL3,0.3587292248522512,5.005661567203324e-181,-0.019631483459681937,0.006153976871089817,-0.00013733061385081628,K562 vs CD4+T (Stim 8hr),Stim8hr,,5.0,35.0,40.0,38.0
2601,BCOR,0.3587158447798414,5.173379322100566e-181,0.006526557333196109,0.027434040784639326,0.0006726799572812927,K562 vs CD4+T (Stim 8hr),Stim8hr,0.4865083714818709,3.0,96.0,100.0,99.0
2602,PAGR1,0.35863828370827033,6.262227271675863e-181,-0.041242341034108086,0.030484253824758306,-0.0032639535359521464,K562 vs CD4+T (Stim 8hr),Stim8hr,0.7187459849424155,8.0,197.0,183.0,193.0
2603,SRSF5,0.35863050835608445,6.383275368806729e-181,-0.014231577640663151,-0.008707907361444809,0.02266426572900798,K562 vs CD4+T (Stim 8hr),Stim8hr,,7.0,61.0,68.0,64.0
2604,ZNF652,0.35852524128802127,8.271617639930985e-181,-0.015416531475093543,-0.0021809121064714125,0.0034536376755745467,K562 vs CD4+T (Stim 8hr),Stim8hr,,4.0,32.0,27.0,30.0
2605,PITPNA,0.3584303069513995,1.0448486971448995e-180,-0.011900487968956586,-0.005608418588019161,-0.006655562211988599,K562 vs CD4+T (Stim 8hr),Stim8hr,,4.0,4.0,3.0,4.0
2606,TXNL1,0.35810000929171315,2.353938315319098e-180,-0.004518886476633918,0.024409007607886973,0.032312732041219205,K562 vs CD4+T (Stim 8hr),Stim8hr,0.0364433464806204,3.0,142.0,129.0,151.0
2607,THUMPD2,0.3579481588171397,3.418400798900913e-180,0.03876439022848978,-0.0034755926788091283,0.008639333078474684,K562 vs CD4+T (Stim 8hr),Stim8hr,,5.0,22.0,22.0,22.0
2608,TMEM106B,0.3575774169250952,8.492592024165261e-180,0.05719776968337615,-0.015487898334632707,0.0005644889023330305,K562 vs CD4+T (Stim 8hr),Stim8hr,,7.0,9.0,11.0,10.0
2609,CCND2,0.3572613308089364,1.8432156481086256e-179,0.012938452058331067,-0.07057177847535437,0.02175588349225345,K562 vs CD4+T (Stim 8hr),Stim8hr,0.5453522625748931,20.0,554.0,168.0,585.0
2610,ARL8B,0.35640564090596505,1.4952058809670114e-178,-0.0027196725219358394,0.017593190832241958,0.01336116498689255,K562 vs CD4+T (Stim 8hr),Stim8hr,,3.0,46.0,50.0,50.0
2611,USP10,0.35624595281726834,2.208259004066074e-178,-0.043722213559348605,5.370480138660455e-05,-0.006130269121333115,K562 vs CD4+T (Stim 8hr),Stim8hr,0.5850967515483995,7.0,61.0,52.0,61.0
2612,PHYKPL,0.3560801652275485,3.309513158808037e-178,-0.004576687432825561,-0.02683965749306323,0.02625839283634394,K562 vs CD4+T (Stim 8hr),Stim8hr,,3.0,24.0,31.0,25.0
2613,NDUFS3,0.3559450854357108,4.601017887222083e-178,-0.01907924794415038,0.01895379084144426,0.01277884924600587,K562 vs CD4+T (Stim 8hr),Stim8hr,,7.0,17.0,22.0,19.0
2614,FASTKD5,0.35583248119577726,6.054551714097819e-178,0.004904325799524465,-0.00264013123287585,-0.008661353062790731,K562 vs CD4+T (Stim 8hr),Stim8hr,,48.0,60.0,81.0,61.0
2615,BRD2,0.35579921084315347,6.565988936370205e-178,-0.014962521695418247,0.030609684386552313,-0.014729785775906036,K562 vs CD4+T (Stim 8hr),Stim8hr,,9.0,30.0,29.0,30.0
2616,TMEM259,0.35520649194634735,2.779773555478406e-177,0.02568974212211701,-0.009016814455338017,-0.005248593506108702,K562 vs CD4+T (Stim 8hr),Stim8hr,0.2048911307104394,7.0,6.0,4.0,8.0
2617,GLUL,0.3549642648752156,5.0088789805698285e-177,0.014303761884964086,0.0035591651526580815,0.03803878704331193,K562 vs CD4+T (Stim 8hr),Stim8hr,,4.0,19.0,29.0,25.0
2618,UXS1,0.35477455381519996,7.940928626576814e-177,-0.02081049515047093,-0.024181786834294356,0.006804713227365248,K562 vs CD4+T (Stim 8hr),Stim8hr,,7.0,54.0,49.0,51.0
2619,ADNP,0.35459138837755977,1.2387008639055841e-176,0.014691189864417514,0.020314753879445244,0.001685604009379925,K562 vs CD4+T (Stim 8hr),Stim8hr,0.7155672407079702,6.0,85.0,87.0,86.0
2620,PRKAB1,0.3544850715709006,1.603201423219936e-176,0.013239322756487603,-0.04711398445805598,0.022193615425997466,K562 vs CD4+T (Stim 8hr),Stim8hr,,11.0,4.0,4.0,4.0
2621,ZMYM2,0.35420625468331723,3.1518171301620286e-176,-0.039271922590908906,-0.00784105302533791,0.03122640724268591,K562 vs CD4+T (Stim 8hr),Stim8hr,-0.0421829301141762,11.0,335.0,293.0,306.0
2622,ELP2,0.35412260786479605,3.859907348436495e-176,-0.00343804499789414,0.02528127260748255,0.023737891726284235,K562 vs CD4+T (Stim 8hr),Stim8hr,0.518717510524927,42.0,321.0,297.0,361.0
2623,NSDHL,0.35391530255519515,6.376687612418391e-176,0.002877340145306638,0.0659574544574305,0.01907753636314137,K562 vs CD4+T (Stim 8hr),Stim8hr,,10.0,10.0,9.0,9.0
2624,AHCYL1,0.3530966544076451,4.6126243757760883e-175,0.016605263565063776,0.01095989768617432,-0.011461839889588822,K562 vs CD4+T (Stim 8hr),Stim8hr,,8.0,5.0,7.0,6.0
2625,CCNB1IP1,0.35292878587133875,6.915889780331307e-175,0.0036157357084814533,0.0025191484108215935,-0.003005013572619941,K562 vs CD4+T (Stim 8hr),Stim8hr,,3.0,4.0,5.0,5.0
2626,RALGAPB,0.3528673049550334,8.021278987004302e-175,0.0036228293475990365,-0.012099678047043948,0.0006712495993223869,K562 vs CD4+T (Stim 8hr),Stim8hr,,8.0,63.0,66.0,58.0
2627,C2CD2L,0.3528553841150731,8.25520631562077e-175,-0.008267026552707654,0.013834465925041438,0.020393798462155423,K562 vs CD4+T (Stim 8hr),Stim8hr,0.0156346366413061,7.0,76.0,71.0,80.0
2628,PPCDC,0.3525707929080464,1.6391195159146311e-174,-0.04314889975411153,0.020035575486905623,0.015143416041361305,K562 vs CD4+T (Stim 8hr),Stim8hr,0.1542562934175656,30.0,302.0,238.0,315.0
2629,SPRYD3,0.352409646239992,2.416277983488011e-174,-0.008458153079521092,0.04000641454762645,-0.001330425992393048,K562 vs CD4+T (Stim 8hr),Stim8hr,,3.0,4.0,4.0,3.0
2630,FBXL4,0.3524063018931514,2.4358108344498014e-174,-0.025650976422007338,-0.023250190838733333,-0.003143507459567295,K562 vs CD4+T (Stim 8hr),Stim8hr,,3.0,5.0,4.0,5.0
2631,DPM2,0.35156695614526345,1.8317793321094983e-173,-0.03710483689306911,0.0016841071966173604,-0.011837102578280388,K562 vs CD4+T (Stim 8hr),Stim8hr,-0.1386500973355962,9.0,30.0,31.0,37.0
2632,L3MBTL3,0.3514628728646171,2.3514940733968946e-173,0.035418391707795746,0.018959224658293368,0.005345297174234331,K562 vs CD4+T (Stim 8hr),Stim8hr,0.8350537362809263,10.0,63.0,66.0,68.0
2633,CYB5RL,0.3513860866320424,2.8270961496828685e-173,0.0017603141265530224,-0.005590043973667442,0.011142656307393618,K562 vs CD4+T (Stim 8hr),Stim8hr,,7.0,33.0,71.0,33.0
2634,GTSE1,0.3513033832417079,3.447282061790867e-173,-0.013679777331853993,-0.016681790500615683,0.014217542705618279,K562 vs CD4+T (Stim 8hr),Stim8hr,,6.0,17.0,19.0,21.0
2635,DYNLT1,0.3510515811695575,6.303344618169797e-173,-0.020883362740581717,0.0029159687920459225,-0.020369948812715952,K562 vs CD4+T (Stim 8hr),Stim8hr,,4.0,5.0,5.0,4.0
2636,UBC,0.3508821478448463,9.45789702821033e-173,-0.014392704829507115,0.037615758590518925,0.009473092112200253,K562 vs CD4+T (Stim 8hr),Stim8hr,0.3562559536638113,9.0,199.0,96.0,168.0
2637,PLCG1,0.3507157230319967,1.4085853989986638e-172,0.05659449590999317,-0.009384215593485457,0.03798328716409533,K562 vs CD4+T (Stim 8hr),Stim8hr,0.735351086294003,67.0,594.0,970.0,1629.0
2638,GGA3,0.35058143399047254,1.9421918757435555e-172,-0.005746328890311489,0.0223106670955596,-0.058553441117377925,K562 vs CD4+T (Stim 8hr),Stim8hr,,9.0,139.0,124.0,107.0
2639,PITRM1,0.35056104315100717,2.0392459551331494e-172,0.07948054235038954,0.022673661943179803,0.030954924213971616,K562 vs CD4+T (Stim 8hr),Stim8hr,,8.0,38.0,95.0,49.0
2640,RPRD1B,0.35042846177091014,2.7998020880432094e-172,0.0010971852590988852,0.02161255608592722,0.0050530247200684456,K562 vs CD4+T (Stim 8hr),Stim8hr,0.3156283275218192,23.0,145.0,131.0,163.0
2641,KTI12,0.35041430158298814,2.8961814147452027e-172,-0.03717467166424561,-0.001239129976433202,-0.0053203442086463635,K562 vs CD4+T (Stim 8hr),Stim8hr,0.6103894677841938,15.0,443.0,418.0,436.0
2642,DIS3L,0.35027044674183055,4.0841873557077495e-172,-0.008288731339653284,0.03992655887974049,0.007685240763072912,K562 vs CD4+T (Stim 8hr),Stim8hr,0.3493933774007465,17.0,39.0,38.0,54.0
2643,ZBTB26,0.3502434035734096,4.356722875282703e-172,0.024413607745306716,0.01204249413719315,0.029612030982790437,K562 vs CD4+T (Stim 8hr),Stim8hr,,3.0,7.0,8.0,8.0
2644,MIER2,0.3502383522880289,4.409605892146659e-172,1.0437826035837464e-05,0.0047676727565014185,0.03873727400294417,K562 vs CD4+T (Stim 8hr),Stim8hr,,5.0,17.0,14.0,15.0
2645,VTA1,0.3502374603552557,4.419010088986145e-172,0.022121229019699526,0.01188240873697315,0.01752075123180156,K562 vs CD4+T (Stim 8hr),Stim8hr,,7.0,5.0,8.0,5.0
2646,CAPZA1,0.35021319771956566,4.682651960312129e-172,-0.022119587626141232,-0.022119587626141232,0.01980670322166628,K562 vs CD4+T (Stim 8hr),Stim8hr,0.6075948594948951,7.0,20.0,24.0,24.0
2647,ZBTB32,0.34992350025594254,9.350056061524151e-172,-0.009380033776787583,0.0007274252260135268,0.012875110895335502,K562 vs CD4+T (Stim 8hr),Stim8hr,,4.0,16.0,29.0,17.0
2648,PGP,0.3498909753730384,1.010443802457132e-171,-0.012095192326626932,-0.026006658613560274,-0.0071524022407329305,K562 vs CD4+T (Stim 8hr),Stim8hr,,8.0,46.0,83.0,46.0
2649,KLHL36,0.3496422908912057,1.8282423736532643e-171,-0.00579853826628602,0.035691053012258375,0.0026411367637118478,K562 vs CD4+T (Stim 8hr),Stim8hr,,11.0,13.0,13.0,12.0
2650,TRA2A,0.34940333577108784,3.23042918208738e-171,0.004251946636443392,-0.005962898543323139,0.009551928330563987,K562 vs CD4+T (Stim 8hr),Stim8hr,,7.0,4.0,4.0,5.0
2651,CYBC1,0.34930901350358057,4.0437852125319015e-171,0.008106034436385825,-0.005855315349662473,0.004251960438077181,K562 vs CD4+T (Stim 8hr),Stim8hr,,7.0,8.0,7.0,7.0
2652,NDUFA9,0.34926327834060966,4.508846871007554e-171,-0.02030109270393467,0.022695635156008344,0.04293491987872707,K562 vs CD4+T (Stim 8hr),Stim8hr,,6.0,41.0,72.0,44.0
2653,ARL2BP,0.3492205046716419,4.991997853506921e-171,-0.00544492025848118,-0.031212356203216093,-0.008019155834482995,K562 vs CD4+T (Stim 8hr),Stim8hr,,6.0,6.0,5.0,7.0
2654,SUPV3L1,0.3488467004222304,1.2143045134543582e-170,-0.01135457838755195,0.03558616509587218,-0.009650810199133917,K562 vs CD4+T (Stim 8hr),Stim8hr,0.5924729085012245,13.0,19.0,21.0,27.0
2655,HSD17B10,0.34878683546483935,1.3999266906096983e-170,0.035737344284479756,0.019063404919229886,0.027856244811204033,K562 vs CD4+T (Stim 8hr),Stim8hr,0.5000100901280565,5.0,155.0,161.0,200.0
2656,ASAH1,0.34860358901219596,2.1633293184207863e-170,-0.032601605674523956,0.0029200306151207917,0.012850030808521358,K562 vs CD4+T (Stim 8hr),Stim8hr,,4.0,5.0,5.0,5.0
2657,ERGIC3,0.34843108020854363,3.257980972275951e-170,-0.009769324412953305,0.009730009967411692,-0.02797091913890025,K562 vs CD4+T (Stim 8hr),Stim8hr,0.0232775546261068,10.0,99.0,109.0,105.0
2658,LIN7C,0.3484094520188793,3.4295366872915594e-170,0.0016036893040501082,0.0134405965288509,0.02617931756766257,K562 vs CD4+T (Stim 8hr),Stim8hr,,5.0,34.0,38.0,36.0
2659,ZNF200,0.3483930832839531,3.565344926437609e-170,0.028600114936749875,0.022709266082135453,0.015164609306014298,K562 vs CD4+T (Stim 8hr),Stim8hr,0.7654078405896638,4.0,23.0,24.0,24.0
2660,KDM3B,0.3482579683908467,4.912282857803842e-170,-0.052298402419460155,0.025641925679944888,0.028245574937783718,K562 vs CD4+T (Stim 8hr),Stim8hr,0.637365051136848,5.0,51.0,56.0,62.0
2661,USP15,0.34822024102646976,5.371975663421491e-170,0.007760481841728106,-0.0037682456698670307,0.07971633688607746,K562 vs CD4+T (Stim 8hr),Stim8hr,,13.0,43.0,39.0,38.0
2662,IMMP2L,0.3481148701753086,6.896263501456896e-170,-0.016262511703888708,0.0001580269829262802,-0.05976997402598236,K562 vs CD4+T (Stim 8hr),Stim8hr,0.1178483620777466,5.0,107.0,123.0,117.0
2663,SENP7,0.3471042092995845,7.53308335913041e-169,0.014243181590497143,-0.056407165065526205,-0.001682304527708487,K562 vs CD4+T (Stim 8hr),Stim8hr,,14.0,6.0,7.0,8.0
2664,KSR1,0.34690463147302486,1.2066084415967288e-168,-0.01160441490715999,-0.025765418277400906,0.012288317758339959,K562 vs CD4+T (Stim 8hr),Stim8hr,,3.0,12.0,12.0,10.0
2665,CRY1,0.346873402266206,1.298873578661395e-168,-0.019352680202590008,0.003935428000246672,0.03601415988992797,K562 vs CD4+T (Stim 8hr),Stim8hr,,15.0,62.0,60.0,50.0
2666,TMEM170A,0.3465318001836989,2.906478097170105e-168,0.01360519897565525,-0.012785362906995341,-0.0029662359764995993,K562 vs CD4+T (Stim 8hr),Stim8hr,,8.0,6.0,7.0,8.0
2667,ZEB1,0.3464644386797513,3.406383071979099e-168,-0.022953712684594882,-0.0017584322145593363,0.050169935379748565,K562 vs CD4+T (Stim 8hr),Stim8hr,0.8568907161794304,20.0,190.0,198.0,187.0
2668,DAP,0.3458232826136721,1.5399025722308344e-167,-0.02408105159301109,0.0022986533942706945,-0.014838038604346711,K562 vs CD4+T (Stim 8hr),Stim8hr,0.1309295539215931,12.0,45.0,69.0,61.0
2669,RCHY1,0.34525118109605807,5.89964750487098e-167,-0.013657277781229583,0.010066942428293868,-0.004789664176995119,K562 vs CD4+T (Stim 8hr),Stim8hr,,10.0,23.0,23.0,24.0
2670,FKBP5,0.3448808718951172,1.405245719768975e-166,-0.0005766974762514401,-0.005180506837243296,0.01099671063001142,K562 vs CD4+T (Stim 8hr),Stim8hr,,3.0,41.0,41.0,46.0
2671,G3BP2,0.3446363699664025,2.4908193802718228e-166,0.049913826257751745,0.0060694496291457106,0.01117311589113705,K562 vs CD4+T (Stim 8hr),Stim8hr,,6.0,47.0,45.0,51.0
2672,UBE2M,0.34448799890918314,3.5243997098917466e-166,0.017261690814200134,0.025727326483317305,0.01905228470973161,K562 vs CD4+T (Stim 8hr),Stim8hr,,24.0,11.0,10.0,13.0
2673,SMARCA4,0.3443549693252921,4.810292213786324e-166,-0.049183634426805574,0.015228164634641373,0.01824903832503568,K562 vs CD4+T (Stim 8hr),Stim8hr,0.4890532600971835,5.0,72.0,93.0,84.0
2674,NDUFA4,0.3442189188728146,6.610845434090354e-166,0.005936776370038466,-0.00715845193056093,-0.005081582153324313,K562 vs CD4+T (Stim 8hr),Stim8hr,,7.0,11.0,13.0,10.0
2675,LAMP1,0.34402092915836363,1.049747652706704e-165,-0.0011702272592049989,0.023565032368217317,-0.007719478777280589,K562 vs CD4+T (Stim 8hr),Stim8hr,,9.0,91.0,78.0,90.0
2676,FBXO21,0.3439793330103098,1.156801260195149e-165,0.006822961995094679,0.007211447489110935,-0.018400147417896844,K562 vs CD4+T (Stim 8hr),Stim8hr,,4.0,32.0,29.0,31.0
2677,SPG11,0.34380982078274125,1.7181396243790268e-165,-0.005272468467466463,0.009750518058794344,0.02881596215317124,K562 vs CD4+T (Stim 8hr),Stim8hr,,5.0,12.0,13.0,12.0
2678,BTAF1,0.3430340081021529,1.0470648796510091e-164,0.0322099947205469,0.030189547742418343,0.032340572765537895,K562 vs CD4+T (Stim 8hr),Stim8hr,0.5651349140388584,50.0,514.0,510.0,531.0
2679,MAEA,0.3429586041805888,1.2477934222327332e-164,-0.04046476780585521,0.00950944162315374,-0.017455719399642036,K562 vs CD4+T (Stim 8hr),Stim8hr,0.3845709837078778,20.0,305.0,148.0,316.0
2680,TGIF1,0.3426210204305097,2.7345933476291887e-164,0.016062120477734258,-0.003720634005682643,4.2648426878868356e-07,K562 vs CD4+T (Stim 8hr),Stim8hr,0.8811375371874198,8.0,18.0,24.0,29.0
2681,UGCG,0.34229310628320603,5.85432348831356e-164,-0.00208931219245101,-0.013755221991635487,-0.015497325958515974,K562 vs CD4+T (Stim 8hr),Stim8hr,,12.0,28.0,32.0,30.0
2682,ANP32E,0.34214015981198076,8.347026044346295e-164,0.018477084461990846,-0.009806139426611514,-0.00042003625666272616,K562 vs CD4+T (Stim 8hr),Stim8hr,,5.0,14.0,13.0,15.0
2683,CNOT4,0.34176099797366744,2.0094033300623694e-163,-0.014546161840578433,0.023179646646568425,0.011793141464687025,K562 vs CD4+T (Stim 8hr),Stim8hr,0.5655346799697453,5.0,246.0,286.0,259.0
2684,UCP2,0.3415481854185396,3.288349741246092e-163,0.012730000224853093,0.00503411769946635,-0.0013525052086096846,K562 vs CD4+T (Stim 8hr),Stim8hr,,5.0,5.0,12.0,9.0
2685,ABHD6,0.3410050548493425,1.1538521313544243e-162,0.05013491083868582,-0.0022717462331769446,0.06588310260313848,K562 vs CD4+T (Stim 8hr),Stim8hr,,7.0,11.0,12.0,11.0
2686,HNRNPM,0.34099106107765476,1.1917415399619498e-162,-0.020356876124362756,-0.004137360869234241,-0.005708604059406635,K562 vs CD4+T (Stim 8hr),Stim8hr,0.3190917285237151,40.0,37.0,41.0,46.0
2687,TIMM8B,0.3409853069271508,1.2076795276921922e-162,0.04419396290137111,-0.01533050963950391,0.01758880441555962,K562 vs CD4+T (Stim 8hr),Stim8hr,0.3306051924097255,21.0,55.0,70.0,66.0
2688,DCAF15,0.34035693889279395,5.14365440953126e-162,0.002899773484646955,0.00020719643026896693,-0.025293549421626607,K562 vs CD4+T (Stim 8hr),Stim8hr,,4.0,5.0,8.0,7.0
2689,FBXW2,0.3400806777644987,9.716031373535982e-162,-0.0063000952833987545,-0.0028754464120313876,-0.017422332584477663,K562 vs CD4+T (Stim 8hr),Stim8hr,0.7316559918657756,9.0,27.0,27.0,34.0
2690,ETHE1,0.34000787613583566,1.1487669674563844e-161,0.02526299723238019,0.004011878753082064,-0.0008867181233637518,K562 vs CD4+T (Stim 8hr),Stim8hr,,11.0,14.0,16.0,12.0
2691,C16orf87,0.3397886518515031,1.901784957545804e-161,0.010768288346831854,0.01669783798305828,-0.008157473248844967,K562 vs CD4+T (Stim 8hr),Stim8hr,0.3522039950563392,29.0,111.0,108.0,118.0
2692,DOHH,0.33956734842837316,3.162183306466853e-161,0.05105951981896792,0.08685961729518604,0.03100707368038943,K562 vs CD4+T (Stim 8hr),Stim8hr,0.3964093020826273,359.0,393.0,453.0,468.0
2693,CDCA3,0.33884916952155747,1.6419860580108323e-160,-0.012625653374721994,-0.01039017334137041,0.005188890541282946,K562 vs CD4+T (Stim 8hr),Stim8hr,0.5113247063861224,4.0,66.0,66.0,65.0
2694,ZNF444,0.3385118061572337,3.554366450101904e-160,-0.021877999945704975,0.0015839462501714306,-0.0341014763885258,K562 vs CD4+T (Stim 8hr),Stim8hr,,5.0,36.0,40.0,41.0
2695,ENO2,0.33804460176183987,1.0340577142596474e-159,0.015227176304916034,-0.015173447824257776,-0.01526355843875548,K562 vs CD4+T (Stim 8hr),Stim8hr,,20.0,11.0,11.0,11.0
2696,SETDB1,0.3379099092306471,1.4063762069482447e-159,-0.046851228310041196,-0.009753209985282047,0.049684617134299724,K562 vs CD4+T (Stim 8hr),Stim8hr,0.8220993199900265,178.0,694.0,652.0,655.0
2697,SLC25A51,0.3376961406306932,2.290500499798697e-159,0.010454795209995916,-0.05481605084386075,0.023904120764792737,K562 vs CD4+T (Stim 8hr),Stim8hr,0.5727714650386956,4.0,111.0,91.0,106.0
