,target_contrast_gene_name,logfc_pearson_r,logfc_pearson_pval,random_r1,random_r2,random_r3,comparison,condition,donor_correlation_mean,n_degs_MASH_K562,n_degs_MASH_Rest,n_degs_MASH_Stim48hr,n_degs_MASH_Stim8hr
1113,CBFB,0.27202537570671237,6.529906215529379e-102,0.005489773907727814,-0.0164362828480886,0.000999647936072095,K562 vs CD4+T (Rest),Rest,0.4704302959603226,13.0,235.0,264.0,262.0
1114,ZNF581,0.2720234694630004,6.5518405471889625e-102,-0.00015372341274384228,-0.004810622868319227,-0.020602528593884617,K562 vs CD4+T (Rest),Rest,,3.0,11.0,10.0,12.0
1115,HMBS,0.27176676425396795,1.028914122407117e-101,0.012388433337776682,0.0627557592197798,0.07344409362195356,K562 vs CD4+T (Rest),Rest,-0.0717337051302589,34.0,307.0,311.0,338.0
1116,PRKX,0.271559491374069,1.480789307427309e-101,0.012464861717521253,-0.008788706316367988,0.002807515651407917,K562 vs CD4+T (Rest),Rest,,6.0,3.0,4.0,7.0
1117,WWP2,0.2714389825649768,1.829603842848039e-101,0.021697518746146782,0.0136196818670418,-0.04839824889439199,K562 vs CD4+T (Rest),Rest,,3.0,3.0,5.0,3.0
1118,SELENOH,0.2712038030025964,2.7637498398185235e-101,0.01595408949861524,0.033810976655249035,0.0052104131882731615,K562 vs CD4+T (Rest),Rest,,4.0,8.0,13.0,8.0
1119,BAHD1,0.2710833289453367,3.413478393869208e-101,0.009438683009638432,0.03261016996524837,-0.08422628544318629,K562 vs CD4+T (Rest),Rest,0.3307006931982925,17.0,90.0,106.0,92.0
1120,PRPSAP2,0.27096168096172896,4.224170172004596e-101,0.04284421604492793,-0.003341897901861504,0.005492584193356671,K562 vs CD4+T (Rest),Rest,,3.0,6.0,8.0,7.0
1121,CHP1,0.2707323655368843,6.310500515753949e-101,0.008287902424970555,-0.004218202077599847,-0.018345621639281433,K562 vs CD4+T (Rest),Rest,,4.0,16.0,18.0,14.0
1122,IFT172,0.2707018804069644,6.656184565391697e-101,-0.029402215182273417,0.03188280730647757,-0.006748723833123478,K562 vs CD4+T (Rest),Rest,,3.0,43.0,56.0,48.0
1123,FEZ2,0.2704981087130015,9.505320982167485e-101,0.022597701157303404,-0.015196796241869348,-0.01459829721010841,K562 vs CD4+T (Rest),Rest,,5.0,8.0,7.0,8.0
1124,CISD2,0.2704337733153258,1.063639092995968e-100,-0.016449705266859942,0.0005815951927900325,0.010595781004236462,K562 vs CD4+T (Rest),Rest,,6.0,14.0,15.0,13.0
1125,TADA3,0.27035515804621935,1.2202290319567152e-100,-0.01544992264409068,0.05156863060290638,0.1116329827892104,K562 vs CD4+T (Rest),Rest,0.4491165408993154,170.0,95.0,73.0,101.0
1126,HUWE1,0.26989301794206266,2.7332072973542184e-100,0.0020297519478984513,0.013513056847352793,0.011469308189884229,K562 vs CD4+T (Rest),Rest,0.6008686891969984,24.0,34.0,25.0,31.0
1127,DENND2D,0.26964704190586697,4.1956863323790156e-100,-0.04164080061068187,-0.008986361646025015,0.01269336941684854,K562 vs CD4+T (Rest),Rest,0.5080962470416251,26.0,39.0,39.0,27.0
1128,TMEM250,0.26948901105053674,5.524360695357696e-100,-0.0035860721601194082,-0.010145391908497902,0.02734200842460799,K562 vs CD4+T (Rest),Rest,,5.0,8.0,8.0,9.0
1129,AGGF1,0.2693390897377497,7.170595853290952e-100,0.0005381672944236731,0.005259614149406405,-0.00033013751953246337,K562 vs CD4+T (Rest),Rest,,3.0,11.0,12.0,10.0
1130,SKIL,0.2693259545685685,7.336283036875404e-100,-0.0024721283576563755,0.003989678179077603,-0.011832491041117742,K562 vs CD4+T (Rest),Rest,,4.0,3.0,3.0,4.0
1131,ZDHHC12,0.26910017487538684,1.08621953529596e-99,0.0018133066770850796,-0.006235920538278418,0.020607104546737996,K562 vs CD4+T (Rest),Rest,0.3898647316544106,14.0,9.0,7.0,7.0
1132,SREK1IP1,0.2687918877658698,1.8551470877426306e-99,-0.010324424404592206,0.014522872303644718,-0.031681218792861274,K562 vs CD4+T (Rest),Rest,,3.0,75.0,77.0,84.0
1133,MTMR4,0.26873879477874885,2.0341435970405426e-99,0.0011593187067988594,0.018524859560461925,-0.0007229685261915062,K562 vs CD4+T (Rest),Rest,,4.0,13.0,14.0,13.0
1134,RSBN1L,0.2684103428298964,3.5946260146561196e-99,-0.022209158676120798,0.015820331089737606,0.037732693204026585,K562 vs CD4+T (Rest),Rest,,6.0,80.0,87.0,91.0
1135,SMIM13,0.2683480587373732,4.004096014522167e-99,-0.012599186655158903,0.00509952499857889,0.013554121807260781,K562 vs CD4+T (Rest),Rest,,4.0,12.0,12.0,11.0
1136,CDS2,0.26825121751772224,4.735050900531138e-99,0.013224276512104647,0.011143282431426179,0.021319478248909195,K562 vs CD4+T (Rest),Rest,,12.0,33.0,26.0,110.0
1137,BICD2,0.26815374657666186,5.60515734928443e-99,-0.01337515951079085,0.010154717922911526,0.036001512401802147,K562 vs CD4+T (Rest),Rest,,3.0,8.0,8.0,7.0
1138,KDM6A,0.2679159648652179,8.456405690134063e-99,0.004951920444247321,0.028879011500565675,-0.015271377294814056,K562 vs CD4+T (Rest),Rest,0.4364054798353469,13.0,112.0,106.0,103.0
1139,COMMD1,0.26770518799617504,1.2171612465279933e-98,-0.010467503701549872,-0.038482471759344654,0.027773333429301023,K562 vs CD4+T (Rest),Rest,,4.0,34.0,38.0,36.0
1140,STK4,0.2674741506650687,1.813631357782442e-98,0.03476210189125655,-0.022758554125537483,-0.0011399509843765467,K562 vs CD4+T (Rest),Rest,,5.0,6.0,8.0,8.0
1141,FEM1B,0.2674474356846752,1.8991761536997514e-98,-0.022472379739869323,0.0024059735316193038,-0.021950999297318807,K562 vs CD4+T (Rest),Rest,,3.0,6.0,7.0,7.0
1142,MFF,0.26710122971063516,3.449472458916345e-98,-0.015446085950651212,-0.009151032653764641,0.016206529072269486,K562 vs CD4+T (Rest),Rest,,7.0,26.0,28.0,28.0
1143,UQCC2,0.26705712916821384,3.7216959856109805e-98,0.007952727643542368,0.05020880921500481,-0.002280993559654715,K562 vs CD4+T (Rest),Rest,,28.0,3.0,3.0,3.0
1144,HSPB11,0.26690252212036214,4.8566976520531624e-98,0.05488923620899977,0.0033767141060747413,0.033392050238439414,K562 vs CD4+T (Rest),Rest,,9.0,35.0,32.0,35.0
1145,FAM189B,0.26677328876161366,6.06610956796217e-98,0.0017687178229208644,-0.007243855917671932,-0.030808876045165565,K562 vs CD4+T (Rest),Rest,,4.0,16.0,15.0,16.0
1146,TMEM167A,0.2664417192591898,1.0725776320017375e-97,0.00915420646719886,0.008838166551921017,6.904502278381325e-05,K562 vs CD4+T (Rest),Rest,0.9320206965654608,5.0,208.0,222.0,235.0
1147,TARSL2,0.2662337487230102,1.5328495742037108e-97,-0.005058927982276703,-0.0006703324995551104,-0.0171828306910533,K562 vs CD4+T (Rest),Rest,,9.0,12.0,12.0,12.0
1148,CDKAL1,0.2656539408967804,4.140880779412211e-97,-0.020240138243516413,-0.02223076915066235,0.005243645985455828,K562 vs CD4+T (Rest),Rest,,7.0,37.0,35.0,37.0
1149,GSK3A,0.2651326093923958,1.0098019901544233e-96,-0.06676486580538177,-0.004487635152000227,0.07645742028893598,K562 vs CD4+T (Rest),Rest,,6.0,14.0,17.0,15.0
1150,G6PD,0.2650537830550787,1.1553064007081939e-96,-0.01354567089817409,-0.005572886973944015,0.0082653400850112,K562 vs CD4+T (Rest),Rest,,9.0,18.0,22.0,21.0
1151,LIMK2,0.26500077068265915,1.2647427449514655e-96,0.02868309792079228,-0.005438109858403964,-0.0019911648997989213,K562 vs CD4+T (Rest),Rest,,10.0,17.0,18.0,15.0
1152,DCP1A,0.2649656242267039,1.342937809152652e-96,-0.033823313824228485,0.020489081187981744,0.013472771597490742,K562 vs CD4+T (Rest),Rest,,4.0,31.0,32.0,37.0
1153,CMTM6,0.2644631390305721,3.1630782638480783e-96,0.022149167561400077,0.04331699503626836,-0.0002813348205189096,K562 vs CD4+T (Rest),Rest,,3.0,14.0,16.0,16.0
1154,FBXO9,0.2643760366946149,3.668771323456678e-96,-0.014846418620450292,0.0042407886339517805,0.00046281135307642924,K562 vs CD4+T (Rest),Rest,,5.0,5.0,6.0,7.0
1155,PIBF1,0.26404832464043115,6.406789361556527e-96,-0.0002218479166103542,0.0169169181495006,0.039234357128221375,K562 vs CD4+T (Rest),Rest,0.6650194606668873,6.0,60.0,74.0,71.0
1156,ACTR1A,0.26393401675562145,7.780586802330625e-96,0.0157754663258296,-0.014006703073161675,-0.010272901573181293,K562 vs CD4+T (Rest),Rest,,5.0,4.0,5.0,5.0
1157,AKAP9,0.2638751760125466,8.598586079665876e-96,-0.0016739857261205754,0.058531660882950205,-0.00565428472946459,K562 vs CD4+T (Rest),Rest,,5.0,5.0,4.0,4.0
1158,SCLT1,0.2635672250849216,1.4503168747580173e-95,0.028840177662259433,0.041852104135182644,-0.005171032694037533,K562 vs CD4+T (Rest),Rest,,8.0,20.0,16.0,17.0
1159,BIVM,0.2635270949985422,1.552481137050048e-95,0.008787201854218718,-0.01385450425790487,0.004323103918500139,K562 vs CD4+T (Rest),Rest,,9.0,23.0,23.0,27.0
1160,COMMD10,0.26334710407644446,2.10649517404516e-95,-0.015245328999926411,0.030412694854427595,-0.02445793137589299,K562 vs CD4+T (Rest),Rest,0.3274067123481504,10.0,72.0,88.0,81.0
1161,KIF22,0.2633349756548516,2.150242088816546e-95,-0.013793440353920933,0.012988153233555552,-0.033812930571541666,K562 vs CD4+T (Rest),Rest,,7.0,15.0,21.0,17.0
1162,C18orf25,0.2632352389392141,2.5461195855724056e-95,0.01372303721781321,-0.007704186764548655,-0.023173594456516875,K562 vs CD4+T (Rest),Rest,,7.0,45.0,37.0,47.0
1163,RIC8A,0.26304051265793027,3.540599524349806e-95,-0.012290456243718707,0.012071749584552925,0.01388412398908365,K562 vs CD4+T (Rest),Rest,,17.0,23.0,30.0,23.0
1164,ABCD3,0.2629036771986875,4.463037011645289e-95,-0.007635017157451856,0.073009010969157,-0.002939840842625655,K562 vs CD4+T (Rest),Rest,,9.0,22.0,19.0,21.0
1165,ZMAT3,0.2628407347692301,4.964364999871547e-95,0.008439027590200451,0.04105073278029987,0.011186959215525035,K562 vs CD4+T (Rest),Rest,,3.0,6.0,7.0,6.0
1166,P2RX4,0.2626860791170563,6.44776847077977e-95,-0.005210483200719333,0.010969696542483302,0.021996421640284015,K562 vs CD4+T (Rest),Rest,,8.0,17.0,17.0,19.0
1167,DCUN1D1,0.2621708185357914,1.5387012750792685e-94,0.019937019866691837,-0.015988316697095405,0.01274688018704962,K562 vs CD4+T (Rest),Rest,,5.0,16.0,22.0,17.0
1168,DENND5A,0.26188949402314954,2.471949602011712e-94,0.0026689381011967533,-0.019453483335886933,0.0004089523890319262,K562 vs CD4+T (Rest),Rest,,5.0,8.0,7.0,7.0
1169,ELOB,0.2616457169039354,3.72599192884858e-94,0.06663666124572562,0.012392383601060441,0.0019156729694966915,K562 vs CD4+T (Rest),Rest,0.4356447425969641,241.0,878.0,934.0,1016.0
1170,LEMD3,0.26151438118605974,4.6469758125261105e-94,-0.008977312619921303,0.0006582397894769458,-0.02897291096960574,K562 vs CD4+T (Rest),Rest,,5.0,12.0,9.0,13.0
1171,SERINC3,0.26121778323331335,7.649010128801217e-94,0.03015816204868878,-0.005979684251820292,0.011286154355830656,K562 vs CD4+T (Rest),Rest,,15.0,6.0,7.0,6.0
1172,GCLC,0.26095458976813923,1.189677359331052e-93,0.0076735872076376735,0.0465525824345391,0.023735767213232527,K562 vs CD4+T (Rest),Rest,,44.0,13.0,13.0,18.0
1173,PPM1D,0.2608235937931971,1.4819074052935036e-93,0.019446309245715256,0.0537303111509322,0.02476955562250769,K562 vs CD4+T (Rest),Rest,0.6040033033867827,5.0,227.0,163.0,195.0
1174,RHOT2,0.26077470071919895,1.6084635450471702e-93,-0.006396680508462033,-0.025830019815502616,-0.03094085752462116,K562 vs CD4+T (Rest),Rest,,13.0,7.0,8.0,9.0
1175,PNPLA2,0.26065593919014074,1.9625836894831518e-93,0.013750594572206992,-0.012108528036213933,0.006381139271047798,K562 vs CD4+T (Rest),Rest,,4.0,4.0,4.0,4.0
1176,VPS39,0.2606445188822811,2.000487390221453e-93,0.01134931342989089,0.008603622252296477,0.002260845133061533,K562 vs CD4+T (Rest),Rest,,12.0,17.0,20.0,20.0
1177,KNOP1,0.26061096776407733,2.116118439065668e-93,0.012018967813239478,0.013587049168145298,-0.008433256314105053,K562 vs CD4+T (Rest),Rest,,4.0,21.0,30.0,23.0
1178,TRAPPC6A,0.260344678780174,3.3044874176806733e-93,0.01594680904747984,-0.003248546638422915,0.004125298084544437,K562 vs CD4+T (Rest),Rest,,3.0,12.0,12.0,11.0
1179,C8orf33,0.2597929204761597,8.307231558798085e-93,0.004022708455351968,0.02799524238595241,0.017394172994495277,K562 vs CD4+T (Rest),Rest,0.1697103540055534,7.0,56.0,41.0,56.0
1180,ZNF337,0.2594260564471493,1.5314915393195993e-92,-0.01855967980810944,0.0022015193558160406,-0.002897690383338415,K562 vs CD4+T (Rest),Rest,,4.0,8.0,8.0,6.0
1181,SELENOI,0.2591299097482645,2.5075647360625043e-92,0.008424491210407798,-0.004239608852550994,-0.024364183457668158,K562 vs CD4+T (Rest),Rest,,7.0,19.0,24.0,20.0
1182,BRI3BP,0.2589199540658996,3.5554780374676455e-92,0.018957055889870462,0.049866325685888,0.013141878774083984,K562 vs CD4+T (Rest),Rest,,8.0,27.0,26.0,28.0
1183,MPV17,0.258850624585127,3.989718395211696e-92,0.019306794055034993,-0.0057017313751646535,-0.0008500874085449785,K562 vs CD4+T (Rest),Rest,,3.0,6.0,5.0,5.0
1184,FAM117A,0.25870103190026733,5.115299371407666e-92,-0.021471558085581276,-0.013646927219640588,0.005500556338276993,K562 vs CD4+T (Rest),Rest,,21.0,6.0,7.0,7.0
1185,THOP1,0.258468308852444,7.527243088052985e-92,-0.0076723033267478615,0.052476681312309564,-0.005504625696428333,K562 vs CD4+T (Rest),Rest,,13.0,20.0,22.0,20.0
1186,TM7SF2,0.25844282922469625,7.852233433554749e-92,0.010632727471860118,0.006707751641568274,0.004103556172107954,K562 vs CD4+T (Rest),Rest,,3.0,5.0,5.0,4.0
1187,TATDN2,0.25842047549398706,8.148856252322099e-92,0.02670861426435834,0.002144682146774581,0.03623141387161794,K562 vs CD4+T (Rest),Rest,0.2160961614311044,6.0,94.0,88.0,90.0
1188,URM1,0.25773157226834786,2.5503524772238433e-91,-0.004525450404973887,0.016673443446027992,0.0004843505735685678,K562 vs CD4+T (Rest),Rest,0.701149628262762,26.0,165.0,131.0,168.0
1189,PSIP1,0.25771948094940456,2.6018582147560276e-91,0.039514268737183875,-0.0700148071924582,-0.05014486385057396,K562 vs CD4+T (Rest),Rest,0.5733446021720227,42.0,136.0,157.0,139.0
1190,CEP164,0.25770177501571356,2.679158227769523e-91,-0.0007292818920350934,0.0019942728307712826,0.012526509063398267,K562 vs CD4+T (Rest),Rest,,3.0,6.0,7.0,8.0
1191,NAPEPLD,0.2573641151297562,4.68040944891175e-91,0.003014098042826806,-0.010555799446054441,0.005126978587809881,K562 vs CD4+T (Rest),Rest,,4.0,6.0,5.0,5.0
1192,IDH3A,0.2573409702185198,4.8627068557816695e-91,-0.018743602607778072,0.007712464663978834,-0.03866704159109968,K562 vs CD4+T (Rest),Rest,,8.0,33.0,33.0,41.0
1193,CLDND1,0.25727415851400803,5.429635306162719e-91,0.011706125398602139,0.022423155636341226,0.014155273508623653,K562 vs CD4+T (Rest),Rest,,6.0,36.0,39.0,35.0
1194,TCTA,0.25726674674585415,5.496456051954475e-91,-0.003561454566526207,0.04065882595258305,0.007990881848501146,K562 vs CD4+T (Rest),Rest,,5.0,14.0,16.0,15.0
1195,NDUFV2,0.2572065308232358,6.070629913039493e-91,-0.0008800128477308607,-0.025220585590664923,0.009970806021895822,K562 vs CD4+T (Rest),Rest,,6.0,43.0,41.0,42.0
1196,FOXRED1,0.2571643206408773,6.508410194630873e-91,0.013258036788578589,0.005352156558194785,-0.00947239633704166,K562 vs CD4+T (Rest),Rest,,12.0,13.0,15.0,8.0
1197,FOXO3,0.25711813991365184,7.023511206104237e-91,0.03381190093357309,0.0011987405452069354,0.003658539822614557,K562 vs CD4+T (Rest),Rest,,16.0,27.0,34.0,26.0
1198,TGFBRAP1,0.256819102962315,1.1497191087631295e-90,-0.013512728273252589,0.00961832212709335,0.02724394957609902,K562 vs CD4+T (Rest),Rest,,11.0,22.0,23.0,22.0
1199,OGT,0.256765745829979,1.2553148843340795e-90,0.012384967363692963,0.004465748609185666,0.022331445414363642,K562 vs CD4+T (Rest),Rest,,6.0,26.0,25.0,33.0
1200,SKA1,0.2566698511137987,1.4699879331466724e-90,0.024674891285337317,0.00355045662760537,-0.008328322570950779,K562 vs CD4+T (Rest),Rest,,5.0,11.0,11.0,10.0
1201,TBC1D7,0.25666081139945995,1.4920223288170543e-90,0.002733662420062807,-0.021294563038040018,0.02000559851796957,K562 vs CD4+T (Rest),Rest,,10.0,6.0,6.0,8.0
1202,MTPN,0.25665118655027874,1.5158451671125183e-90,-0.008637895968563628,0.01064426984308994,0.014034212600488458,K562 vs CD4+T (Rest),Rest,,3.0,7.0,9.0,8.0
1203,SLC38A1,0.2565878956433252,1.6822315378722904e-90,0.01695618793679024,0.04309302722829374,0.040507272625830856,K562 vs CD4+T (Rest),Rest,,26.0,7.0,7.0,9.0
1204,CD3D,0.25654893590230415,1.7935855578857485e-90,-0.0050426433729388945,0.01344984707994179,-0.009075190656382771,K562 vs CD4+T (Rest),Rest,,44.0,289.0,526.0,1320.0
1205,LZTR1,0.25654433983609787,1.8071975240818154e-90,-0.015294489146587101,-0.0045894785830118785,0.021202576114240392,K562 vs CD4+T (Rest),Rest,,35.0,10.0,10.0,11.0
1206,APBB3,0.2563904314241586,2.3276752654822972e-90,-0.031345413856288425,-0.019908971700726273,-0.0018549132555215645,K562 vs CD4+T (Rest),Rest,,7.0,10.0,9.0,9.0
1207,BICD1,0.25630316420213883,2.6866602056364535e-90,0.05412840546846054,0.005901461772823571,0.014508974860424056,K562 vs CD4+T (Rest),Rest,,6.0,8.0,11.0,11.0
1208,NUB1,0.2557321590739064,6.8579705665746246e-90,-0.00416660918218614,-0.04384969843951799,-0.01707079959581062,K562 vs CD4+T (Rest),Rest,,64.0,6.0,8.0,6.0
1209,RNF216,0.2555957426266931,8.575781905438142e-90,-0.0008173509915104086,0.02058358180883038,-0.002903948360466313,K562 vs CD4+T (Rest),Rest,,6.0,10.0,10.0,9.0
1210,CNNM3,0.2554047620428174,1.1724183503622441e-89,0.03144596448882723,0.012767741508912007,-0.002105210492981838,K562 vs CD4+T (Rest),Rest,,7.0,39.0,43.0,38.0
1211,RAB11A,0.2549939734381562,2.2951429374845754e-89,0.02705181138107371,0.030621793168236953,0.02698838779245335,K562 vs CD4+T (Rest),Rest,,5.0,8.0,7.0,11.0
1212,C11orf49,0.25471564954104786,3.6154523054115224e-89,-0.00672230955962862,-0.00728116122521397,0.016200530102146372,K562 vs CD4+T (Rest),Rest,,6.0,12.0,11.0,10.0
1213,SCAF11,0.2546515619110292,4.013941616613322e-89,-1.0544594559248974e-05,0.0014536515518573261,0.06426244654040025,K562 vs CD4+T (Rest),Rest,,4.0,29.0,26.0,37.0
1214,COX15,0.2546064848860305,4.32018159293056e-89,-0.0020883184912717425,0.03063053694335112,0.03840214029526248,K562 vs CD4+T (Rest),Rest,,24.0,76.0,83.0,88.0
1215,CSK,0.2545243169928211,4.939583275611263e-89,-0.03418825109405058,0.004312019808158485,-0.003866266457988202,K562 vs CD4+T (Rest),Rest,0.7118876816944034,7.0,205.0,184.0,202.0
1216,SUMF2,0.25439784329678156,6.0703366615343344e-89,0.017131278992002317,-0.002678039523564965,-0.004064752458006672,K562 vs CD4+T (Rest),Rest,,5.0,12.0,14.0,13.0
1217,LRRC8C,0.25433188989564265,6.758913323669188e-89,-0.018989360403604903,0.03110067220320899,0.011928106831000403,K562 vs CD4+T (Rest),Rest,,11.0,6.0,6.0,6.0
1218,ZNF141,0.25417192810881667,8.769965929422793e-89,-0.03061693739928726,-0.008889916554164774,0.01772681245359584,K562 vs CD4+T (Rest),Rest,,4.0,10.0,9.0,8.0
1219,ELOA,0.2539080551881079,1.3471815327307845e-88,-0.025927716840060115,-0.010428153106483096,-0.03880114873832573,K562 vs CD4+T (Rest),Rest,,16.0,17.0,22.0,18.0
1220,RNF214,0.2537428499606489,1.762110811356867e-88,-0.005350033299013381,0.05201283022481852,-0.0275271321806345,K562 vs CD4+T (Rest),Rest,,19.0,42.0,49.0,47.0
1221,DDB2,0.25369344384365955,1.9093648609948327e-88,0.011062864325048405,-0.012592655755546576,0.007916279022487357,K562 vs CD4+T (Rest),Rest,,3.0,10.0,19.0,13.0
1222,AP3D1,0.2536066441644909,2.1984011833999212e-88,-0.014131825820156912,0.01629138195257477,0.013264380891644192,K562 vs CD4+T (Rest),Rest,0.5705584827652749,5.0,11.0,12.0,9.0
1223,TMC6,0.25359541772809635,2.2388396554172885e-88,0.05254212148766614,-0.0012804636018546216,0.012429650054630464,K562 vs CD4+T (Rest),Rest,,3.0,4.0,5.0,5.0
1224,LGALS1,0.25228747822969383,1.8602430254373424e-87,-0.028609951059459526,0.022427503644651563,0.0054933132504090335,K562 vs CD4+T (Rest),Rest,,4.0,9.0,9.0,8.0
1225,ALKBH8,0.25224397482672456,1.9955486793808922e-87,-0.019882857982614358,-0.008832934202420897,0.007150217015250789,K562 vs CD4+T (Rest),Rest,,23.0,37.0,33.0,34.0
1226,TRMT2B,0.2521425743302289,2.3502466006395225e-87,0.015298840576858746,-0.016985707760702237,0.002263938942515928,K562 vs CD4+T (Rest),Rest,,5.0,9.0,7.0,9.0
1227,RAB21,0.2519373701712445,3.2719053358127707e-87,0.020839176965397138,-0.005560896369246617,-0.010384811483783504,K562 vs CD4+T (Rest),Rest,,5.0,108.0,113.0,102.0
1228,HINT3,0.25154511038633,6.153178264976123e-87,0.008023410903718426,0.03198896772905131,0.016898778163712696,K562 vs CD4+T (Rest),Rest,,3.0,5.0,5.0,5.0
1229,TADA2A,0.25136955026757385,8.160343637430162e-87,-0.085094255435883,0.021216149813334213,0.010554507658930089,K562 vs CD4+T (Rest),Rest,,8.0,48.0,74.0,59.0
1230,UBLCP1,0.2512337090622005,1.015107079678705e-86,0.00022603711377929014,-0.005549913905614133,0.024385030084274433,K562 vs CD4+T (Rest),Rest,,3.0,24.0,23.0,24.0
1231,TMEM14B,0.25112512877769055,1.2085045213354987e-86,-0.0020501011988389543,0.004927979117393546,-0.040577716969672814,K562 vs CD4+T (Rest),Rest,,4.0,12.0,13.0,13.0
1232,OCIAD1,0.251062323894237,1.3367148580332109e-86,0.010791239775954801,-0.001961461981345905,-0.009151007369144723,K562 vs CD4+T (Rest),Rest,,3.0,7.0,7.0,9.0
1233,APH1A,0.2509683735931446,1.5542548072817895e-86,-0.03523985779837123,0.0026568821095589975,-0.016120337741590513,K562 vs CD4+T (Rest),Rest,,8.0,10.0,12.0,9.0
1234,C11orf58,0.25093264593506515,1.6459519981581467e-86,-0.11280894273966191,-0.004995358729680741,0.014303204655908643,K562 vs CD4+T (Rest),Rest,,4.0,17.0,17.0,14.0
1235,UBE2D3,0.25078078982329927,2.0998365321610622e-86,-0.019034991435403784,-0.036132631951879574,-0.0002511089837992867,K562 vs CD4+T (Rest),Rest,,28.0,39.0,44.0,41.0
1236,ARID3A,0.2501195724132757,6.051783956195795e-86,0.018126086596363753,-0.004538666099106942,-0.01364682249025197,K562 vs CD4+T (Rest),Rest,,3.0,19.0,17.0,18.0
1237,PTPN2,0.2499611920930756,7.794545974095166e-86,-0.007963039283151162,0.011364219187111852,0.2499611920930756,K562 vs CD4+T (Rest),Rest,0.2685152524006599,21.0,88.0,80.0,79.0
1238,PCM1,0.2499551560524074,7.870058424575889e-86,-0.01781266094193036,0.025013544043399775,0.03088007497333189,K562 vs CD4+T (Rest),Rest,,9.0,24.0,17.0,20.0
1239,EEF1AKMT1,0.24900215976404122,3.5944373877465465e-85,0.029795841217873646,-0.03960334149125263,0.035401561864275066,K562 vs CD4+T (Rest),Rest,,5.0,5.0,7.0,7.0
1240,EXOC6,0.24892254720415402,4.0795219201132395e-85,0.037360448646706484,0.00902391921461278,0.013073134555063542,K562 vs CD4+T (Rest),Rest,,17.0,22.0,25.0,26.0
1241,ILKAP,0.24877900355816257,5.12491534993987e-85,0.0070671964336093745,0.024983777056393285,-0.0760983092859738,K562 vs CD4+T (Rest),Rest,,13.0,12.0,16.0,10.0
1242,SWSAP1,0.24838178810602266,9.62762618692769e-85,0.05705377951090959,-0.007067957449005213,0.0005095738335246145,K562 vs CD4+T (Rest),Rest,,3.0,7.0,8.0,6.0
1243,MAN2A1,0.24830334229776152,1.090284772636555e-84,0.07597393881355821,-0.04030592232977405,-0.004208457884328012,K562 vs CD4+T (Rest),Rest,-0.1386520962417831,6.0,41.0,37.0,42.0
1244,POLH,0.2480932784666949,1.5209087968093446e-84,-0.013694925382932748,0.008428065160977685,0.007223335687909739,K562 vs CD4+T (Rest),Rest,,6.0,4.0,5.0,5.0
1245,PITPNB,0.24806173291101272,1.5988234926272024e-84,-0.06743417919980547,0.0076356634659770755,-0.006428579715625288,K562 vs CD4+T (Rest),Rest,,5.0,4.0,8.0,5.0
1246,NAMPT,0.24729349349119442,5.385732351675821e-84,0.03216840963833857,-0.012357024483630116,0.0036966870090923538,K562 vs CD4+T (Rest),Rest,,7.0,16.0,10.0,22.0
1247,VCL,0.2468833417685522,1.0282198091692938e-83,0.04383130393594081,-0.008061230801039107,0.04071522760729575,K562 vs CD4+T (Rest),Rest,,10.0,23.0,23.0,20.0
1248,C1orf159,0.2468237012139447,1.1294830013303465e-83,0.0030727818495561166,0.004462003034261718,-0.013215904372842147,K562 vs CD4+T (Rest),Rest,,3.0,15.0,12.0,16.0
1249,SLC4A7,0.24670466679673797,1.3622766139476557e-83,0.007822166537364542,0.018400597483767784,0.003519760748095186,K562 vs CD4+T (Rest),Rest,,8.0,77.0,100.0,88.0
1250,MAPK3,0.24668091685907756,1.414158881684344e-83,-0.01703546341911565,0.015232323481725735,0.011316439917910578,K562 vs CD4+T (Rest),Rest,,3.0,6.0,7.0,6.0
1251,NUP188,0.24652609230375186,1.8041663355976276e-83,-0.009949511044395934,-0.0035389647231448954,0.007283543668273381,K562 vs CD4+T (Rest),Rest,0.5337781231146356,31.0,111.0,123.0,97.0
1252,JPT1,0.24643665635691187,2.0765695937213638e-83,-0.004431856272312339,0.006907604211850467,0.010263467846750482,K562 vs CD4+T (Rest),Rest,,6.0,9.0,9.0,10.0
1253,MTFP1,0.24636137948051817,2.3373772238242958e-83,0.0018565987401652061,0.020014133467657604,-0.012287427971891397,K562 vs CD4+T (Rest),Rest,,6.0,8.0,10.0,10.0
1254,PHF6,0.24620405696843314,2.992655255278801e-83,-0.000733032228404743,-0.013442852654478275,-0.020841469658799367,K562 vs CD4+T (Rest),Rest,,4.0,41.0,44.0,47.0
1255,SKP2,0.24613296895243342,3.34602190410069e-83,-0.015264384925237611,-0.02198952842580412,0.03432695905207351,K562 vs CD4+T (Rest),Rest,,32.0,18.0,19.0,18.0
1256,IP6K2,0.2456568122846648,7.059853617586322e-83,-0.0009148412528766079,-0.002602997876943111,-0.012265963564353392,K562 vs CD4+T (Rest),Rest,,5.0,10.0,11.0,11.0
1257,DNM1L,0.24538405704746052,1.0819988277103847e-82,0.0002523520834638547,0.003488084283668629,-0.0030806969081575535,K562 vs CD4+T (Rest),Rest,,4.0,10.0,10.0,10.0
