,variable,gene_name,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast,zscore
ENSG00000272574,ENSG00000272574,RP11-359K18.4,0.120822750733445,0.0946509783902801,0.0592291064869697,1.5980483921550146,0.1100322077257073,1.0,age_bin (Yaza2022 Discovery),1.598048392155015
ENSG00000132196,ENSG00000132196,HSD17B7,2.833209415782495,0.0458325027439964,0.0127926560873368,3.5827198379361587,0.0003400352401397,0.0036785630524212,age_bin (Yaza2022 Discovery),3.5827198379361653
ENSG00000232995,ENSG00000232995,RGS5_ENSG00000232995,0.4269503646700064,-0.013471002813553,0.029422613831507,-0.4578452101739404,0.6470636523822035,0.7778942514196411,age_bin (Yaza2022 Discovery),-0.45784521017394014
ENSG00000143228,ENSG00000143228,NUF2,0.2825592318413149,0.0161735619100388,0.0417071788617615,0.3877884419765274,0.6981725994997515,0.8164898025245012,age_bin (Yaza2022 Discovery),0.38778844197652623
ENSG00000185630,ENSG00000185630,PBX1,0.1768117285693302,-0.0009684573336708,0.043534906794341,-0.0222455359384554,0.9822520941395532,1.0,age_bin (Yaza2022 Discovery),-0.022245535938454967
ENSG00000143183,ENSG00000143183,TMCO1,16.465221269767497,0.0305905411022969,0.0062240535214704,4.914890432219446,8.883212622287438e-07,2.3902631670607184e-05,age_bin (Yaza2022 Discovery),4.914890432219491
ENSG00000224358,ENSG00000224358,TMCO1-AS1,0.1003421402870802,0.0367758159658859,0.06236895714214,0.5896493648606818,0.5554257488731402,1.0,age_bin (Yaza2022 Discovery),0.5896493648606813
ENSG00000143179,ENSG00000143179,UCK2,0.1627410004610581,-0.0113097815188257,0.0513903912903807,-0.2200758008422226,0.8258121209300893,1.0,age_bin (Yaza2022 Discovery),-0.22007580084222236
ENSG00000143157,ENSG00000143157,POGK,2.6885754096711527,0.0056645307446496,0.0130385308576083,0.4344454759904383,0.6639649804572092,0.790898085419845,age_bin (Yaza2022 Discovery),0.43444547599043404
ENSG00000152382,ENSG00000152382,TADA1,1.1551618340963703,0.0610139534858965,0.0189869870040941,3.213461592023018,0.0013114533680069,0.0108102141524787,age_bin (Yaza2022 Discovery),3.213461592023014
ENSG00000272205,ENSG00000272205,POU2F1-DT,0.1266716778453886,0.0553797763269425,0.0594490876877598,0.9315496415657346,0.3515693185778934,1.0,age_bin (Yaza2022 Discovery),0.9315496415657335
ENSG00000143190,ENSG00000143190,POU2F1,3.32931903740171,0.0194020338308015,0.011612611210407,1.670772703852664,0.0947665820334241,0.2306114203918205,age_bin (Yaza2022 Discovery),1.6707727038526674
ENSG00000272033,ENSG00000272033,RP11-52A20.2,0.0687542991766045,0.0566616151885194,0.0745101112593604,0.7604553829115536,0.446982429209987,1.0,age_bin (Yaza2022 Discovery),0.760455382911554
ENSG00000198821,ENSG00000198821,CD247,40.74879799421105,-0.005687881487381,0.0050471063489834,-1.126958913502318,0.2597598527611922,0.4448137405714051,age_bin (Yaza2022 Discovery),-1.1269589135023212
ENSG00000273160,ENSG00000273160,RP11-104L21.3,2.4633365874686497,0.0346457927889266,0.0145491095213096,2.3812998821805507,0.0172516614126217,0.0711510823082493,age_bin (Yaza2022 Discovery),2.3812998821805587
ENSG00000241666,ENSG00000241666,RP3-455J7.4,0.1818913643043348,0.016877125039995,0.0479582687589246,0.3519127248907286,0.7249037158013398,1.0,age_bin (Yaza2022 Discovery),0.3519127248907274
ENSG00000198771,ENSG00000198771,RCSD1,32.387295783815325,0.0115529792241505,0.0057773120244245,1.999715295851825,0.0455310155544973,0.1401937137098936,age_bin (Yaza2022 Discovery),1.9997152958518516
ENSG00000197965,ENSG00000197965,MPZL1,0.6563134133421034,0.0115186424807045,0.0240742207026496,0.4784637734685542,0.6323201524536017,0.7679635632847845,age_bin (Yaza2022 Discovery),0.47846377346855357
ENSG00000143164,ENSG00000143164,DCAF6,3.526235082640082,0.0158338749729357,0.0118640330232247,1.3346115053742509,0.1820035304420012,0.3533427915221664,age_bin (Yaza2022 Discovery),1.3346115053742473
ENSG00000213064,ENSG00000213064,SFT2D2,4.234066814428852,0.0263653914559026,0.0113496064448505,2.323022528051182,0.0201779422464134,0.0794054187424066,age_bin (Yaza2022 Discovery),2.3230225280511823
ENSG00000143178,ENSG00000143178,TBX19,0.3123418671615606,0.0624095046687834,0.0390522283420674,1.5981035479492829,0.1100199341694716,0.2555558437095525,age_bin (Yaza2022 Discovery),1.5981035479492818
ENSG00000143185,ENSG00000143185,XCL2,1.0671716561788314,0.0412424900916288,0.034763787711358,1.1863635353564772,0.2354787655706627,0.4177992629791116,age_bin (Yaza2022 Discovery),1.1863635353564792
ENSG00000143184,ENSG00000143184,XCL1,1.2521092802155172,0.0538805699414857,0.0457094437910114,1.1787623185229197,0.238492832821194,0.4211130500535566,age_bin (Yaza2022 Discovery),1.1787623185229203
ENSG00000143153,ENSG00000143153,ATP1B1,0.8347985267255073,0.1411430392951844,0.0342428041077779,4.121830643627845,3.758734937160237e-05,0.0005924916321654,age_bin (Yaza2022 Discovery),4.121830643627845
ENSG00000143156,ENSG00000143156,NME7,2.0052565907806303,0.0006627408895318,0.0151769999096993,0.0436674503179197,0.9651694853391788,0.9809770854191268,age_bin (Yaza2022 Discovery),0.04366745031791535
ENSG00000117479,ENSG00000117479,SLC19A2,0.1556427897567625,0.0455518123227796,0.0470705371488776,0.967735128636956,0.3331766693101456,1.0,age_bin (Yaza2022 Discovery),0.9677351286369542
ENSG00000213062,ENSG00000213062,RP1-206D15.6,0.2770015539000376,0.0420004012246495,0.0387629584977271,1.0835189792624391,0.2785781312835637,0.4646084941205743,age_bin (Yaza2022 Discovery),1.0835189792624376
ENSG00000198734,ENSG00000198734,F5,0.8461302520417714,0.0546040105652584,0.0241390948873011,2.26205708292667,0.0236938767221653,0.0889336136941693,age_bin (Yaza2022 Discovery),2.262057082926669
ENSG00000174175,ENSG00000174175,SELP,0.1604482813791412,0.0868606296035183,0.056069301541905,1.5491655364852457,0.121341931828736,1.0,age_bin (Yaza2022 Discovery),1.5491655364852461
ENSG00000000460,ENSG00000000460,C1orf112,0.3791836139608466,0.017345277355738,0.0316008612818493,0.5488862218353731,0.5830835342036482,0.7315819394842031,age_bin (Yaza2022 Discovery),0.5488862218353735
ENSG00000188404,ENSG00000188404,SELL,67.08844736959036,-0.0060332765690967,0.0060039872065077,-1.0048783186208827,0.3149554456753397,0.5029405708771396,age_bin (Yaza2022 Discovery),-1.0048783186208747
ENSG00000000457,ENSG00000000457,SCYL3,2.0298575486236423,0.0296220806313279,0.0146722993788342,2.018911955549358,0.0434963713818943,0.1357093211985322,age_bin (Yaza2022 Discovery),2.018911955549366
ENSG00000075945,ENSG00000075945,KIFAP3,2.317091958519587,0.0083294342698473,0.0141600652768395,0.5882341717358537,0.5563751236842331,0.7112745377527744,age_bin (Yaza2022 Discovery),0.5882341717358532
ENSG00000120370,ENSG00000120370,GORAB,1.0098168443242177,0.0260132930100586,0.0207910259301233,1.2511789027384614,0.2108692135734482,0.3895985098364453,age_bin (Yaza2022 Discovery),1.251178902738463
ENSG00000076258,ENSG00000076258,FMO4,0.2991617031247091,0.0110993488202351,0.0356567421176434,0.3112833130860554,0.7555852518040739,0.8548982502766689,age_bin (Yaza2022 Discovery),0.3112833130860546
ENSG00000117523,ENSG00000117523,PRRC2C,55.774672942542885,0.0005975856568668,0.0036445843906011,0.1639653778927279,0.8697583993264505,0.9255149516258412,age_bin (Yaza2022 Discovery),0.16396537789271506
ENSG00000117533,ENSG00000117533,VAMP4,4.378338567631037,0.014807912117542,0.0118172542431629,1.2530755294622964,0.2101782206183052,0.3886618047721736,age_bin (Yaza2022 Discovery),1.253075529462303
ENSG00000197959,ENSG00000197959,DNM3,0.1673602992810742,0.0246531630529619,0.0460360946774832,0.5355181238911659,0.5922916284828728,1.0,age_bin (Yaza2022 Discovery),0.535518123891166
ENSG00000094975,ENSG00000094975,SUCO,3.175953087280442,0.0266415918161187,0.011987337863878,2.2224777610047184,0.0262510353269076,0.0951093471170853,age_bin (Yaza2022 Discovery),2.222477761004722
ENSG00000117560,ENSG00000117560,FASLG,0.1953679497586458,0.08694035517458,0.0512607863921491,1.696040215018931,0.0898782643994628,1.0,age_bin (Yaza2022 Discovery),1.69604021501893
ENSG00000203739,ENSG00000203739,PRDX6-AS1,3.0280518190858343,0.0455600812142308,0.0128275526123253,3.5517360630783434,0.0003826985335342,0.0039968107661695,age_bin (Yaza2022 Discovery),3.5517360630783603
ENSG00000076321,ENSG00000076321,KLHL20,4.680844975570814,0.0334616790933642,0.0098556817894392,3.395166342446211,0.0006858691593778,0.0063401625028268,age_bin (Yaza2022 Discovery),3.3951663424462297
ENSG00000120334,ENSG00000120334,CENPL,1.2478272877898442,0.0112641736243287,0.0193633601771563,0.5817261839511474,0.5607511316903225,0.714167366845272,age_bin (Yaza2022 Discovery),0.581726183951145
ENSG00000117593,ENSG00000117593,DARS2,0.5436217750159071,0.0155608296785035,0.0274877275993259,0.5661009853315437,0.5713251335230812,0.7227318540405021,age_bin (Yaza2022 Discovery),0.5661009853315451
ENSG00000234741,ENSG00000234741,GAS5,342.25062466999543,0.0216134401414404,0.0038522020690444,5.610671442996726,2.0154309201452187e-08,8.266201866168424e-07,age_bin (Yaza2022 Discovery),5.610671442996748
